"pathway","pval","padj","log2err","ES","NES","size","drug_name","direction","is_candidate"
"DI_MARTINO_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC",0.0169020111253744,0.0599014280298243,0.114047666631429,0.828254170224058,1.36905956597219,27,"DI_MARTINO_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC","BOTH",FALSE
"YAGI_AML_WITH_11Q23_REARRANGED",0.016998300169983,0.0600524750034612,0.109869472131707,0.667692446249161,1.16068577883723,326,"YAGI_AML_WITH_11Q23_REARRANGED","BOTH",FALSE
"ZHANG_BREAST_CANCER_PROGENITORS_DN",0.017003400680136,0.0600524750034612,0.109869472131707,0.715960418575204,1.23707062048836,131,"ZHANG_BREAST_CANCER_PROGENITORS","DN",FALSE
"FLORIO_HUMAN_NEOCORTEX",0.0170283381896076,0.0600524750034612,0.352487857583619,-0.611584755376336,-1.55845188553956,30,"FLORIO_HUMAN_NEOCORTEX","BOTH",FALSE
"OSADA_ASCL1_TARGETS_DN",0.0170324271208647,0.0600524750034612,0.114790404232843,0.850473647129766,1.38530499304967,22,"OSADA_ASCL1_TARGETS","DN",FALSE
"CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN",0.0171056774058138,0.0602331188961475,0.112250868978221,0.817525189541823,1.365390770509,33,"CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS","DN",FALSE
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_UP",0.0172,0.0604443604939438,0.109215847765851,0.699202363434237,1.21070192696529,175,"GAUSSMANN_MLL_AF4_FUSION_TARGETS_F","UP",FALSE
"CHO_NR4A1_TARGETS",0.0172098526406368,0.0604443604939438,0.113318868985054,0.833955863223959,1.37418359432189,26,"CHO_NR4A1_TARGETS","BOTH",FALSE
"BURTON_ADIPOGENESIS_3",0.0172344689378758,0.0604532141205488,0.109215847765851,0.731231685167365,1.26224347100599,100,"BURTON_ADIPOGENESIS_3","BOTH",FALSE
"FONTAINE_FOLLICULAR_THYROID_ADENOMA_DN",0.017274472168906,0.0604943627833793,0.10954123067857,0.7585163802282,1.30316309045439,66,"FONTAINE_FOLLICULAR_THYROID_ADENOMA","DN",FALSE
"CAIRO_HEPATOBLASTOMA_UP",0.0172982701729827,0.0604943627833793,0.108893281951179,0.688722819132582,1.19462517259672,206,"CAIRO_HEPATOBLASTOMA","UP",FALSE
"MORI_PRE_BI_LYMPHOCYTE_UP",0.017312531454454,0.0604943627833793,0.109215847765851,0.748320136057191,1.28799093704374,76,"MORI_PRE_BI_LYMPHOCYTE","UP",FALSE
"KRIGE_AMINO_ACID_DEPRIVATION",0.0173496540713145,0.0605467519631589,0.112250868978221,0.827066830654071,1.36969238331203,28,"KRIGE_AMINO_ACID_DEPRIVATION","BOTH",FALSE
"MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3",0.0173982601739826,0.0606390316382375,0.108573492628993,0.682874477261729,1.18502952720505,231,"MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3","BOTH",FALSE
"ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_DN",0.017426273458445,0.0606589300028643,0.110200614426747,0.793568362013794,1.34321017607378,42,"ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN","DN",FALSE
"MCCLUNG_COCAINE_REWARD_5D",0.0174483106404438,0.0606589300028643,0.108893281951179,0.754577966311197,1.2979222654242,69,"MCCLUNG_COCAINE_REWARD_5D","BOTH",FALSE
"BERGER_PLATELET_HYPERREACTIVITY_PRESS_UP",0.0176035207041408,0.0611208536123468,0.107942085094929,0.712356599776629,1.23179085167276,140,"BERGER_PLATELET_HYPERREACTIVITY_PRESS","UP",FALSE
"OUYANG_PROSTATE_CANCER_PROGRESSION_UP",0.0177030316441691,0.0613884595417574,0.113318868985054,0.85606128713357,1.38417344930601,20,"OUYANG_PROSTATE_CANCER_PROGRESSION","UP",FALSE
"KAMIKUBO_MYELOID_CEBPA_NETWORK",0.0177476605356567,0.0614653154753881,0.111555069436528,0.832475388760402,1.37174408425985,26,"KAMIKUBO_MYELOID_CEBPA_NETWORK","BOTH",FALSE
"MIKKELSEN_MEF_HCP_WITH_H3K27ME3",0.0177982201779822,0.0614948922827956,0.10732131625112,0.658484109959156,1.14516495963619,393,"MIKKELSEN_MEF_HCP_WITH_H3K27ME3","BOTH",FALSE
"GUO_HEX_TARGETS_DN",0.0178011530292303,0.0614948922827956,0.107942085094929,0.760226842644616,1.30446821918383,63,"GUO_HEX_TARGETS","DN",FALSE
"CHIBA_RESPONSE_TO_TSA",0.0179616134660782,0.0619709639888903,0.108256440008936,0.785921862230735,1.33410615467474,45,"CHIBA_RESPONSE_TO_TSA","BOTH",FALSE
"RIZ_ERYTHROID_DIFFERENTIATION_HEMGN",0.0181242493722022,0.0624533328493013,0.111211882754101,0.848637072810644,1.38231346523106,22,"RIZ_ERYTHROID_DIFFERENTIATION_HEMGN","BOTH",FALSE
"GUILLAUMOND_KLF10_TARGETS_UP",0.0181538461538462,0.0624766328011611,0.107630389664896,0.783732548128463,1.33190381360833,46,"GUILLAUMOND_KLF10_TARGETS","UP",FALSE
"VALK_AML_CLUSTER_6",0.0182489451476793,0.0627250174925259,0.108893281951179,0.818999658272678,1.36301232394971,31,"VALK_AML_CLUSTER_6","BOTH",FALSE
"DARWICHE_SQUAMOUS_CELL_CARCINOMA_DN",0.0183036607321464,0.0627902753959447,0.105814018510618,0.70242921903068,1.21548607194253,156,"DARWICHE_SQUAMOUS_CELL_CARCINOMA","DN",FALSE
"SESTO_RESPONSE_TO_UV_C0",0.0183201521673841,0.0627902753959447,0.105814018510618,0.727561262983338,1.25662140302593,103,"SESTO_RESPONSE_TO_UV_C0","BOTH",FALSE
"LEE_CALORIE_RESTRICTION_NEOCORTEX_UP",0.0183532751977287,0.0627902753959447,0.10640946434982,0.766122952410741,1.31321313193183,58,"LEE_CALORIE_RESTRICTION_NEOCORTEX","UP",FALSE
"LI_ESTROGENE_LATE_E2_RESPONSE_DN",0.0183597296479371,0.0627902753959447,0.106110518756861,0.751380751828076,1.29237746465394,70,"LI_ESTROGENE_LATE_E2_RESPONSE","DN",FALSE
"MOREIRA_RESPONSE_TO_TSA_UP",0.0184140500266099,0.0628297881462719,0.108893281951179,0.824220723849617,1.36497899055141,28,"MOREIRA_RESPONSE_TO_TSA","UP",FALSE
"KONIGORSKI_INCREASED_SUBCUTANEOUS_ADIPOSE_TISSUE_MASS_DN",0.0184172112914145,0.0628297881462719,0.352487857583619,-0.489306198793911,-1.41643015154194,55,"KONIGORSKI_INCREASED_SUBCUTANEOUS_ADIPOSE_TISSUE_MASS","DN",FALSE
"WALLACE_PROSTATE_CANCER_UP",0.0184775392786015,0.0628770186335404,0.110871775183071,0.85442136616122,1.3815218458484,20,"WALLACE_PROSTATE_CANCER","UP",FALSE
"SENESE_HDAC3_TARGETS_UP",0.0184981501849815,0.0628770186335404,0.105228221404324,0.652100418087394,1.13475388999722,468,"SENESE_HDAC3_TARGETS","UP",FALSE
"YAMAZAKI_TCEB3_TARGETS_DN",0.0185,0.0628770186335404,0.105228221404324,0.691402808673273,1.1982456302733,190,"YAMAZAKI_TCEB3_TARGETS","DN",FALSE
"SIMBULAN_UV_RESPONSE_IMMORTALIZED_DN",0.0185654008438819,0.0630210132864277,0.107942085094929,0.818564362743229,1.36228788754097,31,"SIMBULAN_UV_RESPONSE_IMMORTALIZED","DN",FALSE
"RHODES_CANCER_META_SIGNATURE",0.0185914923714257,0.0630313793410417,0.105519930289441,0.755366893125111,1.29747169435925,65,"RHODES_CANCER_META_SIGNATURE","BOTH",FALSE
"ALCALA_APOPTOSIS",0.0186690755796447,0.0632160777053315,0.104938859783548,0.73720653590442,1.27166203718453,87,"ALCALA_APOPTOSIS","BOTH",FALSE
"BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN",0.0187599364069952,0.0634452237447947,0.107630389664896,0.82207046569972,1.36463509620915,29,"BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY","DN",FALSE
"ZHANG_FH_DEFICIENT_RCC_TUMOR_VS_NORMAL_UP",0.0188430756762233,0.063647722284132,0.104938859783548,0.761312490101421,1.30579941194722,60,"ZHANG_FH_DEFICIENT_RCC_TUMOR_VS_NORMAL","UP",FALSE
"BURTON_ADIPOGENESIS_1",0.0189719130895601,0.0638751828989877,0.107014828121207,0.820916304534357,1.36271919130969,29,"BURTON_ADIPOGENESIS_1","BOTH",FALSE
"DASU_IL6_SIGNALING_SCAR_DN",0.0189801051909444,0.0638751828989877,0.111211882754101,0.872202875257837,1.38542993861225,16,"DASU_IL6_SIGNALING_SCAR","DN",FALSE
"HANSON_HRAS_SIGNALING_VIA_NFKB",0.0189866307156499,0.0638751828989877,0.110200614426747,0.862285440391763,1.38259546400929,18,"HANSON_HRAS_SIGNALING_VIA_NFKB","BOTH",FALSE
"GAVIN_FOXP3_TARGETS_CLUSTER_P3",0.019003800760152,0.0638751828989877,0.103804265291514,0.701544445608664,1.21395505679944,156,"GAVIN_FOXP3_TARGETS_CLUSTER_P3","BOTH",FALSE
"LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP",0.0191570881226054,0.0643114025809181,0.105228221404324,0.795625154356736,1.34275108180321,40,"LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY","UP",FALSE
"GAVIN_FOXP3_TARGETS_CLUSTER_P2",0.0192133588170204,0.064421261915892,0.103526179501938,0.743532265160331,1.28004924995851,77,"GAVIN_FOXP3_TARGETS_CLUSTER_P2","BOTH",FALSE
"PULVER_FOREY_CELLCYCLE_ENRICHED_TFS_G2",0.0193980601939806,0.0648945090108033,0.102704812014747,0.661865634352109,1.15099475562421,361,"PULVER_FOREY_CELLCYCLE_ENRICHED_TFS_G2","BOTH",FALSE
"PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN",0.0194019401940194,0.0648945090108033,0.102704812014747,0.705568044692323,1.22047909348917,149,"PURBEY_TARGETS_OF_CTBP1_AND_SATB1","DN",FALSE
"EHRLICH_ICF_SYNDROM_DN",0.0194374571232563,0.0649339226974718,0.109869472131707,0.871447508468532,1.38423009417901,16,"EHRLICH_ICF_SYNDROM","DN",FALSE
"DUTTA_APOPTOSIS_VIA_NFKB",0.0195147679324895,0.0651126891015746,0.105228221404324,0.817338934752277,1.36024848076356,31,"DUTTA_APOPTOSIS_VIA_NFKB","BOTH",FALSE
"PARK_TRETINOIN_RESPONSE_AND_PML_RARA_FUSION",0.0195763799743261,0.0652304412131595,0.105814018510618,0.824097916017212,1.36218950146173,27,"PARK_TRETINOIN_RESPONSE_AND_PML_RARA_FUSION","BOTH",FALSE
"MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_DN",0.0195980401959804,0.0652304412131595,0.10216770010847,0.685944914192879,1.18937800015628,202,"MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS","DN",FALSE
"DAZARD_RESPONSE_TO_UV_SCC_UP",0.0196215837421163,0.0652304412131595,0.10216770010847,0.725292333992039,1.25270257875988,103,"DAZARD_RESPONSE_TO_UV_SCC","UP",FALSE
"LI_ESTROGENE_T47D_E2_RESPONSE_UP",0.0197014319081954,0.0653375962943856,0.102704812014747,0.768474151879627,1.31644983857626,55,"LI_ESTROGENE_T47D_E2_RESPONSE","UP",FALSE
"MISIAK_ANAPLASTIC_THYROID_CARCINOMA_DN",0.0197095435684647,0.0653375962943856,0.335068558717014,-0.70270178195451,-1.61993016596912,20,"MISIAK_ANAPLASTIC_THYROID_CARCINOMA","DN",FALSE
"UNTERMAN_IPF_VS_CTRL_TREG_CELL_UP",0.0197254585303957,0.0653375962943856,0.10954123067857,0.879755380040299,1.3885079987353,15,"UNTERMAN_IPF_VS_CTRL_TREG_CELL","UP",FALSE
"CHANG_POU5F1_TARGETS_UP",0.0198408120890529,0.0656402199221873,0.109215847765851,0.879257185551703,1.38772170399015,15,"CHANG_POU5F1_TARGETS","UP",FALSE
"GROSS_HYPOXIA_VIA_ELK3_ONLY_UP",0.019891122278057,0.0657271866579273,0.103804265291514,0.809266909133779,1.35418905093365,34,"GROSS_HYPOXIA_VIA_ELK3_ONLY","UP",FALSE
"ZHU_CMV_8_HR_UP",0.0200352953389391,0.0661237250269448,0.102976480753546,0.796886530129934,1.34226477154233,38,"ZHU_CMV_8_HR","UP",FALSE
"ASTIER_INTEGRIN_SIGNALING",0.0201711491442543,0.0664439988403556,0.101638713652309,0.770121896376397,1.31677111326069,53,"ASTIER_INTEGRIN_SIGNALING","BOTH",FALSE
"NAKAMURA_METASTASIS_MODEL_UP",0.020192606399503,0.0664439988403556,0.102435227350191,0.793056600405247,1.33841621559373,40,"NAKAMURA_METASTASIS_MODEL","UP",FALSE
"LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_KINASES_DN",0.0202051926298157,0.0664439988403556,0.102976480753546,0.808768125277776,1.35335440957002,34,"LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_KINASES","DN",FALSE
"FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_DN",0.0204020100502513,0.0670106836704531,0.100350475629529,0.739349210743161,1.27355227800265,81,"FERRANDO_T_ALL_WITH_MLL_ENL_FUSION","DN",FALSE
"BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_UP",0.0205,0.0671819455218175,0.0998483683168439,0.689334238136037,1.19460505444518,191,"BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS","UP",FALSE
"COWLING_MYCN_TARGETS",0.0205032618825722,0.0671819455218175,0.101638713652309,0.79242106109111,1.33734363625544,40,"COWLING_MYCN_TARGETS","BOTH",FALSE
"PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP",0.0206061818545564,0.0674384133421845,0.0996000488530923,0.710255709542873,1.22676422385487,129,"PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD","UP",FALSE
"PROVENZANI_METASTASIS_DN",0.0207062118635591,0.0676848215755049,0.0993535227577061,0.710901058208575,1.22797501914394,130,"PROVENZANI_METASTASIS","DN",FALSE
"PEART_HDAC_PROLIFERATION_CLUSTER_DN",0.0207703165960879,0.0678133486955806,0.0996000488530923,0.745014272575212,1.28176748968248,71,"PEART_HDAC_PROLIFERATION_CLUSTER","DN",FALSE
"TAVOR_CEBPA_TARGETS_UP",0.0208205128205128,0.0678455975892688,0.100350475629529,0.779105439443851,1.32404033554081,46,"TAVOR_CEBPA_TARGETS","UP",FALSE
"BAKER_HEMATOPOIESIS_STAT3_TARGETS",0.0208789941169685,0.0678455975892688,0.10640946434982,0.877617039689116,1.38513308026478,15,"BAKER_HEMATOPOIESIS_STAT3_TARGETS","BOTH",FALSE
"HUMMEL_BURKITTS_LYMPHOMA_DN",0.0208789941169685,0.0678455975892688,0.10640946434982,0.877590457814304,1.38509112639142,15,"HUMMEL_BURKITTS_LYMPHOMA","DN",FALSE
"FOSTER_KDM1A_TARGETS_DN",0.0209,0.0678455975892688,0.0988657646175473,0.68813386386207,1.19254452360728,193,"FOSTER_KDM1A_TARGETS","DN",FALSE
"KATSANOU_ELAVL1_TARGETS_DN",0.0209041808361672,0.0678455975892688,0.0988657646175473,0.708640507257765,1.22504658228182,136,"KATSANOU_ELAVL1_TARGETS","DN",FALSE
"ONO_FOXP3_TARGETS_DN",0.0209695837226202,0.0679772287501052,0.100604308574775,0.794444604333249,1.33815162513103,38,"ONO_FOXP3_TARGETS","DN",FALSE
"WANG_SMARCE1_TARGETS_DN",0.020997900209979,0.0679884674254468,0.0986244904449457,0.660916988037071,1.14935675111981,356,"WANG_SMARCE1_TARGETS","DN",FALSE
"KIM_WT1_TARGETS_12HR_DN",0.0210978902109789,0.0682142955559142,0.0983849253696529,0.685218664143344,1.18785553726131,200,"KIM_WT1_TARGETS_12HR","DN",FALSE
"RAMASWAMY_METASTASIS_UP",0.0211175103566737,0.0682142955559142,0.0988657646175473,0.751604277012162,1.2910087583374,65,"RAMASWAMY_METASTASIS","UP",FALSE
"SHEPARD_BMYB_MORPHOLINO_DN",0.0212,0.0684,0.0981470491928706,0.692019019934506,1.19863053631725,181,"SHEPARD_BMYB_MORPHOLINO","DN",FALSE
"AMUNDSON_RESPONSE_TO_ARSENITE",0.0212978702129787,0.0685633959515075,0.0979108420486795,0.682210752480935,1.18351202314848,212,"AMUNDSON_RESPONSE_TO_ARSENITE","BOTH",FALSE
"MARSON_FOXP3_CORE_DIRECT_TARGETS",0.0213103604624802,0.0685633959515075,0.104367053045525,0.86394910261888,1.37851284439429,17,"MARSON_FOXP3_CORE_DIRECT_TARGETS","BOTH",FALSE
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_12",0.0213258223518761,0.0685633959515075,0.0981470491928706,0.740299230609661,1.2744833268028,77,"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_12","BOTH",FALSE
"JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN",0.021381202835582,0.0686082131028019,0.104651813957764,0.86894712544916,1.3802584201668,16,"JI_CARCINOGENESIS_BY_KRAS_AND_STK11","DN",FALSE
"LEE_LIVER_CANCER_MYC_UP",0.0214023644516918,0.0686082131028019,0.0986244904449457,0.769869446576643,1.31559906184331,52,"LEE_LIVER_CANCER_MYC","UP",FALSE
"POOLA_INVASIVE_BREAST_CANCER_DN",0.0214149904933453,0.0686082131028019,0.097676284397018,0.715799654826498,1.23602879139382,116,"POOLA_INVASIVE_BREAST_CANCER","DN",FALSE
"NIKOLSKY_BREAST_CANCER_20Q12_Q13_AMPLICON",0.0217152006404483,0.0694886420494346,0.0969823177419894,0.71339442248373,1.23182841056487,119,"NIKOLSKY_BREAST_CANCER_20Q12_Q13_AMPLICON","BOTH",FALSE
"BRUNO_HEMATOPOIESIS",0.0217677432418751,0.0695754036329091,0.0974433570168394,0.755737289209374,1.29616766674767,62,"BRUNO_HEMATOPOIESIS","BOTH",FALSE
"CAIRO_LIVER_DEVELOPMENT_UP",0.0219021902190219,0.0699234450866324,0.0965275765869161,0.698765922215636,1.20899617740846,154,"CAIRO_LIVER_DEVELOPMENT","UP",FALSE
"AMIT_EGF_RESPONSE_40_MCF10A",0.022103831330764,0.0703651293127525,0.102435227350191,0.862147605757961,1.37563838506054,17,"AMIT_EGF_RESPONSE_40_MCF10A","BOTH",FALSE
"WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2",0.0221157766000815,0.0703651293127525,0.0969823177419894,0.768116029332247,1.3126027173436,52,"WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2","BOTH",FALSE
"INGRAM_SHH_TARGETS_UP",0.0221176941553243,0.0703651293127525,0.0960789906091538,0.716022328335836,1.23635130593123,114,"INGRAM_SHH_TARGETS","UP",FALSE
"VANHARANTA_UTERINE_FIBROID_DN",0.0222244671178907,0.070622696904238,0.0963025229566543,0.750348126301598,1.28912968615611,66,"VANHARANTA_UTERINE_FIBROID","DN",FALSE
"LU_IL4_SIGNALING",0.0222802087515054,0.0707176927425972,0.0958569623789466,0.732230246754638,1.2630749183946,86,"LU_IL4_SIGNALING","BOTH",FALSE
"SIMBULAN_UV_RESPONSE_NORMAL_DN",0.0223628691983122,0.0708655362017918,0.0981470491928706,0.812720016667159,1.35256149065344,31,"SIMBULAN_UV_RESPONSE_NORMAL","DN",FALSE
"ZHANG_GATA6_TARGETS_UP",0.0223785903795132,0.0708655362017918,0.102704812014747,0.875207748319318,1.38133052285604,15,"ZHANG_GATA6_TARGETS","UP",FALSE
"HWANG_PROSTATE_CANCER_MARKERS",0.0224646983311938,0.0710212155114903,0.0986244904449457,0.820199373105617,1.35574541985206,27,"HWANG_PROSTATE_CANCER_MARKERS","BOTH",FALSE
"MARIADASON_REGULATED_BY_HISTONE_ACETYLATION_UP",0.0224901225812988,0.0710212155114903,0.0958569623789466,0.758841765559639,1.301184341984,59,"MARIADASON_REGULATED_BY_HISTONE_ACETYLATION","UP",FALSE
"FINETTI_BREAST_CANCERS_KINOME_GRAY",0.0225056264066016,0.0710212155114903,0.265216893779997,-0.765631632544752,-1.6325937318918,15,"FINETTI_BREAST_CANCERS_KINOME_GRAY","BOTH",FALSE
"MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_DN",0.0225716730851519,0.0710796224358976,0.0983849253696529,0.819962786808434,1.35535435543612,27,"MUELLER_COMMON_TARGETS_OF_AML_FUSIONS","DN",FALSE
"HILLION_HMGA1_TARGETS",0.0225760935295303,0.0710796224358976,0.0954173509538673,0.74182962364481,1.27614058179264,73,"HILLION_HMGA1_TARGETS","BOTH",FALSE
"LEE_LIVER_CANCER_MYC_TGFA_UP",0.0226281075596144,0.0711614968771322,0.095636421370719,0.760171391628256,1.30216415167916,57,"LEE_LIVER_CANCER_MYC_TGFA","UP",FALSE
"HAHTOLA_SEZARY_SYNDROM_UP",0.02265664160401,0.071169427587338,0.0949835566636969,0.726675946614052,1.25412470006673,94,"HAHTOLA_SEZARY_SYNDROM","UP",FALSE
"NIKOLSKY_BREAST_CANCER_22Q13_AMPLICON",0.0227246510554851,0.0713011987245495,0.101902204113224,0.874460917607885,1.3801518083633,15,"NIKOLSKY_BREAST_CANCER_22Q13_AMPLICON","BOTH",FALSE
"BILANGES_SERUM_SENSITIVE_VIA_TSC2",0.0227848101265823,0.0714080647266084,0.0972120409994456,0.81200000900111,1.35136322480284,31,"BILANGES_SERUM_SENSITIVE_VIA_TSC2","BOTH",FALSE
"WANG_LSD1_TARGETS_UP",0.0228621675093427,0.0715685243770728,0.0991087684263433,0.842746158009076,1.36768056924093,21,"WANG_LSD1_TARGETS","UP",FALSE
"THUM_MIR21_TARGETS_HEART_DISEASE_UP",0.0230106551802312,0.0719188412983739,0.100350475629529,0.860691543891996,1.37331510006796,17,"THUM_MIR21_TARGETS_HEART_DISEASE","UP",FALSE
"MORI_PRE_BI_LYMPHOCYTE_DN",0.0230266465560583,0.0719188412983739,0.0943434935405217,0.736087546453427,1.26756450675435,79,"MORI_PRE_BI_LYMPHOCYTE","DN",FALSE
"FARMER_BREAST_CANCER_CLUSTER_4",0.0230640668523677,0.0719535768621186,0.0993535227577061,0.850030818515698,1.36924447085695,19,"FARMER_BREAST_CANCER_CLUSTER_4","BOTH",FALSE
"OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN",0.0231065468549422,0.0719745443932148,0.0972120409994456,0.819436596238815,1.3544845907446,27,"OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP","DN",FALSE
"GENTILE_UV_HIGH_DOSE_UP",0.0231754874651811,0.0719745443932148,0.0991087684263433,0.849725465194389,1.36875260240024,19,"GENTILE_UV_HIGH_DOSE","UP",FALSE
"VALK_AML_CLUSTER_15",0.0231770557730977,0.0719745443932148,0.0965275765869161,0.813765649092596,1.35207332993985,30,"VALK_AML_CLUSTER_15","BOTH",FALSE
"WANG_CISPLATIN_RESPONSE_AND_XPC_DN",0.0231976802319768,0.0719745443932148,0.0937158165018434,0.68099728058093,1.18125334104671,209,"WANG_CISPLATIN_RESPONSE_AND_XPC","DN",FALSE
"DARWICHE_SKIN_TUMOR_PROMOTER_DN",0.0232023202320232,0.0719745443932148,0.0937158165018434,0.694423109223972,1.20163719102734,164,"DARWICHE_SKIN_TUMOR_PROMOTER","DN",FALSE
"SCHEIDEREIT_IKK_INTERACTING_PROTEINS",0.0232368528332654,0.0720000332410126,0.0945554515592395,0.766912661492098,1.31054633023979,52,"SCHEIDEREIT_IKK_INTERACTING_PROTEINS","BOTH",FALSE
"LU_TUMOR_ANGIOGENESIS_UP",0.0232811140121845,0.0720555745897475,0.097676284397018,0.835486077476038,1.36501936840209,23,"LU_TUMOR_ANGIOGENESIS","UP",FALSE
"OHM_METHYLATED_IN_ADULT_CANCERS",0.0233408626438636,0.0721588702752665,0.0969823177419894,0.823981982556355,1.35774873992545,26,"OHM_METHYLATED_IN_ADULT_CANCERS","BOTH",FALSE
"MORI_MATURE_B_LYMPHOCYTE_DN",0.0233776702942362,0.0721910902088377,0.0937158165018434,0.739630275605186,1.27237991391484,74,"MORI_MATURE_B_LYMPHOCYTE","DN",FALSE
"NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_DN",0.0235199517539451,0.0725485772252467,0.0933040495921608,0.733499473194499,1.26363603758656,80,"NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2","DN",FALSE
"ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM",0.0235591506572295,0.0725805114517908,0.0935092741782427,0.749906146738753,1.28725334927144,64,"ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM","BOTH",FALSE
"YAN_ESCAPE_FROM_ANOIKIS",0.0235833606288896,0.0725805114517908,0.0972120409994456,0.838589023186632,1.36594656972344,22,"YAN_ESCAPE_FROM_ANOIKIS","BOTH",FALSE
"TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINDED_IN_ERYTHROCYTE_UP",0.0236601172718856,0.0727349223099764,0.0941329115999785,0.778838791199797,1.31974058834768,44,"TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINDED_IN_ERYTHROCYTE","UP",FALSE
"FRASOR_RESPONSE_TO_ESTRADIOL_DN",0.0237951199838677,0.07303760455362,0.0928974976713944,0.741175432085971,1.27516291696715,71,"FRASOR_RESPONSE_TO_ESTRADIOL","DN",FALSE
"TSUNODA_CISPLATIN_RESISTANCE_DN",0.023811967566458,0.07303760455362,0.0937158165018434,0.777851789754462,1.32040716769312,45,"TSUNODA_CISPLATIN_RESISTANCE","DN",FALSE
"SHEPARD_BMYB_MORPHOLINO_UP",0.0240975902409759,0.0738309147808623,0.0919032203847858,0.681304685313981,1.1817665169669,205,"SHEPARD_BMYB_MORPHOLINO","UP",FALSE
"FRIDMAN_IMMORTALIZATION_DN",0.0241368454192465,0.0738684665179625,0.0941329115999785,0.804415736293781,1.34349599992545,33,"FRIDMAN_IMMORTALIZATION","DN",FALSE
"DI_MARTINO_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED",0.0242575379732487,0.0740513358796481,0.097676284397018,0.858839188823913,1.37035949163456,17,"DI_MARTINO_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED","BOTH",FALSE
"CHEN_LUNG_CANCER_SURVIVAL",0.024260226283725,0.0740513358796481,0.095636421370719,0.833719328717322,1.36213284959614,23,"CHEN_LUNG_CANCER_SURVIVAL","BOTH",FALSE
"GREENBAUM_E2A_TARGETS_DN",0.0242896935933148,0.0740513358796481,0.0967541689411413,0.847605197655584,1.36533723846165,19,"GREENBAUM_E2A_TARGETS","DN",FALSE
"LIU_CMYB_TARGETS_UP",0.0243048609721944,0.0740513358796481,0.0915140765993025,0.6954183963258,1.20316669693416,157,"LIU_CMYB_TARGETS","UP",FALSE
"CHANDRAN_METASTASIS_TOP50_DN",0.0244153703512929,0.0741551721403925,0.0926961428741135,0.7788004566988,1.31884529207458,43,"CHANDRAN_METASTASIS_TOP50","DN",FALSE
"ZHOU_TNF_SIGNALING_30MIN",0.0244201491774803,0.0741551721403925,0.0922972084621158,0.769918605680586,1.31279741403914,49,"ZHOU_TNF_SIGNALING_30MIN","BOTH",FALSE
"HOWLIN_PUBERTAL_MAMMARY_GLAND",0.0244274809160305,0.0741551721403925,0.0920996025791478,0.763324340053757,1.30583326531035,54,"HOWLIN_PUBERTAL_MAMMARY_GLAND","BOTH",FALSE
