"pathway","pval","padj","log2err","ES","NES","size","drug_name","direction","is_candidate"
"RODWELL_AGING_KIDNEY_UP",1.68061289913024e-18,4.59815689202035e-15,1.11466447751729,0.810394177589184,1.41011792556152,474,"RODWELL_AGING_KIDNEY","UP",FALSE
"JIANG_MELANOMA_TRM8_CD4",3.58999081932582e-13,4.91110744083772e-10,0.932595211336209,0.790638142780977,1.37497763686422,420,"JIANG_MELANOMA_TRM8_CD4","BOTH",FALSE
"MCLACHLAN_DENTAL_CARIES_UP",1.12039421456113e-12,1.02179952367975e-09,0.910119734774459,0.839768853254614,1.45770521416413,237,"MCLACHLAN_DENTAL_CARIES","UP",FALSE
"ENK_UV_RESPONSE_KERATINOCYTE_UP",5.22852118843176e-12,3.16941958920391e-09,0.887074988399873,0.771963097733827,1.34314788398904,479,"ENK_UV_RESPONSE_KERATINOCYTE","UP",FALSE
"SMID_BREAST_CANCER_NORMAL_LIKE_UP",5.79206796272644e-12,3.16941958920391e-09,0.887074988399873,0.77535549180431,1.34903448991364,457,"SMID_BREAST_CANCER_NORMAL_LIKE","UP",FALSE
"SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP",8.33012068029327e-12,3.40059067498799e-09,0.875325132024659,0.800129054109265,1.39127617710648,341,"SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE","UP",FALSE
"DELYS_THYROID_CANCER_UP",8.70034163922366e-12,3.40059067498799e-09,0.875325132024659,0.781111815587994,1.35842461317869,419,"DELYS_THYROID_CANCER","UP",FALSE
"WALLACE_PROSTATE_CANCER_RACE_UP",2.75628652027038e-11,9.4264998993247e-09,0.863415391606693,0.811708127528434,1.41074854582841,279,"WALLACE_PROSTATE_CANCER_RACE","UP",FALSE
"LINDGREN_BLADDER_CANCER_CLUSTER_2B",4.19431902251668e-11,1.27507298284507e-08,0.851339057116899,0.785505629719683,1.36584713015437,376,"LINDGREN_BLADDER_CANCER_CLUSTER_2B","BOTH",FALSE
"GENGQIU_LUAD_CAF_MARKER_GENES",6.47141451708678e-11,1.77057901187494e-08,0.839088935621274,0.833896391436649,1.44676927975831,220,"GENGQIU_LUAD_CAF_MARKER_GENES","BOTH",FALSE
"JIANG_MELANOMA_TRM3_CD8",7.0513545539268e-10,1.75386418723125e-07,0.801215574617779,0.765977068696455,1.33213385933781,417,"JIANG_MELANOMA_TRM3_CD8","BOTH",FALSE
"MARTENS_BOUND_BY_PML_RARA_FUSION",1.33270326335008e-09,2.89482142127413e-07,0.788186810800237,0.763459628277598,1.32800820930589,432,"MARTENS_BOUND_BY_PML_RARA_FUSION","BOTH",FALSE
"POOLA_INVASIVE_BREAST_CANCER_UP",1.37546339461125e-09,2.89482142127413e-07,0.788186810800237,0.798208868870956,1.38734272687582,273,"POOLA_INVASIVE_BREAST_CANCER","UP",FALSE
"HOSHIDA_LIVER_CANCER_SUBCLASS_S1",2.65465056586133e-09,5.18794567728328e-07,0.774939030136436,0.819369091643544,1.42187764446455,227,"HOSHIDA_LIVER_CANCER_SUBCLASS_S1","BOTH",FALSE
"TARTE_PLASMA_CELL_VS_PLASMABLAST_UP",4.89973798027906e-09,8.93712207602901e-07,0.761460801445585,0.775152881519586,1.34788532797784,336,"TARTE_PLASMA_CELL_VS_PLASMABLAST","UP",FALSE
"MCBRYAN_PUBERTAL_BREAST_4_5WK_UP",5.28728390487014e-09,9.04125547732795e-07,0.761460801445585,0.811915152483821,1.40956126658162,243,"MCBRYAN_PUBERTAL_BREAST_4_5WK","UP",FALSE
"REN_ALVEOLAR_RHABDOMYOSARCOMA_DN",1.25804426804706e-08,2.02471124551574e-06,0.747739663149885,0.765609165570548,1.3314750114806,400,"REN_ALVEOLAR_RHABDOMYOSARCOMA","DN",FALSE
"NABA_CORE_MATRISOME",3.0727693794997e-08,4.37748574684167e-06,0.719512826338911,0.79588359451395,1.38161007449642,242,"NABA_CORE_MATRISOME","BOTH",FALSE
"HELLER_SILENCED_BY_METHYLATION_UP",3.11515173809229e-08,4.37748574684167e-06,0.719512826338911,0.796946513616985,1.38398879660325,249,"HELLER_SILENCED_BY_METHYLATION","UP",FALSE
"OISHI_CHOLANGIOMA_STEM_CELL_LIKE_DN",3.1999164816094e-08,4.37748574684167e-06,0.719512826338911,0.78690409837662,1.36740177146231,268,"OISHI_CHOLANGIOMA_STEM_CELL_LIKE","DN",FALSE
"VERHAAK_GLIOBLASTOMA_MESENCHYMAL",3.66612309696712e-08,4.76442625341648e-06,0.719512826338911,0.807087083518988,1.40010946345706,215,"VERHAAK_GLIOBLASTOMA_MESENCHYMAL","BOTH",FALSE
"QI_PLASMACYTOMA_UP",3.920417912572e-08,4.76442625341648e-06,0.719512826338911,0.799047380880583,1.3871526271963,239,"QI_PLASMACYTOMA","UP",FALSE
"LIM_MAMMARY_STEM_CELL_UP",4.00518288847146e-08,4.76442625341648e-06,0.719512826338911,0.747532153983332,1.3006321365145,454,"LIM_MAMMARY_STEM_CELL","UP",FALSE
"SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1",5.30420715976987e-08,6.04679616213766e-06,0.719512826338911,0.771178186350836,1.34109100408345,361,"SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1","BOTH",FALSE
"BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP",6.13949928643478e-08,6.63776686210566e-06,0.704975715167238,0.73884368251595,1.28566485101216,472,"BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS","UP",FALSE
"MA_RAT_AGING_DN",6.30781938650391e-08,6.63776686210566e-06,0.704975715167238,0.834579532211228,1.44339443212369,146,"MA_RAT_AGING","DN",FALSE
"GRUETZMANN_PANCREATIC_CANCER_UP",7.14185214057565e-08,7.23707683578333e-06,0.704975715167238,0.765654067162573,1.33137544770585,349,"GRUETZMANN_PANCREATIC_CANCER","UP",FALSE
"BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP",1.76881596070253e-07,1.72838588160075e-05,0.690132458796796,0.840128211863246,1.45251250764382,141,"BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS","UP",FALSE
"LI_INDUCED_T_TO_NATURAL_KILLER_UP",2.2225123717141e-07,2.09682546517578e-05,0.690132458796796,0.773711352556225,1.34478454344238,296,"LI_INDUCED_T_TO_NATURAL_KILLER","UP",FALSE
"RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP",2.38473676920475e-07,2.12217112559404e-05,0.674962860011025,0.745081571393717,1.29577370261191,399,"RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4","UP",FALSE
"GAL_LEUKEMIC_STEM_CELL_DN",2.48207149192286e-07,2.12217112559404e-05,0.674962860011025,0.797248346886961,1.38304153045669,215,"GAL_LEUKEMIC_STEM_CELL","DN",FALSE
"SWEET_LUNG_CANCER_KRAS_DN",2.48207149192286e-07,2.12217112559404e-05,0.674962860011025,0.75600649217256,1.31480078285039,390,"SWEET_LUNG_CANCER_KRAS","DN",FALSE
"MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP",2.64429614777071e-07,2.1923618970608e-05,0.674962860011025,0.766809353704503,1.33305153702979,329,"MOREAUX_MULTIPLE_MYELOMA_BY_TACI","UP",FALSE
"CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN",3.74154970508692e-07,3.01084705679936e-05,0.674962860011025,0.812800767858755,1.4065274776729,166,"CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1","DN",FALSE
"BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP",3.93263288587618e-07,3.07419530735921e-05,0.674962860011025,0.74603934658647,1.29741954338171,410,"BOQUEST_STEM_CELL_CULTURED_VS_FRESH","UP",FALSE
"MULLIGHAN_MLL_SIGNATURE_2_UP",4.38024027959144e-07,3.3289826124895e-05,0.674962860011025,0.74226773575227,1.29084935061863,402,"MULLIGHAN_MLL_SIGNATURE_2","UP",FALSE
"JIANG_MELANOMA_TRM4",4.7643808123904e-07,3.52306646018922e-05,0.674962860011025,0.80788361570555,1.4000723292624,193,"JIANG_MELANOMA_TRM4","BOTH",FALSE
"BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_UP",6.04278776890538e-07,4.28410738596074e-05,0.659444398037935,0.742463500153604,1.29130386160618,412,"BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB","UP",FALSE
"PASINI_SUZ12_TARGETS_DN",6.10673201946158e-07,4.28410738596074e-05,0.659444398037935,0.769126266788742,1.33707261941773,302,"PASINI_SUZ12_TARGETS","DN",FALSE
"JIANG_MELANOMA_TRM5_CD8",7.37329881543204e-07,5.04333638975552e-05,0.659444398037935,0.802884828893908,1.39094310906641,184,"JIANG_MELANOMA_TRM5_CD8","BOTH",FALSE
"JAATINEN_HEMATOPOIETIC_STEM_CELL_DN",7.87665645128824e-07,5.13261869134058e-05,0.659444398037935,0.800078136043807,1.38802736810319,213,"JAATINEN_HEMATOPOIETIC_STEM_CELL","DN",FALSE
"ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP",7.87901992091756e-07,5.13261869134058e-05,0.659444398037935,0.829991079128567,1.43435876169814,133,"ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D","UP",FALSE
"GARY_CD5_TARGETS_UP",8.25472808064264e-07,5.25231070433448e-05,0.659444398037935,0.728895911456735,1.26834860243023,463,"GARY_CD5_TARGETS","UP",FALSE
"MULLIGHAN_MLL_SIGNATURE_1_UP",8.75882410310853e-07,5.44639607866021e-05,0.659444398037935,0.7465416627924,1.29779497878309,367,"MULLIGHAN_MLL_SIGNATURE_1","UP",FALSE
"NAGASHIMA_NRG1_SIGNALING_UP",1.16608818898322e-06,7.08981618901796e-05,0.643551836150722,0.816690975229732,1.41320085911781,162,"NAGASHIMA_NRG1_SIGNALING","UP",FALSE
"MEISSNER_NPC_HCP_WITH_H3_UNMETHYLATED",1.30399783308186e-06,7.73783803798346e-05,0.643551836150722,0.732786219180642,1.27487381833755,444,"MEISSNER_NPC_HCP_WITH_H3_UNMETHYLATED","BOTH",FALSE
"PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN",1.329233873484e-06,7.73783803798346e-05,0.643551836150722,0.806495647513048,1.39523476836365,158,"PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD","DN",FALSE
"LEI_MYB_TARGETS",1.37850980324169e-06,7.85750587847764e-05,0.643551836150722,0.759537857346471,1.32016923699485,294,"LEI_MYB_TARGETS","BOTH",FALSE
"SERVITJA_ISLET_HNF1A_TARGETS_UP",1.50299722432252e-06,8.39224572601308e-05,0.643551836150722,0.820271313068125,1.4188907733557,149,"SERVITJA_ISLET_HNF1A_TARGETS","UP",FALSE
"IGLESIAS_E2F_TARGETS_UP",1.6770616989657e-06,9.17688161674033e-05,0.643551836150722,0.827521195379584,1.43072681785378,138,"IGLESIAS_E2F_TARGETS","UP",FALSE
"GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN",1.77590848715382e-06,9.52722670755463e-05,0.643551836150722,0.743857003201789,1.29315668974563,322,"GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED","DN",FALSE
"PHONG_TNF_RESPONSE_NOT_VIA_P38",1.85042093987996e-06,9.5523616820973e-05,0.643551836150722,0.750372579356912,1.30450630329466,331,"PHONG_TNF_RESPONSE_NOT_VIA_P38","BOTH",FALSE
"ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF",1.85042093987996e-06,9.5523616820973e-05,0.643551836150722,0.794193512098157,1.37781834135995,213,"ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF","BOTH",FALSE
"RICKMAN_METASTASIS_DN",1.94977094613547e-06,9.87883946041972e-05,0.627256739718528,0.787927220438001,1.36731463675617,234,"RICKMAN_METASTASIS","DN",FALSE
"GOLDRATH_ANTIGEN_RESPONSE",2.34717157030205e-06,0.000116761116660844,0.627256739718528,0.746211653630719,1.29751306202771,348,"GOLDRATH_ANTIGEN_RESPONSE","BOTH",FALSE
"NABA_SECRETED_FACTORS",2.49619698757765e-06,0.000121957052821651,0.627256739718528,0.783116515587585,1.35892670591742,230,"NABA_SECRETED_FACTORS","BOTH",FALSE
"JIANG_MELANOMA_TRM2_CD8",2.61972163922828e-06,0.000125746638682957,0.627256739718528,0.823323249811347,1.42345811186686,141,"JIANG_MELANOMA_TRM2_CD8","BOTH",FALSE
"MCBRYAN_PUBERTAL_BREAST_3_4WK_UP",2.81502005742943e-06,0.000132791290984947,0.627256739718528,0.791443639256415,1.37171610571694,197,"MCBRYAN_PUBERTAL_BREAST_3_4WK","UP",FALSE
"DELACROIX_RARG_BOUND_MEF",3.50005065767083e-06,0.000161850657443832,0.627256739718528,0.753178790299094,1.30964125530299,339,"DELACROIX_RARG_BOUND_MEF","BOTH",FALSE
"PLASARI_TGFB1_TARGETS_10HR_UP",3.54935652289106e-06,0.000161850657443832,0.627256739718528,0.80018782887613,1.38598729059659,181,"PLASARI_TGFB1_TARGETS_10HR","UP",FALSE
"DANG_REGULATED_BY_MYC_DN",3.8916586552479e-06,0.000173895292349551,0.610526878385931,0.766086720541574,1.33019182644911,246,"DANG_REGULATED_BY_MYC","DN",FALSE
"RUTELLA_RESPONSE_TO_HGF_UP",3.94060969505562e-06,0.000173895292349551,0.610526878385931,0.730861210570632,1.27100783057173,404,"RUTELLA_RESPONSE_TO_HGF","UP",FALSE
"BROWN_MYELOID_CELL_DEVELOPMENT_UP",4.03972359374496e-06,0.000175439424642638,0.610526878385931,0.807476647439323,1.39704243644409,157,"BROWN_MYELOID_CELL_DEVELOPMENT","UP",FALSE
"ONDER_CDH1_TARGETS_2_DN",4.3322182727687e-06,0.000185202331160862,0.610526878385931,0.726145937156822,1.26285748102426,414,"ONDER_CDH1_TARGETS_2","DN",FALSE
"JIANG_MELANOMA_TRM1_CD8",4.67534358061411e-06,0.000192034141551985,0.610526878385931,0.788463384011823,1.36543315183931,177,"JIANG_MELANOMA_TRM1_CD8","BOTH",FALSE
"RODWELL_AGING_KIDNEY_NO_BLOOD_UP",4.7238272301857e-06,0.000192034141551985,0.610526878385931,0.793039974436692,1.37564644900362,211,"RODWELL_AGING_KIDNEY_NO_BLOOD","UP",FALSE
"DACOSTA_UV_RESPONSE_VIA_ERCC3_UP",4.77277837190606e-06,0.000192034141551985,0.610526878385931,0.757715406958653,1.31723563178432,302,"DACOSTA_UV_RESPONSE_VIA_ERCC3","UP",FALSE
"SANSOM_APC_TARGETS_DN",4.77277837190606e-06,0.000192034141551985,0.610526878385931,0.739883396415905,1.28652014069909,341,"SANSOM_APC_TARGETS","DN",FALSE
"JOHNSTONE_PARVB_TARGETS_3_UP",5.06505731889974e-06,0.000200840533688546,0.610526878385931,0.727120871480255,1.264578975127,413,"JOHNSTONE_PARVB_TARGETS_3","UP",FALSE
"TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN",5.64446880082401e-06,0.000220618094843636,0.610526878385931,0.788981800854465,1.36654589044352,179,"TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC","DN",FALSE
"SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP",5.83802127442868e-06,0.000224969383194885,0.610526878385931,0.810542432351428,1.402354376124,152,"SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER","UP",FALSE
"SWEET_LUNG_CANCER_KRAS_UP",6.12627811996027e-06,0.00023279856855849,0.610526878385931,0.718671546121213,1.25042193373501,450,"SWEET_LUNG_CANCER_KRAS","UP",FALSE
"MA_RAT_AGING_UP",6.81659761767363e-06,0.000255042437739884,0.610526878385931,0.843313207708173,1.4556711827337,97,"MA_RAT_AGING","UP",FALSE
"RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN",6.89807762892962e-06,0.000255042437739884,0.610526878385931,0.743292038675149,1.29196494145044,311,"RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4","DN",FALSE
"FOROUTAN_PRODRANK_TGFB_EMT_UP",7.28470634398965e-06,0.000265746087428742,0.610526878385931,0.784314629159481,1.35824848413106,177,"FOROUTAN_PRODRANK_TGFB_EMT","UP",FALSE
"PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP",7.76635375897544e-06,0.000279588735323116,0.593325476396405,0.779017237668227,1.35125518356313,205,"PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA","UP",FALSE
"BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_UP",8.34520523889232e-06,0.000292724122225761,0.593325476396405,0.754318939505191,1.31133110891094,302,"BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS","UP",FALSE
"ROZANOV_MMP14_TARGETS_UP",8.34520523889232e-06,0.000292724122225761,0.593325476396405,0.765852785670662,1.33045465854683,254,"ROZANOV_MMP14_TARGETS","UP",FALSE
"MARKEY_RB1_ACUTE_LOF_DN",9.98247225484427e-06,0.000345722077079164,0.593325476396405,0.771016868936321,1.3374405086934,214,"MARKEY_RB1_ACUTE_LOF","DN",FALSE
"YAGI_AML_WITH_T_8_21_TRANSLOCATION",1.0552882462518e-05,0.000360908580218117,0.593325476396405,0.734427151462472,1.27712781108471,351,"YAGI_AML_WITH_T_8_21_TRANSLOCATION","BOTH",FALSE
"MEISSNER_NPC_HCP_WITH_H3K4ME2",1.1123293506554e-05,0.000375720136221379,0.593325476396405,0.721860621611128,1.25534933651283,421,"MEISSNER_NPC_HCP_WITH_H3K4ME2","BOTH",FALSE
"MILI_PSEUDOPODIA_CHEMOTAXIS_DN",1.15035679391273e-05,0.000383826364407954,0.593325476396405,0.72722098613966,1.26465329322108,422,"MILI_PSEUDOPODIA_CHEMOTAXIS","DN",FALSE
"FOSTER_TOLERANT_MACROPHAGE_UP",1.20739801166253e-05,0.000398004934928757,0.593325476396405,0.724006139115784,1.25915705045843,407,"FOSTER_TOLERANT_MACROPHAGE","UP",FALSE
"DAZARD_RESPONSE_TO_UV_NHEK_UP",1.22653440487471e-05,0.000399499777587761,0.593325476396405,0.787254060841463,1.36432105473632,193,"DAZARD_RESPONSE_TO_UV_NHEK","UP",FALSE
"NAGASHIMA_EGF_SIGNALING_UP",1.24838107366382e-05,0.000401831837358143,0.593325476396405,0.884645626081069,1.5133798647985,54,"NAGASHIMA_EGF_SIGNALING","UP",FALSE
"BHAT_ESR1_TARGETS_VIA_AKT1_UP",1.35950817941602e-05,0.000432513299870027,0.593325476396405,0.760641313641345,1.32136414213245,258,"BHAT_ESR1_TARGETS_VIA_AKT1","UP",FALSE
"VERHAAK_AML_WITH_NPM1_MUTATED_UP",1.66406205970383e-05,0.000523318827051688,0.575610261071129,0.79020912089889,1.36760904120609,167,"VERHAAK_AML_WITH_NPM1_MUTATED","UP",FALSE
"WINTER_HYPOXIA_METAGENE",1.70175696914318e-05,0.00052889453863441,0.575610261071129,0.772489392429204,1.34052271459597,228,"WINTER_HYPOXIA_METAGENE","BOTH",FALSE
"BASSO_CD40_SIGNALING_UP",1.72456447927116e-05,0.00052889453863441,0.575610261071129,0.835558934475815,1.44228627190317,97,"BASSO_CD40_SIGNALING","UP",FALSE
"BOQUEST_STEM_CELL_DN",1.73978466656056e-05,0.00052889453863441,0.575610261071129,0.775529441658717,1.3454387031683,213,"BOQUEST_STEM_CELL","DN",FALSE
"HUMMERICH_SKIN_CANCER_PROGRESSION_UP",1.78656566870144e-05,0.000537147655996389,0.575610261071129,0.848446902187394,1.46135845571075,82,"HUMMERICH_SKIN_CANCER_PROGRESSION","UP",FALSE
"ENK_UV_RESPONSE_EPIDERMIS_DN",1.967396340154e-05,0.000585086563767536,0.575610261071129,0.709715623288459,1.23469455494435,490,"ENK_UV_RESPONSE_EPIDERMIS","DN",FALSE
"LINDGREN_BLADDER_CANCER_CLUSTER_1_DN",2.37960133382923e-05,0.00070006336014589,0.575610261071129,0.728023809548072,1.26603250583581,360,"LINDGREN_BLADDER_CANCER_CLUSTER_1","DN",FALSE
"MEBARKI_HCC_PROGENITOR_WNT_UP",2.41731630964708e-05,0.000703593342893024,0.575610261071129,0.788699157560997,1.36525802729588,172,"MEBARKI_HCC_PROGENITOR_WNT","UP",FALSE
"FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP",2.61411235709371e-05,0.000752864358842988,0.575610261071129,0.846869828650796,1.46082471252021,86,"FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK","UP",FALSE
"FOROUTAN_TGFB_EMT_UP",2.64217863084113e-05,0.000753020909789723,0.575610261071129,0.786337773130437,1.36195652123547,183,"FOROUTAN_TGFB_EMT","UP",FALSE
"THUM_SYSTOLIC_HEART_FAILURE_UP",2.71686112756473e-05,0.000758503269899705,0.575610261071129,0.716643131427805,1.24636405689598,409,"THUM_SYSTOLIC_HEART_FAILURE","UP",FALSE
"ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP",2.71686112756473e-05,0.000758503269899705,0.575610261071129,0.728127557904643,1.26622739298217,388,"ZHOU_INFLAMMATORY_RESPONSE_LIVE","UP",FALSE
"WU_CELL_MIGRATION",2.75460991756341e-05,0.00076127401358116,0.575610261071129,0.789189049909103,1.36618231289855,169,"WU_CELL_MIGRATION","BOTH",FALSE
"KONIGORSKI_INCREASED_SUBCUTANEOUS_ADIPOSE_TISSUE_MASS_UP",2.79180784853009e-05,0.000763838627357832,0.575610261071129,0.740383676457773,1.28710992832845,321,"KONIGORSKI_INCREASED_SUBCUTANEOUS_ADIPOSE_TISSUE_MASS","UP",FALSE
"WOO_LIVER_CANCER_RECURRENCE_UP",2.94523530780439e-05,0.00079783800021315,0.575610261071129,0.835473512856656,1.44300411708557,103,"WOO_LIVER_CANCER_RECURRENCE","UP",FALSE
"KIM_WT1_TARGETS_UP",2.97917477819137e-05,0.000799119822856039,0.575610261071129,0.764512822677888,1.32615843347123,210,"KIM_WT1_TARGETS","UP",FALSE
"ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_UP",3.20401529725742e-05,0.000851086005174397,0.557332238758646,0.766351255539704,1.32916853187369,204,"ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF","UP",FALSE
"HAMAI_APOPTOSIS_VIA_TRAIL_DN",3.27994606437563e-05,0.000862878118474204,0.557332238758646,0.782217440520061,1.35338772987418,161,"HAMAI_APOPTOSIS_VIA_TRAIL","DN",FALSE
"RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_UP",3.4288559970565e-05,0.000886343683025605,0.557332238758646,0.737804115392582,1.28257020886145,328,"RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4","UP",FALSE
"LIU_PROSTATE_CANCER_DN",3.46632946212499e-05,0.000886343683025605,0.557332238758646,0.712484114485345,1.239647714454,456,"LIU_PROSTATE_CANCER","DN",FALSE
"OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_UP",3.46632946212499e-05,0.000886343683025605,0.557332238758646,0.771787884683342,1.33866169358225,207,"OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL","UP",FALSE
"BILD_HRAS_ONCOGENIC_SIGNATURE",3.54127640397381e-05,0.000897123355673366,0.557332238758646,0.765729742249098,1.32879466176421,234,"BILD_HRAS_ONCOGENIC_SIGNATURE","BOTH",FALSE
"AMIT_EGF_RESPONSE_480_HELA",3.65479317254385e-05,0.000917386616521099,0.557332238758646,0.789953671484392,1.36672534789489,157,"AMIT_EGF_RESPONSE_480_HELA","BOTH",FALSE
"RUTELLA_RESPONSE_TO_HGF_DN",3.72864382142224e-05,0.000927415408673749,0.557332238758646,0.756198954788736,1.31235298520857,235,"RUTELLA_RESPONSE_TO_HGF","DN",FALSE
"LEE_LIVER_CANCER_MYC_E2F1_UP",3.87172638207136e-05,0.000947204334807632,0.557332238758646,0.873495938313756,1.49430588481332,54,"LEE_LIVER_CANCER_MYC_E2F1","UP",FALSE
"HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP",3.87744464541136e-05,0.000947204334807632,0.557332238758646,0.717415678203795,1.24763009050156,402,"HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION","UP",FALSE
"CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP",3.95129852205237e-05,0.000956703783746486,0.557332238758646,0.759836003050903,1.31864252905091,232,"CONCANNON_APOPTOSIS_BY_EPOXOMICIN","UP",FALSE
"JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP",4.09900639374072e-05,0.000983761534497772,0.557332238758646,0.723974235207879,1.258969459281,354,"JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS","UP",FALSE
"HELLER_HDAC_TARGETS_UP",4.68983918580822e-05,0.00111577391411924,0.557332238758646,0.745862382202054,1.29630143243131,289,"HELLER_HDAC_TARGETS","UP",FALSE
"KIM_GLIS2_TARGETS_UP",5.01131242158667e-05,0.00118197851598803,0.557332238758646,0.851535347136338,1.46698231047663,80,"KIM_GLIS2_TARGETS","UP",FALSE
"HUTTMANN_B_CLL_POOR_SURVIVAL_UP",5.35452791915714e-05,0.00124264270616939,0.557332238758646,0.74960907854126,1.30258129544431,266,"HUTTMANN_B_CLL_POOR_SURVIVAL","UP",FALSE
"ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION",5.35935085263116e-05,0.00124264270616939,0.557332238758646,0.821282760331767,1.41810383991089,114,"ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION","BOTH",FALSE
"VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP",5.57720647869837e-05,0.00128228881728729,0.557332238758646,0.798599538374363,1.38092100065324,142,"VART_KSHV_INFECTION_ANGIOGENIC_MARKERS","UP",FALSE
"CUI_TCF21_TARGETS_2_UP",6.61005438266418e-05,0.00150709239924743,0.538434096309916,0.715831028817568,1.24498313561215,416,"CUI_TCF21_TARGETS_2","UP",FALSE
"DIRMEIER_LMP1_RESPONSE_EARLY",7.07124440952144e-05,0.00159891939706204,0.538434096309916,0.858095205800233,1.47137400231965,59,"DIRMEIER_LMP1_RESPONSE_EARLY","BOTH",FALSE
"BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP",7.35227641857698e-05,0.0016488383837071,0.538434096309916,0.81223372980667,1.40263050046151,122,"BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION","UP",FALSE
"CHYLA_CBFA2T3_TARGETS_UP",7.42245531229144e-05,0.00165104371824629,0.538434096309916,0.724343513576771,1.25955172922726,350,"CHYLA_CBFA2T3_TARGETS","UP",FALSE
"KATSANOU_ELAVL1_TARGETS_UP",8.51775087719388e-05,0.00187940051612923,0.538434096309916,0.776035409879347,1.34288911375616,155,"KATSANOU_ELAVL1_TARGETS","UP",FALSE
"VANTVEER_BREAST_CANCER_ESR1_DN",8.66075119584308e-05,0.00189566522174613,0.538434096309916,0.765764654784099,1.32833332755324,211,"VANTVEER_BREAST_CANCER_ESR1","DN",FALSE
"PHONG_TNF_RESPONSE_VIA_P38_PARTIAL",8.80894906231027e-05,0.00191280036781595,0.538434096309916,0.776757857029576,1.34378849045155,158,"PHONG_TNF_RESPONSE_VIA_P38_PARTIAL","BOTH",FALSE
