"pathway","NES","pval","padj","size","drug_name","direction"
"DORN_ADENOVIRUS_INFECTION_32HR_DN",1.50961553372478,0.000485976224905457,0.00621322874458566,36,"DORN_ADENOVIRUS_INFECTION_32HR","DN"
