"drug_name","NES_UP","NES_BOTH","NES_DN","padj_UP","padj_BOTH","padj_DN","size_UP","size_BOTH","size_DN","reversal_score"
"DORN_ADENOVIRUS_INFECTION_32HR",NA,NA,1.50961553372478,NA,NA,0.00621322874458566,NA,NA,36,1.50961553372478
