metabolite_id,metabolite_name,compartment,gene_symbol,reaction_id
MAM01570e,chylomicron,e,MGLL,MAR00001
MAM01570e,chylomicron,e,ABHD6,MAR00001
MAM01570e,chylomicron,e,GPIHBP1,MAR00001
MAM01570e,chylomicron,e,ABHD12,MAR00001
MAM01570e,chylomicron,e,LPL,MAR00001
MAM01570e,chylomicron,e,SDC1,MAR00001
MAM01569e,chylomicron remnant,e,MGLL,MAR00001
MAM01569e,chylomicron remnant,e,ABHD6,MAR00001
MAM01569e,chylomicron remnant,e,GPIHBP1,MAR00001
MAM01569e,chylomicron remnant,e,ABHD12,MAR00001
MAM01569e,chylomicron remnant,e,LPL,MAR00001
MAM01569e,chylomicron remnant,e,SDC1,MAR00001
MAM02956e,TAG-chylomicron pool,e,MGLL,MAR00001
MAM02956e,TAG-chylomicron pool,e,ABHD6,MAR00001
MAM02956e,TAG-chylomicron pool,e,GPIHBP1,MAR00001
MAM02956e,TAG-chylomicron pool,e,ABHD12,MAR00001
MAM02956e,TAG-chylomicron pool,e,LPL,MAR00001
MAM02956e,TAG-chylomicron pool,e,SDC1,MAR00001
MAM02040e,H2O,e,LPL,MAR00002
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,LPL,MAR00002
MAM01807e,fatty acid-chylomicron pool,e,LPL,MAR00002
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,PNPLA3,MAR00003
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,LIPC,MAR00003
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,DAGLA,MAR00003
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,PNPLA4,MAR00003
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,PNLIPRP3,MAR00003
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,PNLIP,MAR00003
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,LIPF,MAR00003
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,PNLIPRP2,MAR00003
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,PNLIPRP1,MAR00003
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,LIPE,MAR00003
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,LIPG,MAR00003
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,DAGLB,MAR00003
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,PNPLA2,MAR00003
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,AADAC,MAR00003
MAM00234e,"1,2-diacylglycerol-chylomicron pool",e,CEL,MAR00003
MAM02040e,H2O,e,PNPLA3,MAR00003
MAM02040e,H2O,e,LIPC,MAR00003
MAM02040e,H2O,e,DAGLA,MAR00003
MAM02040e,H2O,e,PNPLA4,MAR00003
MAM02040e,H2O,e,PNLIPRP3,MAR00003
MAM02040e,H2O,e,PNLIP,MAR00003
MAM02040e,H2O,e,LIPF,MAR00003
MAM02040e,H2O,e,PNLIPRP2,MAR00003
MAM02040e,H2O,e,PNLIPRP1,MAR00003
MAM02040e,H2O,e,LIPE,MAR00003
MAM02040e,H2O,e,LIPG,MAR00003
MAM02040e,H2O,e,DAGLB,MAR00003
MAM02040e,H2O,e,PNPLA2,MAR00003
MAM02040e,H2O,e,AADAC,MAR00003
MAM02040e,H2O,e,CEL,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,PNPLA3,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,LIPC,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,DAGLA,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,PNPLA4,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,PNLIPRP3,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,PNLIP,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,LIPF,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,PNLIPRP2,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,PNLIPRP1,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,LIPE,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,LIPG,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,DAGLB,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,PNPLA2,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,AADAC,MAR00003
MAM00503e,1-acylglycerol-chylomicron pool,e,CEL,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,PNPLA3,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,LIPC,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,DAGLA,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,PNPLA4,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,PNLIPRP3,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,PNLIP,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,LIPF,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,PNLIPRP2,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,PNLIPRP1,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,LIPE,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,LIPG,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,DAGLB,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,PNPLA2,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,AADAC,MAR00003
MAM01807e,fatty acid-chylomicron pool,e,CEL,MAR00003
MAM00503c,1-acylglycerol-chylomicron pool,c,ABHD12,MAR00005
MAM00503c,1-acylglycerol-chylomicron pool,c,MGLL,MAR00005
MAM00503c,1-acylglycerol-chylomicron pool,c,ABHD6,MAR00005
MAM02040c,H2O,c,ABHD12,MAR00005
MAM02040c,H2O,c,MGLL,MAR00005
MAM02040c,H2O,c,ABHD6,MAR00005
MAM01807c,fatty acid-chylomicron pool,c,ABHD12,MAR00005
MAM01807c,fatty acid-chylomicron pool,c,MGLL,MAR00005
MAM01807c,fatty acid-chylomicron pool,c,ABHD6,MAR00005
MAM01983c,glycerol,c,ABHD12,MAR00005
MAM01983c,glycerol,c,MGLL,MAR00005
MAM01983c,glycerol,c,ABHD6,MAR00005
MAM03147e,VLDL,e,MGLL,MAR00006
MAM03147e,VLDL,e,ABHD6,MAR00006
MAM03147e,VLDL,e,GPIHBP1,MAR00006
MAM03147e,VLDL,e,ABHD12,MAR00006
MAM03147e,VLDL,e,LPL,MAR00006
MAM03147e,VLDL,e,SDC1,MAR00006
MAM02959e,TAG-VLDL pool,e,MGLL,MAR00006
MAM02959e,TAG-VLDL pool,e,ABHD6,MAR00006
MAM02959e,TAG-VLDL pool,e,GPIHBP1,MAR00006
MAM02959e,TAG-VLDL pool,e,ABHD12,MAR00006
MAM02959e,TAG-VLDL pool,e,LPL,MAR00006
MAM02959e,TAG-VLDL pool,e,SDC1,MAR00006
MAM03146e,VLDL remnant,e,MGLL,MAR00006
MAM03146e,VLDL remnant,e,ABHD6,MAR00006
MAM03146e,VLDL remnant,e,GPIHBP1,MAR00006
MAM03146e,VLDL remnant,e,ABHD12,MAR00006
MAM03146e,VLDL remnant,e,LPL,MAR00006
MAM03146e,VLDL remnant,e,SDC1,MAR00006
MAM00241e,"1,2-diacylglycerol-VLDL pool",e,LPL,MAR00007
MAM01820e,fatty acid-VLDL pool,e,LPL,MAR00007
MAM00510e,1-acylglycerol-VLDL pool,e,LPL,MAR00008
MAM00510c,1-acylglycerol-VLDL pool,c,ABHD12,MAR00010
MAM00510c,1-acylglycerol-VLDL pool,c,MGLL,MAR00010
MAM00510c,1-acylglycerol-VLDL pool,c,ABHD6,MAR00010
MAM01820c,fatty acid-VLDL pool,c,ABHD12,MAR00010
MAM01820c,fatty acid-VLDL pool,c,MGLL,MAR00010
MAM01820c,fatty acid-VLDL pool,c,ABHD6,MAR00010
MAM02048e,HDL,e,LPL,MAR00013
MAM01450e,cholesterol,e,LPL,MAR00013
MAM01451e,cholesterol-ester pool,e,LPL,MAR00013
MAM02047e,HDL remnant,e,LPL,MAR00013
MAM02353e,LDL,e,LPL,MAR00014
MAM02352e,LDL remnant,e,LPL,MAR00014
MAM01450c,cholesterol,c,NPC1L1,MAR00018
MAM01451e,cholesterol-ester pool,e,SCARB1,MAR00019
MAM00240c,"1,2-diacylglycerol-LD-TAG pool",c,PLIN3,MAR00031
MAM00240c,"1,2-diacylglycerol-LD-TAG pool",c,FITM2,MAR00031
MAM00240c,"1,2-diacylglycerol-LD-TAG pool",c,PLIN2,MAR00031
MAM00240c,"1,2-diacylglycerol-LD-TAG pool",c,PLIN4,MAR00031
MAM00240c,"1,2-diacylglycerol-LD-TAG pool",c,PLIN1,MAR00031
MAM00240c,"1,2-diacylglycerol-LD-TAG pool",c,FITM1,MAR00031
MAM00240c,"1,2-diacylglycerol-LD-TAG pool",c,BSCL2,MAR00031
MAM00511c,1-acyl-PE pool,c,PLIN3,MAR00031
MAM00511c,1-acyl-PE pool,c,FITM2,MAR00031
MAM00511c,1-acyl-PE pool,c,PLIN2,MAR00031
MAM00511c,1-acyl-PE pool,c,PLIN4,MAR00031
MAM00511c,1-acyl-PE pool,c,PLIN1,MAR00031
MAM00511c,1-acyl-PE pool,c,FITM1,MAR00031
MAM00511c,1-acyl-PE pool,c,BSCL2,MAR00031
MAM00560c,1-radyl-2-acyl-sn-glycero-3-phosphocholine,c,PLIN3,MAR00031
MAM00560c,1-radyl-2-acyl-sn-glycero-3-phosphocholine,c,FITM2,MAR00031
MAM00560c,1-radyl-2-acyl-sn-glycero-3-phosphocholine,c,PLIN2,MAR00031
MAM00560c,1-radyl-2-acyl-sn-glycero-3-phosphocholine,c,PLIN4,MAR00031
MAM00560c,1-radyl-2-acyl-sn-glycero-3-phosphocholine,c,PLIN1,MAR00031
MAM00560c,1-radyl-2-acyl-sn-glycero-3-phosphocholine,c,FITM1,MAR00031
MAM00560c,1-radyl-2-acyl-sn-glycero-3-phosphocholine,c,BSCL2,MAR00031
MAM00656c,2-lysolecithin pool,c,PLIN3,MAR00031
MAM00656c,2-lysolecithin pool,c,FITM2,MAR00031
MAM00656c,2-lysolecithin pool,c,PLIN2,MAR00031
MAM00656c,2-lysolecithin pool,c,PLIN4,MAR00031
MAM00656c,2-lysolecithin pool,c,PLIN1,MAR00031
MAM00656c,2-lysolecithin pool,c,FITM1,MAR00031
MAM00656c,2-lysolecithin pool,c,BSCL2,MAR00031
MAM01450c,cholesterol,c,PLIN3,MAR00031
MAM01450c,cholesterol,c,FITM2,MAR00031
MAM01450c,cholesterol,c,PLIN2,MAR00031
MAM01450c,cholesterol,c,PLIN4,MAR00031
MAM01450c,cholesterol,c,PLIN1,MAR00031
MAM01450c,cholesterol,c,FITM1,MAR00031
MAM01450c,cholesterol,c,BSCL2,MAR00031
MAM01451c,cholesterol-ester pool,c,PLIN3,MAR00031
MAM01451c,cholesterol-ester pool,c,FITM2,MAR00031
MAM01451c,cholesterol-ester pool,c,PLIN2,MAR00031
MAM01451c,cholesterol-ester pool,c,PLIN4,MAR00031
MAM01451c,cholesterol-ester pool,c,PLIN1,MAR00031
MAM01451c,cholesterol-ester pool,c,FITM1,MAR00031
MAM01451c,cholesterol-ester pool,c,BSCL2,MAR00031
MAM02629c,O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine,c,PLIN3,MAR00031
MAM02629c,O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine,c,FITM2,MAR00031
MAM02629c,O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine,c,PLIN2,MAR00031
MAM02629c,O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine,c,PLIN4,MAR00031
MAM02629c,O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine,c,PLIN1,MAR00031
MAM02629c,O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine,c,FITM1,MAR00031
MAM02629c,O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine,c,BSCL2,MAR00031
MAM02684c,PC-LD pool,c,PLIN3,MAR00031
MAM02684c,PC-LD pool,c,FITM2,MAR00031
MAM02684c,PC-LD pool,c,PLIN2,MAR00031
MAM02684c,PC-LD pool,c,PLIN4,MAR00031
MAM02684c,PC-LD pool,c,PLIN1,MAR00031
MAM02684c,PC-LD pool,c,FITM1,MAR00031
MAM02684c,PC-LD pool,c,BSCL2,MAR00031
MAM02685c,PE-LD pool,c,PLIN3,MAR00031
MAM02685c,PE-LD pool,c,FITM2,MAR00031
MAM02685c,PE-LD pool,c,PLIN2,MAR00031
MAM02685c,PE-LD pool,c,PLIN4,MAR00031
MAM02685c,PE-LD pool,c,PLIN1,MAR00031
MAM02685c,PE-LD pool,c,FITM1,MAR00031
MAM02685c,PE-LD pool,c,BSCL2,MAR00031
MAM02750c,PI pool,c,PLIN3,MAR00031
MAM02750c,PI pool,c,FITM2,MAR00031
MAM02750c,PI pool,c,PLIN2,MAR00031
MAM02750c,PI pool,c,PLIN4,MAR00031
MAM02750c,PI pool,c,PLIN1,MAR00031
MAM02750c,PI pool,c,FITM1,MAR00031
MAM02750c,PI pool,c,BSCL2,MAR00031
MAM02808c,PS-LD pool,c,PLIN3,MAR00031
MAM02808c,PS-LD pool,c,FITM2,MAR00031
MAM02808c,PS-LD pool,c,PLIN2,MAR00031
MAM02808c,PS-LD pool,c,PLIN4,MAR00031
MAM02808c,PS-LD pool,c,PLIN1,MAR00031
MAM02808c,PS-LD pool,c,FITM1,MAR00031
MAM02808c,PS-LD pool,c,BSCL2,MAR00031
MAM02908c,SM pool,c,PLIN3,MAR00031
MAM02908c,SM pool,c,FITM2,MAR00031
MAM02908c,SM pool,c,PLIN2,MAR00031
MAM02908c,SM pool,c,PLIN4,MAR00031
MAM02908c,SM pool,c,PLIN1,MAR00031
MAM02908c,SM pool,c,FITM1,MAR00031
MAM02908c,SM pool,c,BSCL2,MAR00031
MAM02958c,TAG-LD pool,c,PLIN3,MAR00031
MAM02958c,TAG-LD pool,c,FITM2,MAR00031
MAM02958c,TAG-LD pool,c,PLIN2,MAR00031
MAM02958c,TAG-LD pool,c,PLIN4,MAR00031
MAM02958c,TAG-LD pool,c,PLIN1,MAR00031
MAM02958c,TAG-LD pool,c,FITM1,MAR00031
MAM02958c,TAG-LD pool,c,BSCL2,MAR00031
MAM10005c,fatty acid pool,c,PLIN3,MAR00031
MAM10005c,fatty acid pool,c,FITM2,MAR00031
MAM10005c,fatty acid pool,c,PLIN2,MAR00031
MAM10005c,fatty acid pool,c,PLIN4,MAR00031
MAM10005c,fatty acid pool,c,PLIN1,MAR00031
MAM10005c,fatty acid pool,c,FITM1,MAR00031
MAM10005c,fatty acid pool,c,BSCL2,MAR00031
MAM02392c,lipid droplet,c,PLIN3,MAR00031
MAM02392c,lipid droplet,c,FITM2,MAR00031
MAM02392c,lipid droplet,c,PLIN2,MAR00031
MAM02392c,lipid droplet,c,PLIN4,MAR00031
MAM02392c,lipid droplet,c,PLIN1,MAR00031
MAM02392c,lipid droplet,c,FITM1,MAR00031
MAM02392c,lipid droplet,c,BSCL2,MAR00031
MAM00799c,3-hydroxypropionyl-CoA,c,HIBCH,MAR00043
MAM02040c,H2O,c,HIBCH,MAR00043
MAM01597c,CoA,c,HIBCH,MAR00043
MAM02039c,H+,c,HIBCH,MAR00043
MAM02142c,hydracrylate,c,HIBCH,MAR00043
MAM02040l,H2O,l,ACP2,MAR00046
MAM02040l,H2O,l,ACP5,MAR00046
MAM02040l,H2O,l,ACP3,MAR00046
MAM03200l,3-Adenosine Monophosphate,l,ACP2,MAR00046
MAM03200l,3-Adenosine Monophosphate,l,ACP5,MAR00046
MAM03200l,3-Adenosine Monophosphate,l,ACP3,MAR00046
MAM01280l,adenosine,l,ACP2,MAR00046
MAM01280l,adenosine,l,ACP5,MAR00046
MAM01280l,adenosine,l,ACP3,MAR00046
MAM02751l,Pi,l,ACP2,MAR00046
MAM02751l,Pi,l,ACP5,MAR00046
MAM02751l,Pi,l,ACP3,MAR00046
MAM01100e,5-formyl-THF,e,SLC19A1,MAR00050
MAM02040c,H2O,c,SLC19A1,MAR00050
MAM01102m,5-hydroxyindoleacetaldehyde,m,ALDH2,MAR00051
MAM01102m,5-hydroxyindoleacetaldehyde,m,ALDH1B1,MAR00051
MAM02040m,H2O,m,ALDH2,MAR00051
MAM02040m,H2O,m,ALDH1B1,MAR00051
MAM02552m,NAD+,m,ALDH2,MAR00051
MAM02552m,NAD+,m,ALDH1B1,MAR00051
MAM01103m,5-hydroxyindoleacetate,m,ALDH2,MAR00051
MAM01103m,5-hydroxyindoleacetate,m,ALDH1B1,MAR00051
MAM02039m,H+,m,ALDH2,MAR00051
MAM02039m,H+,m,ALDH1B1,MAR00051
MAM02553m,NADH,m,ALDH2,MAR00051
MAM02553m,NADH,m,ALDH1B1,MAR00051
MAM01107c,5-hydroxy-L-tryptophan,c,SLC18A1,MAR00052
MAM01107c,5-hydroxy-L-tryptophan,c,SLC18A2,MAR00052
MAM01371c,ATP,c,SLC18A1,MAR00052
MAM01371c,ATP,c,SLC18A2,MAR00052
MAM02040c,H2O,c,SLC18A1,MAR00052
MAM02040c,H2O,c,SLC18A2,MAR00052
MAM01285c,ADP,c,SLC18A1,MAR00052
MAM01285c,ADP,c,SLC18A2,MAR00052
MAM02039c,H+,c,SLC18A1,MAR00052
MAM02039c,H+,c,SLC18A2,MAR00052
MAM02751c,Pi,c,SLC18A1,MAR00052
MAM02751c,Pi,c,SLC18A2,MAR00052
MAM01115e,5-methyl-THF,e,SLC19A1,MAR00053
MAM00141c,(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine,c,MAN2C1,MAR00055
MAM02040c,H2O,c,MAN2C1,MAR00055
MAM01382c,"beta-1,4-mannose-N-acetylglucosamine",c,MAN2C1,MAR00055
MAM02453c,mannose,c,MAN2C1,MAR00055
MAM01261c,acetyl-CoA,c,SLC33A1,MAR00057
MAM01260c,acetylcholine,c,SLC18A3,MAR00058
MAM01371c,ATP,c,SLC18A3,MAR00058
MAM02040c,H2O,c,SLC18A3,MAR00058
MAM01285c,ADP,c,SLC18A3,MAR00058
MAM02039c,H+,c,SLC18A3,MAR00058
MAM02751c,Pi,c,SLC18A3,MAR00058
MAM02634c,O-acetylcarnitine,c,SLC25A20,MAR00060
MAM01288m,ADP-ribose,m,NUDT9,MAR00062
MAM02040m,H2O,m,NUDT9,MAR00062
MAM01334m,AMP,m,NUDT9,MAR00062
MAM02039m,H+,m,NUDT9,MAR00062
MAM02845m,ribose-5-phosphate,m,NUDT9,MAR00062
MAM02636c,ocosatetraenoylcarnitine,c,SLC25A20,MAR00064
MAM01290c,adrenaline,c,SLC18A1,MAR00065
MAM01290c,adrenaline,c,SLC18A2,MAR00065
MAM01307l,alanine,l,SLC36A1,MAR00066
MAM02039l,H+,l,SLC36A1,MAR00066
MAM00564c,2(S)-pristanal,c,ALDH3A2,MAR00067
MAM02040c,H2O,c,ALDH3A2,MAR00067
MAM02552c,NAD+,c,ALDH3A2,MAR00067
MAM02039c,H+,c,ALDH3A2,MAR00067
MAM02553c,NADH,c,ALDH3A2,MAR00067
MAM02766c,(2S)-pristanic acid,c,ALDH3A2,MAR00067
MAM01690c,DHAP,c,ALPP,MAR00068
MAM01690c,DHAP,c,ALPL,MAR00068
MAM01690c,DHAP,c,ALPI,MAR00068
MAM01690c,DHAP,c,ALPG,MAR00068
MAM02040c,H2O,c,ALPP,MAR00068
MAM02040c,H2O,c,ALPL,MAR00068
MAM02040c,H2O,c,ALPI,MAR00068
MAM02040c,H2O,c,ALPG,MAR00068
MAM01984c,glycerone,c,ALPP,MAR00068
MAM01984c,glycerone,c,ALPL,MAR00068
MAM01984c,glycerone,c,ALPI,MAR00068
MAM01984c,glycerone,c,ALPG,MAR00068
MAM02751c,Pi,c,ALPP,MAR00068
MAM02751c,Pi,c,ALPL,MAR00068
MAM02751c,Pi,c,ALPI,MAR00068
MAM02751c,Pi,c,ALPG,MAR00068
MAM00614x,25(R)DHCA-CoA,x,AMACR,MAR00069
MAM02630x,O2,x,AMACR,MAR00069
MAM00755x,"3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA",x,AMACR,MAR00069
MAM02040x,H2O,x,AMACR,MAR00069
MAM00616r,25(R)THCA-CoA,r,AMACR,MAR00071
MAM00618r,25(S)THCA-CoA,r,AMACR,MAR00071
MAM01992e,glycogenin G4G7,e,AMY1C,MAR00072
MAM01992e,glycogenin G4G7,e,AMY1A,MAR00072
MAM01992e,glycogenin G4G7,e,SLC3A2,MAR00072
MAM01992e,glycogenin G4G7,e,AMY2B,MAR00072
MAM01992e,glycogenin G4G7,e,AMY2A,MAR00072
MAM01992e,glycogenin G4G7,e,AMY1B,MAR00072
MAM02040e,H2O,e,AMY1C,MAR00072
MAM02040e,H2O,e,AMY1A,MAR00072
MAM02040e,H2O,e,SLC3A2,MAR00072
MAM02040e,H2O,e,AMY2B,MAR00072
MAM02040e,H2O,e,AMY2A,MAR00072
MAM02040e,H2O,e,AMY1B,MAR00072
MAM01965e,glucose,e,AMY1C,MAR00072
MAM01965e,glucose,e,AMY1A,MAR00072
MAM01965e,glucose,e,SLC3A2,MAR00072
MAM01965e,glucose,e,AMY2B,MAR00072
MAM01965e,glucose,e,AMY2A,MAR00072
MAM01965e,glucose,e,AMY1B,MAR00072
MAM03622e,"Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",e,AMY1C,MAR00072
MAM03622e,"Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",e,AMY1A,MAR00072
MAM03622e,"Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",e,SLC3A2,MAR00072
MAM03622e,"Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",e,AMY2B,MAR00072
MAM03622e,"Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",e,AMY2A,MAR00072
MAM03622e,"Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",e,AMY1B,MAR00072
MAM01772c,eicosanoylcarnitine,c,SLC25A20,MAR00076
MAM01365c,arginine,c,SLC25A15,MAR00079
MAM01365c,arginine,c,SLC25A2,MAR00079
MAM02039m,H+,m,SLC25A15,MAR00079
MAM02039m,H+,m,SLC25A2,MAR00079
MAM01371c,ATP,c,ATP6V1F,MAR00080
MAM01371c,ATP,c,TCIRG1,MAR00080
MAM01371c,ATP,c,ATP6V0C,MAR00080
MAM01371c,ATP,c,ATP6V1G3,MAR00080
MAM01371c,ATP,c,ATP6V1C2,MAR00080
MAM01371c,ATP,c,ATP6AP1,MAR00080
MAM01371c,ATP,c,ATP6V1D,MAR00080
MAM01371c,ATP,c,ATP6V1B2,MAR00080
MAM01371c,ATP,c,ATP6V1A,MAR00080
MAM01371c,ATP,c,ATP6V0A1,MAR00080
MAM01371c,ATP,c,ATP6V1E2,MAR00080
MAM01371c,ATP,c,ATP6V0B,MAR00080
MAM01371c,ATP,c,ATP6V1G1,MAR00080
MAM01371c,ATP,c,ATP6V0A4,MAR00080
MAM01371c,ATP,c,ATP6V1H,MAR00080
MAM01371c,ATP,c,ATP6V0E1,MAR00080
MAM01371c,ATP,c,ATP6V0D1,MAR00080
MAM01371c,ATP,c,ATP6V1B1,MAR00080
MAM01371c,ATP,c,ATP6V1C1,MAR00080
MAM01371c,ATP,c,ATP6V1G2,MAR00080
MAM01371c,ATP,c,ATP6V1E1,MAR00080
MAM01371c,ATP,c,ATP6V0A2,MAR00080
MAM01371c,ATP,c,ATP6V0D2,MAR00080
MAM02039c,H+,c,ATP6V1F,MAR00080
MAM02039c,H+,c,TCIRG1,MAR00080
MAM02039c,H+,c,ATP6V0C,MAR00080
MAM02039c,H+,c,ATP6V1G3,MAR00080
MAM02039c,H+,c,ATP6V1C2,MAR00080
MAM02039c,H+,c,ATP6AP1,MAR00080
MAM02039c,H+,c,ATP6V1D,MAR00080
MAM02039c,H+,c,ATP6V1B2,MAR00080
MAM02039c,H+,c,ATP6V1A,MAR00080
MAM02039c,H+,c,ATP6V0A1,MAR00080
MAM02039c,H+,c,ATP6V1E2,MAR00080
MAM02039c,H+,c,ATP6V0B,MAR00080
MAM02039c,H+,c,ATP6V1G1,MAR00080
MAM02039c,H+,c,ATP6V0A4,MAR00080
MAM02039c,H+,c,ATP6V1H,MAR00080
MAM02039c,H+,c,ATP6V0E1,MAR00080
MAM02039c,H+,c,ATP6V0D1,MAR00080
MAM02039c,H+,c,ATP6V1B1,MAR00080
MAM02039c,H+,c,ATP6V1C1,MAR00080
MAM02039c,H+,c,ATP6V1G2,MAR00080
MAM02039c,H+,c,ATP6V1E1,MAR00080
MAM02039c,H+,c,ATP6V0A2,MAR00080
MAM02039c,H+,c,ATP6V0D2,MAR00080
MAM02040c,H2O,c,ATP6V1F,MAR00080
MAM02040c,H2O,c,TCIRG1,MAR00080
MAM02040c,H2O,c,ATP6V0C,MAR00080
MAM02040c,H2O,c,ATP6V1G3,MAR00080
MAM02040c,H2O,c,ATP6V1C2,MAR00080
MAM02040c,H2O,c,ATP6AP1,MAR00080
MAM02040c,H2O,c,ATP6V1D,MAR00080
MAM02040c,H2O,c,ATP6V1B2,MAR00080
MAM02040c,H2O,c,ATP6V1A,MAR00080
MAM02040c,H2O,c,ATP6V0A1,MAR00080
MAM02040c,H2O,c,ATP6V1E2,MAR00080
MAM02040c,H2O,c,ATP6V0B,MAR00080
MAM02040c,H2O,c,ATP6V1G1,MAR00080
MAM02040c,H2O,c,ATP6V0A4,MAR00080
MAM02040c,H2O,c,ATP6V1H,MAR00080
MAM02040c,H2O,c,ATP6V0E1,MAR00080
MAM02040c,H2O,c,ATP6V0D1,MAR00080
MAM02040c,H2O,c,ATP6V1B1,MAR00080
MAM02040c,H2O,c,ATP6V1C1,MAR00080
MAM02040c,H2O,c,ATP6V1G2,MAR00080
MAM02040c,H2O,c,ATP6V1E1,MAR00080
MAM02040c,H2O,c,ATP6V0A2,MAR00080
MAM02040c,H2O,c,ATP6V0D2,MAR00080
MAM01285c,ADP,c,ATP6V1F,MAR00080
MAM01285c,ADP,c,TCIRG1,MAR00080
MAM01285c,ADP,c,ATP6V0C,MAR00080
MAM01285c,ADP,c,ATP6V1G3,MAR00080
MAM01285c,ADP,c,ATP6V1C2,MAR00080
MAM01285c,ADP,c,ATP6AP1,MAR00080
MAM01285c,ADP,c,ATP6V1D,MAR00080
MAM01285c,ADP,c,ATP6V1B2,MAR00080
MAM01285c,ADP,c,ATP6V1A,MAR00080
MAM01285c,ADP,c,ATP6V0A1,MAR00080
MAM01285c,ADP,c,ATP6V1E2,MAR00080
MAM01285c,ADP,c,ATP6V0B,MAR00080
MAM01285c,ADP,c,ATP6V1G1,MAR00080
MAM01285c,ADP,c,ATP6V0A4,MAR00080
MAM01285c,ADP,c,ATP6V1H,MAR00080
MAM01285c,ADP,c,ATP6V0E1,MAR00080
MAM01285c,ADP,c,ATP6V0D1,MAR00080
MAM01285c,ADP,c,ATP6V1B1,MAR00080
MAM01285c,ADP,c,ATP6V1C1,MAR00080
MAM01285c,ADP,c,ATP6V1G2,MAR00080
MAM01285c,ADP,c,ATP6V1E1,MAR00080
MAM01285c,ADP,c,ATP6V0A2,MAR00080
MAM01285c,ADP,c,ATP6V0D2,MAR00080
MAM02751c,Pi,c,ATP6V1F,MAR00080
MAM02751c,Pi,c,TCIRG1,MAR00080
MAM02751c,Pi,c,ATP6V0C,MAR00080
MAM02751c,Pi,c,ATP6V1G3,MAR00080
