"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","sig"
-1.57418420285091,12.2819412698413,-11.3504463185526,7.30768164325117e-17,7.24469638718315e-14,28.0213841527012,"MAP3K8","Down"
1.31777393859646,10.4488436984127,11.193241525034,1.3195920506415e-16,1.24875395010479e-13,27.4465566515494,"ZWINT","Up"
-2.63662779824564,10.6805026349206,-11.0852248039475,1.98390172343283e-16,1.7957760860934e-13,27.0498094832723,"APOLD1","Down"
-1.97525980482459,11.418619468254,-11.0405715038722,2.34906528003318e-16,2.03771625270878e-13,26.8853788069564,"FOSL2","Down"
1.68991357346488,11.5960364761905,10.9942857752026,2.79935112602392e-16,2.33118764370768e-13,26.7146805920284,"APOL3","Up"
-0.940841919956176,13.9161371666667,-10.9294989006059,3.57965570684164e-16,2.78774622192989e-13,26.4753161936546,"NFKBIZ","Down"
1.57627525657891,11.4175388888889,10.923975079376,3.6555723404916e-16,2.78774622192989e-13,26.4548842621258,"WNT5A","Up"
-1.73135827741231,12.3946112063492,-10.9173119032523,3.74931044786191e-16,2.78774622192989e-13,26.4302331253597,"RGS2","Down"
1.95250937719295,11.1205133888889,10.903176680255,3.95626627182921e-16,2.8401899142487e-13,26.3779207280105,"GINS2","Up"
-1.71589929057021,12.582506015873,-10.8447969446347,4.94038848134275e-16,3.42846492643583e-13,26.1616130283146,"KCNK1","Down"
1.83223351644733,11.2936736984127,10.8138805615052,5.55800998850018e-16,3.73265193388985e-13,26.0468980291721,"RNF43","Up"
-1.05936610855266,11.0513795079365,-10.7952876932754,5.96633723445055e-16,3.7922020107541e-13,25.9778548979085,"ELL","Down"
-2.03019362500004,12.8717457460317,-10.793333038632,6.0109835417112e-16,3.7922020107541e-13,25.9705940746161,"PIM1","Down"
1.02580283004383,10.0308518809524,10.7598307213482,6.8307490840866e-16,4.18262838769409e-13,25.8460753895176,"RFXDC2","Up"
-0.590684948464947,13.4861695714286,-10.7188519678133,7.98831340338621e-16,4.75167704985993e-13,25.6935899831224,"PPP2R2A","Down"
-1.84998333662284,12.9120888968254,-10.7074688672269,8.34362490735002e-16,4.82516463739222e-13,25.6511977143801,"PHLDA1","Down"
-0.913961265350904,13.3287185634921,-10.6971671639692,8.67889250730387e-16,4.88340170566377e-13,25.6128197244142,"ADM","Down"
-1.07360020504389,14.0670852301587,-10.6797345397598,9.2774522696016e-16,5.08282312633778e-13,25.547848111764,"NFIL3","Down"
-1.03480012719301,12.2142533492063,-10.6464366839153,1.05388561062236e-15,5.58478566064641e-13,25.4236488092561,"ITPRIP","Down"
-0.718080307017571,13.0591053412698,-10.6417401805771,1.07301708259694e-15,5.58478566064641e-13,25.4061207939451,"C9orf72","Down"
