"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901699","cellular response to nitrogen compound","42/674","454/12380",0.092511013215859,1.69923789853462,3.64228522991957,0.000523720849563359,0.0223957237872602,0.0223957237872602,"CAMK2A/NR4A3/KLF15/SOX9/EPHB2/ARHGEF2/CFLAR/SLC7A5/SOCS1/IFIT1/AGT/ENPP1/BRCA1/GCLM/NR4A1/IRS2/ADCY4/FOXO1/STC1/GNG2/PSCA/MSTN/EPHA4/KANK1/PIK3R3/KLF5/PDK4/TRIB3/GDF15/SORBS1/ADCY8/VCAM1/INHBB/PIK3R1/ERRFI1/P2RX7/AGTRAP/FOXO3/TRPA1/HTR2A/LEP/ADCY1",42
"GO:0086001","cardiac muscle cell action potential","11/674","63/12380",0.174603174603175,3.20710282134614,4.21413883912259,0.000528690654937517,0.0224182608807959,0.0224182608807959,"CACNA1G/ATP2A2/KCNE3/NEDD4L/PKP2/KCND3/TBX18/CACNB2/SCN7A/SCN1B/FGF13",11
"GO:0050808","synapse organization","39/674","413/12380",0.0944309927360775,1.7345039912057,3.64288121459631,0.000552037654534574,0.0232131833731788,0.0232131833731788,"RAC3/SYN2/EPHB2/FZD5/CDH6/TUBA1A/FLRT3/RHOB/NEDD9/WASF3/NRXN3/TUBB/ELMO1/PDLIM5/PCDHGC5/NEDD4L/AMOT/DRP2/SORT1/EPHA4/TENM4/CACNB2/CDH10/LRRC15/EPHB3/PLPPR4/PLXNA4/FGF13/LRRC4/ASIC2/FGF22/SLITRK6/PAK3/RPS6KA5/CTTNBP2/LRRTM2/NEGR1/APBB2/SPARCL1",39
"GO:0006814","sodium ion transport","18/674","140/12380",0.128571428571429,2.36159389571852,3.88766983195229,0.00058398177289098,0.024353487818247,0.024353487818247,"PER1/SLC6A6/GRIN2A/KCNE3/AGT/NEDD4L/PKP2/SCN7A/SLC38A2/SCN1B/PRKCE/SLC6A9/FGF13/P2RX7/SPTBN4/ASIC2/SLC24A3/SLC5A6",18
"GO:0010959","regulation of metal ion transport","23/674","201/12380",0.114427860696517,2.10180551249686,3.77890195561889,0.000595691822322067,0.0246382043888291,0.0246382043888291,"CAMK2A/PER1/KCNE3/AGT/NEDD4L/BDKRB1/PKP2/UBASH3B/STC1/ADRA2A/MCHR1/CACNB2/TRPC6/ADORA1/SCN1B/PRKCE/CXCL12/FGF13/KCNS1/P2RX7/SPTBN4/CLIC2/HTR2A",23
"GO:0030278","regulation of ossification","12/674","74/12380",0.162162162162162,2.97858689550084,4.09619858003741,0.000602276345413693,0.0246801460433318,0.0246801460433318,"SOX9/GPM6B/ZBTB16/ENPP1/S1PR1/CCN1/TENT5A/CCN3/TMEM119/PKDCC/FBN2/P2RX7",12
"GO:0008285","negative regulation of cell population proliferation","39/674","415/12380",0.0939759036144578,1.72614493582639,3.61043457607264,0.000606487932892021,0.0246801460433318,0.0246801460433318,"DUSP1/APOD/NGF/SOX9/PDPN/ADARB1/COL4A3/AXIN2/ADAMTS1/HMOX1/CCL8/FGFR2/WARS1/KLF9/TGFB2/GDF5/MSTN/DDAH1/CCN3/TENT5B/MYO16/ADORA1/ALOX15B/THBS1/CDKN2B/PER2/DUSP10/IL4I1/SFRP4/SFRP2/FRZB/ANG/ROBO1/MTSS1/RGCC/ACVR1C/IL12A/NEGR1/TSC22D1",39
"GO:0006706","steroid catabolic process","5/674","14/12380",0.357142857142857,6.55998304366257,4.99449213672355,0.000624946688492109,0.025027626905803,0.025027626905803,"HSD11B1/CYP19A1/HSD17B6/CYP24A1/SCARF1",5
"GO:0090190","positive regulation of branching involved in ureteric bud morphogenesis","5/674","14/12380",0.357142857142857,6.55998304366257,4.99449213672355,0.000624946688492109,0.025027626905803,0.025027626905803,"VEGFA/SOX9/AGT/LGR4/GDNF",5
"GO:0008154","actin polymerization or depolymerization","18/674","141/12380",0.127659574468085,2.34484500284109,3.85369458141569,0.000636327762695693,0.0252309595295759,0.0252309595295759,"MYADM/SSH2/LMOD1/KANK4/ARHGAP28/CDC42EP3/WASF3/KANK1/FAM107A/DAAM2/CARMIL1/PRKCE/CXCL12/SPTBN4/PAK3/ANG/CRACD/MICAL2",18
"GO:0006813","potassium ion transport","16/674","118/12380",0.135593220338983,2.49056983352613,3.90374234165943,0.000645024530185353,0.0252309595295759,0.0252309595295759,"ABCC9/KCNE3/KCNA3/NEDD4L/KCND2/KCND3/ADRA2A/KCNB2/ADORA1/KCNK6/KCNK15/KCNS1/P2RX7/SLC24A3/KCNQ3/HTR2A",16
"GO:0030041","actin filament polymerization","16/674","118/12380",0.135593220338983,2.49056983352613,3.90374234165943,0.000645024530185353,0.0252309595295759,0.0252309595295759,"MYADM/SSH2/LMOD1/KANK4/ARHGAP28/CDC42EP3/WASF3/KANK1/FAM107A/DAAM2/CARMIL1/PRKCE/SPTBN4/PAK3/ANG/CRACD",16
"GO:0071295","cellular response to vitamin","6/674","21/12380",0.285714285714286,5.24798643493006,4.67487036532516,0.000683158803047018,0.0255832472017223,0.0255832472017223,"NCOA3/CDON/POSTN/CYP24A1/COL1A1/LEP",6
"GO:0090278","negative regulation of peptide hormone secretion","6/674","21/12380",0.285714285714286,5.24798643493006,4.67487036532516,0.000683158803047018,0.0255832472017223,0.0255832472017223,"FOXO1/CCN3/ADRA2A/INHBB/LEP/EPHA5",6
"GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","6/674","21/12380",0.285714285714286,5.24798643493006,4.67487036532516,0.000683158803047018,0.0255832472017223,0.0255832472017223,"FAIM2/ARHGEF2/CFLAR/HMOX1/BRCA1/SFRP2",6
"GO:0071560","cellular response to transforming growth factor beta stimulus","23/674","203/12380",0.113300492610837,2.08109806902399,3.72658839704821,0.000684369428216894,0.0255832472017223,0.0255832472017223,"JUN/SOX9/CFLAR/WNT2/TGFBR2/CILP/PMEPA1/FGFR2/TGFB2/GDF5/MSTN/CCN3/GDF15/THBS1/FBN2/CDKN2B/SAP30/COL1A1/ING2/ACTA2/RGCC/CITED2/TSC22D1",23
"GO:0046879","hormone secretion","20/674","166/12380",0.120481927710843,2.21300632798255,3.77534480776453,0.000692931574111607,0.0255832472017223,0.0255832472017223,"CHD7/SOX4/AGT/CYP19A1/IRS2/FOXO1/CCN3/ADRA2A/ABAT/CCKAR/ADORA1/C1QTNF1/ADCY8/INHBB/PER2/TRPA1/RAB11FIP1/LIF/LEP/EPHA5",20
"GO:0070167","regulation of biomineral tissue development","11/674","65/12380",0.169230769230769,3.10842273453549,4.08945685417376,0.000696175548604664,0.0255832472017223,0.0255832472017223,"SOX9/GPM6B/CDON/ENPP1/S1PR1/CCN1/TENT5A/TMEM119/PKDCC/FBN2/P2RX7",11
"GO:0048732","gland development","19/674","154/12380",0.123376623376623,2.26617596053798,3.79385473858876,0.000697659238097226,0.0255832472017223,0.0255832472017223,"NRG1/VEGFA/SOX9/NR0B1/WNT2/SLC7A5/FGFR2/TGFB2/LBH/DBP/ALOX15B/EPHB3/FGF10/INHBB/ALDH1A3/E2F7/ROBO1/OXTR/CITED2",19
"GO:0019229","regulation of vasoconstriction","8/674","37/12380",0.216216216216216,3.97144919400112,4.34337449180063,0.000699660743923439,0.0255832472017223,0.0255832472017223,"AGT/BDKRB2/ADRA2A/PER2/HTR2A/OXTR/LEP/ADRA1B",8
"GO:0019233","sensory perception of pain","8/674","37/12380",0.216216216216216,3.97144919400112,4.34337449180063,0.000699660743923439,0.0255832472017223,0.0255832472017223,"KCND2/CCN3/ADORA1/CXCL12/P2RX7/TMEM100/TRPA1/HTR2A",8
"GO:0006936","muscle contraction","27/674","255/12380",0.105882352941176,1.9448420317682,3.65811110024116,0.000710530035190284,0.0257937737954689,0.0257937737954689,"CACNA1G/MYH13/LMOD1/ATP2A2/KCNE3/NEDD4L/PKP2/KCND2/STC1/BDKRB2/KCND3/ADRA2A/ABAT/CACNB2/KCNB2/SCN7A/ADORA1/SCN1B/FGF13/GDNF/TRPA1/CLIC2/HTR2A/ACTA2/OXTR/ADRA1B/APBB2",27
"GO:0036293","response to decreased oxygen levels","25/674","230/12380",0.108695652173913,1.996516578506,3.66040194214116,0.000755481772870676,0.0272297216136102,0.0272297216136102,"VEGFA/CFLAR/AQP3/FGFR2/TGFB2/KCND2/LOC102724560/STC1/MSTN/DDAH1/EPHA4/PTGS2/ABAT/HSD11B2/ADORA1/THBS1/VCAM1/CXCL12/AGTRAP/FOXO3/ANG/CBS/LEP/RGCC/CITED2",25
"GO:0016101","diterpenoid metabolic process","10/674","56/12380",0.178571428571429,3.27999152183128,4.10317339976785,0.000782085719900976,0.0279886846994349,0.0279886846994349,"DHRS3/ADH1B/ABCA4/PNPLA2/HSD17B6/RBP1/PLB1/ADH1A/ALDH1A3/ADH1C",10
"GO:0048812","neuron projection morphogenesis","38/674","409/12380",0.0929095354523227,1.70655793605305,3.48668478979753,0.000879503569521578,0.0311994380904796,0.0311994380904796,"VEGFA/ULK2/RAC3/TNIK/NGF/EPHB2/TUBA1A/FLRT3/NRXN3/PDLIM5/FGFR2/NEDD4L/SEMA6D/PLEKHG4/EPHA4/TENM4/GAS7/MYO16/KCTD12/SCN1B/EPHB3/LGI1/PLPPR4/NEXN/CXCL12/PLXNA4/FGF13/GDNF/SPTBN4/KALRN/SLITRK6/PAK3/RPS6KA5/EPHB6/ROBO1/SEMA3A/EPHA5/KIAA1755",38
"GO:0050433","regulation of catecholamine secretion","5/674","15/12380",0.333333333333333,6.12265084075173,4.76334233127648,0.000895695199051425,0.0311994380904796,0.0311994380904796,"ADRA2A/ABAT/CXCL12/GDNF/HTR2A",5
"GO:0002792","negative regulation of peptide secretion","6/674","22/12380",0.272727272727273,5.00944159697869,4.51637096343107,0.000896535577312632,0.0311994380904796,0.0311994380904796,"FOXO1/CCN3/ADRA2A/INHBB/LEP/EPHA5",6
"GO:0042417","dopamine metabolic process","6/674","22/12380",0.272727272727273,5.00944159697869,4.51637096343107,0.000896535577312632,0.0311994380904796,0.0311994380904796,"SNCAIP/GCH1/TGFB2/MAOB/ABAT/MAOA",6
"GO:0048754","branching morphogenesis of an epithelial tube","10/674","57/12380",0.175438596491228,3.22244781092196,4.03533175319262,0.000903129582408302,0.0312136429646047,0.0312136429646047,"VEGFA/SOX9/COL4A1/TGFBR2/AGT/FGFR2/LGR4/FGF10/GDNF/SFRP2",10
"GO:0072132","mesenchyme morphogenesis","7/674","30/12380",0.233333333333333,4.28585558852621,4.32358589078606,0.000931096076711082,0.0319612979801641,0.0319612979801641,"SOX9/TGFBR2/TGFB2/ADAMTS5/ACTG2/ACTA2/ROBO1",7
"GO:0002685","regulation of leukocyte migration","18/674","146/12380",0.123287671232877,2.26454209178489,3.68802579183863,0.000962908676730427,0.0328299809647414,0.0328299809647414,"DUSP1/VEGFA/APOD/TNFAIP6/RAC3/HMOX1/CCL8/NEDD9/BDKRB1/IL34/MSTN/CCN3/GDF15/THBS1/DAPK2/CXCL12/CCL7/IL12A",18
"GO:0048608","reproductive structure development","14/674","100/12380",0.14,2.57151335311573,3.78605886489508,0.00100291545187395,0.0339645058399729,0.0339645058399729,"VEGFA/TNFAIP6/SOX9/CHD7/NR0B1/CYP19A1/FGFR2/TGFB2/ALOX15B/INHBB/ING2/ANG/LEP/CITED2",14
"GO:0042391","regulation of membrane potential","27/674","261/12380",0.103448275862069,1.90013301954364,3.52664726696884,0.00101194898264553,0.0340419637761955,0.0340419637761955,"CACNA1G/GRIN2A/ATP2A2/KCNE3/KCNA3/AGT/INSYN2A/NEDD4L/PKP2/KCND2/KCND3/TBX18/GRIK1/ABAT/CACNB2/KCNB2/SCN7A/ADORA1/SCN1B/BEGAIN/ABCB5/FGF13/KCNS1/P2RX7/GRIK4/TRPA1/PIEZO2",27
"GO:0110053","regulation of actin filament organization","23/674","209/12380",0.110047846889952,2.02135362685105,3.57317771809853,0.0010226781230796,0.034048181581008,0.034048181581008,"MYADM/SSH2/LMOD1/SYNPO2/KANK4/ARHGAP28/CCN2/CDC42EP3/WASF3/AMOT/S1PR1/KANK1/DAAM2/CARMIL1/PIK3R1/PRKCE/CXCL12/SPTBN4/PAK3/CRACD/MTSS1/RGCC/DNAI3",23
"GO:1901342","regulation of vasculature development","24/674","222/12380",0.108108108108108,1.98572459700056,3.55606328543282,0.00103100658752253,0.034048181581008,0.034048181581008,"VEGFA/RHOJ/ADM2/COL4A3/ADAMTS1/HMOX1/RHOB/BRCA1/AMOT/WARS1/TGFB2/DDAH1/THBS1/BMPER/HPSE/VASH2/CXCL12/ADAM12/SFRP2/GLUL/C6/ANGPTL7/LEP/RGCC",24
"GO:0009308","amine metabolic process","10/674","58/12380",0.172413793103448,3.16688836590607,3.9689753553896,0.00103912405142196,0.034048181581008,0.034048181581008,"SAT1/SNCAIP/GCH1/TGFB2/CHDH/MAOB/ABAT/INMT/VCAM1/MAOA",10
"GO:1903053","regulation of extracellular matrix organization","10/674","58/12380",0.172413793103448,3.16688836590607,3.9689753553896,0.00103912405142196,0.034048181581008,0.034048181581008,"PDPN/CFLAR/AXIN2/AGT/TGFB2/HPSE/NID1/LAMA2/ANGPTL7/RGCC",10
"GO:0061458","reproductive system development","14/674","101/12380",0.138613861386139,2.54605282486706,3.74344955954677,0.00110747601521856,0.0357496286951354,0.0357496286951354,"VEGFA/TNFAIP6/SOX9/CHD7/NR0B1/CYP19A1/FGFR2/TGFB2/ALOX15B/INHBB/ING2/ANG/LEP/CITED2",14
"GO:0001894","tissue homeostasis","16/674","124/12380",0.129032258064516,2.37005838996841,3.67912050516418,0.00111230513379633,0.0357496286951354,0.0357496286951354,"VEGFA/INPP5D/SOX9/CUBN/TUBA1A/S1PR1/UBASH3B/PDK4/SIGLEC15/TMEM119/TJP2/LAMA2/P2RX7/CRACD/ACP5/APBB2",16
"GO:0060249","anatomical structure homeostasis","16/674","124/12380",0.129032258064516,2.37005838996841,3.67912050516418,0.00111230513379633,0.0357496286951354,0.0357496286951354,"VEGFA/INPP5D/SOX9/CUBN/TUBA1A/S1PR1/UBASH3B/PDK4/SIGLEC15/TMEM119/TJP2/LAMA2/P2RX7/CRACD/ACP5/APBB2",16
"GO:1903115","regulation of actin filament-based movement","7/674","31/12380",0.225806451612903,4.14760218244472,4.21030210499729,0.00114697477824381,0.0364983975789672,0.0364983975789672,"PDPN/ATP2A2/PKP2/STC1/ADORA1/FGF13/ACTA2",7
"GO:0001990","regulation of systemic arterial blood pressure by hormone","6/674","23/12380",0.260869565217391,4.7916397884144,4.36719854396482,0.00115774402911632,0.0364983975789672,0.0364983975789672,"AGT/CORIN/HSD11B2/ANPEP/OXTR/PIEZO2",6
"GO:0014888","striated muscle adaptation","6/674","23/12380",0.260869565217391,4.7916397884144,4.36719854396482,0.00115774402911632,0.0364983975789672,0.0364983975789672,"KLF15/CFLAR/MYOZ2/FOXO1/MSTN/ERRFI1",6
"GO:0090130","tissue migration","11/674","69/12380",0.159420289855072,2.92822431514213,3.85393073163174,0.00116453468295952,0.0364983975789672,0.0364983975789672,"SOX9/TGFB2/KANK1/DAAM2/FGF10/ENPP2/PRKCE/DUSP10/ACTG2/PLCG2/ACTA2",11
"GO:0048013","ephrin receptor signaling pathway","8/674","40/12380",0.2,3.67359050445104,4.06383228056977,0.00120651447671226,0.037392129308757,0.037392129308757,"EPHB2/EPHA4/EPHB3/KALRN/PAK3/EPHB6/EPHA5/ARHGEF28",8
"GO:0008544","epidermis development","17/674","137/12380",0.124087591240876,2.27923498451342,3.61272709843483,0.00122660088365417,0.037392129308757,0.037392129308757,"CRABP2/SOX9/NCOA3/APCDD1/ATP2A2/CCN2/AQP3/FGFR2/TGFB2/MAFF/MAFB/ALOX15B/HPSE/ERRFI1/SFRP4/COL7A1/FST",17
"GO:0032332","positive regulation of chondrocyte differentiation","5/674","16/12380",0.3125,5.73998516320475,4.55224832994845,0.0012449222599824,0.037392129308757,0.037392129308757,"SOX9/ZBTB16/GDF5/PKDCC/PRKG2",5
"GO:0032891","negative regulation of organic acid transport","5/674","16/12380",0.3125,5.73998516320475,4.55224832994845,0.0012449222599824,0.037392129308757,0.037392129308757,"IRS2/ABAT/ADORA1/THBS1/LEP",5
"GO:0042573","retinoic acid metabolic process","5/674","16/12380",0.3125,5.73998516320475,4.55224832994845,0.0012449222599824,0.037392129308757,0.037392129308757,"ADH1B/RBP1/ADH1A/ALDH1A3/ADH1C",5
"GO:0050432","catecholamine secretion","5/674","16/12380",0.3125,5.73998516320475,4.55224832994845,0.0012449222599824,0.037392129308757,0.037392129308757,"ADRA2A/ABAT/CXCL12/GDNF/HTR2A",5
"GO:0090189","regulation of branching involved in ureteric bud morphogenesis","5/674","16/12380",0.3125,5.73998516320475,4.55224832994845,0.0012449222599824,0.037392129308757,0.037392129308757,"VEGFA/SOX9/AGT/LGR4/GDNF",5
"GO:0040007","growth","43/674","491/12380",0.0875763747454175,1.60859869339506,3.3019277640665,0.0013680214661525,0.0402643671392106,0.0402643671392106,"NRG1/VEGFA/ULK2/APOD/TNFAIP6/SOX9/NKD1/MT1X/CFLAR/FLRT3/AGT/ENPP1/BRCA1/PDLIM5/FGFR2/NEDD4L/SEMA6D/BDKRB1/S1PR1/TGFB2/JADE1/STC1/MSTN/CCN3/FAM107A/ALOX15B/GDF15/LGI1/FGF10/MT1M/RASGRP2/CXCL12/PLXNA4/FGF13/DUSP10/SFRP2/FRZB/MT2A/WFDC1/MT1E/LEP/SEMA3A/ACVR1C",43
"GO:0018108","peptidyl-tyrosine phosphorylation","12/674","81/12380",0.148148148148148,2.72117815144521,3.72908174029451,0.0013716184895722,0.0402643671392106,0.0402643671392106,"NRG1/EPHB2/NEDD9/FGFR2/FGF10/PKDCC/RAP2B/ERRFI1/SFRP2/LIF/IL31RA/IL12A",12
"GO:0002686","negative regulation of leukocyte migration","7/674","32/12380",0.21875,4.01798961424332,4.10169052522408,0.00140020579202781,0.0402643671392106,0.0402643671392106,"DUSP1/APOD/TNFAIP6/HMOX1/CCN3/GDF15/CXCL12",7
"GO:0003401","axis elongation","4/674","10/12380",0.4,7.34718100890208,4.81797457373503,0.00140438537782423,0.0402643671392106,0.0402643671392106,"SOX9/NKD1/FGFR2/FGF10",4
"GO:0014059","regulation of dopamine secretion","4/674","10/12380",0.4,7.34718100890208,4.81797457373503,0.00140438537782423,0.0402643671392106,0.0402643671392106,"ABAT/CXCL12/GDNF/HTR2A",4
"GO:0035360","positive regulation of peroxisome proliferator activated receptor signaling pathway","4/674","10/12380",0.4,7.34718100890208,4.81797457373503,0.00140438537782423,0.0402643671392106,0.0402643671392106,"ALOX15B/LMO3/LEP/CITED2",4
"GO:0045779","negative regulation of bone resorption","4/674","10/12380",0.4,7.34718100890208,4.81797457373503,0.00140438537782423,0.0402643671392106,0.0402643671392106,"INPP5D/UBASH3B/TMEM119/P2RX7",4
"GO:0048486","parasympathetic nervous system development","4/674","10/12380",0.4,7.34718100890208,4.81797457373503,0.00140438537782423,0.0402643671392106,0.0402643671392106,"EGR2/PLXNA4/GDNF/SEMA3A",4
"GO:0051494","negative regulation of cytoskeleton organization","16/674","127/12380",0.125984251968504,2.31407275870932,3.57164697165078,0.00143734047295883,0.0409763843307925,0.0409763843307925,"MYADM/ARHGEF2/SSH2/LMOD1/KANK4/ARHGAP28/BRCA1/S1PR1/NAV3/KANK1/CARMIL1/PIK3R1/FGF13/SPTBN4/CRACD/DNAI3",16
"GO:0071375","cellular response to peptide hormone stimulus","26/674","254/12380",0.102362204724409,1.88018411645132,3.40094863954342,0.00144954774958887,0.0410922356428396,0.0410922356428396,"CAMK2A/NR4A3/KLF15/CFLAR/SOCS1/AGT/ENPP1/NR4A1/IRS2/ADCY4/FOXO1/MSTN/KANK1/PIK3R3/KLF5/PDK4/TRIB3/GDF15/SORBS1/ADCY8/INHBB/PIK3R1/ERRFI1/AGTRAP/LEP/ADCY1",26
"GO:0060412","ventricular septum morphogenesis","6/674","24/12380",0.25,4.5919881305638,4.22639451248382,0.0014734674995832,0.0413040576567718,0.0413040576567718,"SOX4/TGFBR2/FGFR2/TGFB2/ROBO1/CITED2",6
"GO:0022409","positive regulation of cell-cell adhesion","21/674","189/12380",0.111111111111111,2.04088361358391,3.46004604198485,0.00147373767227579,0.0413040576567718,0.0413040576567718,"NR4A3/PDPN/SOX4/TGFBR2/SOCS1/ZBTB16/TNFSF9/EPHA4/SMARCD2/ICOSLG/MAP3K8/VCAM1/IGFBP2/DUSP10/IL4I1/FSTL3/FOXO3/HTR2A/LEP/CITED2/IL12A",21
"GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","11/674","71/12380",0.154929577464789,2.8457391231663,3.74245490682474,0.00148157638443831,0.0413040576567718,0.0413040576567718,"INPP5A/GPR68/VEGFA/AGT/S1PR1/DGKB/ADRA2A/MCHR1/CCKAR/HTR2A/ADRA1B",11
"GO:0051493","regulation of cytoskeleton organization","39/674","436/12380",0.0894495412844037,1.64300492744943,3.27982836999516,0.00153702240802669,0.0420690258779291,0.0420690258779291,"MYADM/RAC3/ARHGEF2/SSH2/LMOD1/GPM6B/SYNPO2/KANK4/ARHGAP28/CCN2/NEDD9/BRCA1/CDC42EP3/WASF3/AMOT/CIT/S1PR1/NAV3/TGFB2/KANK1/FAM107A/SIGLEC15/DAAM2/RND2/CARMIL1/PIK3R1/PRKCE/NEXN/CXCL12/FGF13/P2RX7/SPTBN4/CORO2B/PAK3/CRACD/RND1/MTSS1/RGCC/DNAI3",39
"GO:0048667","cell morphogenesis involved in neuron differentiation","34/674","365/12380",0.0931506849315069,1.71098735823747,3.30837624105266,0.00154406813234561,0.0420690258779291,0.0420690258779291,"VEGFA/ULK2/RAC3/TNIK/EPHB2/FLRT3/NRXN3/PDLIM5/FGFR2/NEDD4L/SEMA6D/PLEKHG4/EPHA4/TENM4/KCTD12/SCN1B/EPHB3/LGI1/PLPPR4/NEXN/CXCL12/PLXNA4/FGF13/GDNF/SPTBN4/KALRN/SLITRK6/PAK3/RPS6KA5/EPHB6/ROBO1/SEMA3A/EPHA5/KIAA1755",34
"GO:0042476","odontogenesis","9/674","51/12380",0.176470588235294,3.24140338628033,3.84866096747456,0.00154738430277031,0.0420690258779291,0.0420690258779291,"FAM20A/APCDD1/AXIN2/AQP3/FGFR2/TGFB2/EDA/TMT1A/COL1A1",9
"GO:0002027","regulation of heart rate","10/674","61/12380",0.163934426229508,3.01113975774675,3.77822581720552,0.00155070131060143,0.0420690258779291,0.0420690258779291,"CACNA1G/ADM2/ATP2A2/GCH1/KCNE3/PKP2/KCND3/CACNB2/SCN1B/SPTBN4",10
"GO:0061138","morphogenesis of a branching epithelium","10/674","61/12380",0.163934426229508,3.01113975774675,3.77822581720552,0.00155070131060143,0.0420690258779291,0.0420690258779291,"VEGFA/SOX9/COL4A1/TGFBR2/AGT/FGFR2/LGR4/FGF10/GDNF/SFRP2",10
"GO:0033002","muscle cell proliferation","17/674","140/12380",0.121428571428571,2.23039423484527,3.51306403712376,0.00155919473363631,0.0420732439889243,0.0420732439889243,"JUN/NRG1/APOD/NR4A3/CFLAR/ADAMTS1/HMOX1/FGFR2/S1PR1/TGFB2/MSTN/CCN3/THBS1/PIK3R1/ANG/RGCC/IL12A",17
"GO:0071772","response to BMP","14/674","105/12380",0.133333333333333,2.44906033630069,3.57798765730971,0.00162175574081065,0.0427085575917466,0.0427085575917466,"TNFAIP6/SOX9/CHRDL2/GDF5/CCN1/FSTL5/CRIM1/TMEM119/BMPER/FSTL3/SFRP4/GDF7/TMEM100/FST",14
"GO:0071773","cellular response to BMP stimulus","14/674","105/12380",0.133333333333333,2.44906033630069,3.57798765730971,0.00162175574081065,0.0427085575917466,0.0427085575917466,"TNFAIP6/SOX9/CHRDL2/GDF5/CCN1/FSTL5/CRIM1/TMEM119/BMPER/FSTL3/SFRP4/GDF7/TMEM100/FST",14
"GO:0043409","negative regulation of MAPK cascade","15/674","117/12380",0.128205128205128,2.35486570798144,3.53312731520892,0.00167688730598852,0.0427085575917466,0.0427085575917466,"DUSP1/PER1/EPHB2/DUSP5/ATF3/AGT/FOXO1/PSCA/EPHA4/TRIB3/ERRFI1/LMO3/DUSP8/DUSP10/P2RX7",15
"GO:0030833","regulation of actin filament polymerization","13/674","94/12380",0.138297872340426,2.54024875307785,3.59681422409989,0.00168104687985208,0.0427085575917466,0.0427085575917466,"MYADM/SSH2/LMOD1/KANK4/ARHGAP28/CDC42EP3/KANK1/DAAM2/CARMIL1/PRKCE/SPTBN4/PAK3/CRACD",13
"GO:0086002","cardiac muscle cell action potential involved in contraction","8/674","42/12380",0.19047619047619,3.4986576232867,3.89204168824792,0.00168228637922104,0.0427085575917466,0.0427085575917466,"CACNA1G/KCNE3/NEDD4L/PKP2/KCND3/CACNB2/SCN7A/SCN1B",8
"GO:0001655","urogenital system development","5/674","17/12380",0.294117647058824,5.40233897713388,4.35827345213218,0.0016853633769443,0.0427085575917466,0.0427085575917466,"SOX9/EPHB2/FGFR2/ALOX15B/EPHB3",5
"GO:0001659","temperature homeostasis","17/674","141/12380",0.120567375886525,2.21457583601658,3.48040429052226,0.00168571681836205,0.0427085575917466,0.0427085575917466,"VEGFA/GADD45G/G0S2/DIO2/FOXO1/LGR4/PTGS2/FABP4/ABAT/ADORA1/ADAMTS5/SCD/PER2/HTR2A/ACSL1/OXTR/LEP",17
"GO:0015849","organic acid transport","23/674","217/12380",0.105990783410138,1.94683367747405,3.37638280721869,0.00169161452352817,0.0427085575917466,0.0427085575917466,"CRABP2/SLC6A6/SLC16A12/SLC51B/SLC7A5/PLA2G4A/SLC7A11/IRS2/BDKRB2/FABP4/ABAT/SLC38A2/RBP1/ADORA1/SLC7A6/THBS1/SLC7A14/SLC6A9/PER2/FOLR3/ACSL1/LEP/SLC5A6",23
"GO:0046942","carboxylic acid transport","23/674","217/12380",0.105990783410138,1.94683367747405,3.37638280721869,0.00169161452352817,0.0427085575917466,0.0427085575917466,"CRABP2/SLC6A6/SLC16A12/SLC51B/SLC7A5/PLA2G4A/SLC7A11/IRS2/BDKRB2/FABP4/ABAT/SLC38A2/RBP1/ADORA1/SLC7A6/THBS1/SLC7A14/SLC6A9/PER2/FOLR3/ACSL1/LEP/SLC5A6",23
"GO:0030501","positive regulation of bone mineralization","7/674","33/12380",0.212121212121212,3.89623235320565,3.99740467789242,0.0016950393592961,0.0427085575917466,0.0427085575917466,"GPM6B/CCN1/TENT5A/TMEM119/PKDCC/FBN2/P2RX7",7
"GO:0032924","activin receptor signaling pathway","7/674","33/12380",0.212121212121212,3.89623235320565,3.99740467789242,0.0016950393592961,0.0427085575917466,0.0427085575917466,"TGFBR2/INHBB/FSTL3/GDF7/ACVR1C/FST/CITED2",7
"GO:0071385","cellular response to glucocorticoid stimulus","7/674","33/12380",0.212121212121212,3.89623235320565,3.99740467789242,0.0016950393592961,0.0427085575917466,0.0427085575917466,"CFLAR/AXIN2/KLF9/STC1/FAM107A/ERRFI1/FOXO3",7
"GO:0019722","calcium-mediated signaling","16/674","129/12380",0.124031007751938,2.27819566167506,3.50166741021191,0.00169573123249428,0.0427085575917466,0.0427085575917466,"LMCD1/INPP5A/RCAN1/GRIN2A/MYOZ2/ACKR2/ATP2A2/GRIK1/RCAN2/P2RX7/TRPA1/CLIC2/MCTP1/PLCG2/ACKR4/RAMP3",16
"GO:0018212","peptidyl-tyrosine modification","12/674","83/12380",0.144578313253012,2.65560759357906,3.63132683615602,0.00170123267458206,0.0427085575917466,0.0427085575917466,"NRG1/EPHB2/NEDD9/FGFR2/FGF10/PKDCC/RAP2B/ERRFI1/SFRP2/LIF/IL31RA/IL12A",12
