"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN","DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN","20/111","481/7302",0.0415800415800416,2.73529246502219,4.89191850711368,3.07709998420518e-05,0.00443102397725546,0.00443102397725546,"10184/2122/3554/152007/1490/27289/123/166929/1021/10409/220/214/302/1326/2335/3486/29923/133418/1130/100133941",20
