"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,0.957117679588293,0.871,0.594,0,"0","CCL5"
0,1.36831937633483,0.662,0.4,0,"0","CD3D"
0,0.878341712045873,0.92,0.688,0,"0","IL32"
0,1.13982755999311,0.812,0.699,0,"0","AC090498.1"
0,0.844795596002615,0.859,0.813,0,"0","ZFP36L2"
0,0.924328913271085,0.779,0.767,0,"0","NBEAL1"
0,0.675338787884336,0.923,0.919,0,"0","RPS26"
0,0.890225794352884,0.999,0.996,0,"0","RPS29"
0,0.432011952979065,0.998,0.996,0,"0","RPS15A"
0,0.385012787717689,0.992,0.994,0,"0","RPS28"
0,0.501699928383199,0.98,0.979,0,"0","RPL36"
0,0.667697596221124,1,1,0,"0","RPS27"
0,0.515859438642035,1,1,0,"0","RPL41"
7.90115147224475e-309,0.353111774483759,1,1,1.77910227700535e-304,"0","MALAT1"
1.09221592018345e-307,0.354881351186565,0.997,0.997,2.45934258747709e-303,"0","RPL34"
1.17913740146964e-275,0.321752417769755,0.998,0.996,2.65506368688919e-271,"0","RPLP2"
6.92098470091091e-259,0.850897221416707,0.753,0.786,1.55839812510411e-254,"0","RPL17"
1.88613242770523e-242,0.324505642426248,0.995,0.996,4.24700438746388e-238,"0","RPL32"
8.1532087983127e-239,0.344202143518036,0.989,0.99,1.83585802511607e-234,"0","RPS15"
2.65996704151232e-233,0.331124980399808,0.996,0.996,5.98944778737329e-229,"0","RPS19"
5.73576888346552e-229,0.301540781517204,0.995,0.994,1.29152307948993e-224,"0","RPS14"
2.33153562334998e-223,0.580791882757236,0.869,0.894,5.24991876309715e-219,"0","RPL36A"
5.18301406760406e-198,1.52325560894981,0.4,0.255,1.16705927760241e-193,"0","AC092580.4"
5.32144161831983e-191,0.349245603643705,0.979,0.98,1.19822900919708e-186,"0","HLA-C"
1.24554878260481e-188,0.643265122911021,0.641,0.458,2.80460219379125e-184,"0","TRAC"
6.60208595281145e-180,0.305721607796767,0.981,0.983,1.48659169399455e-175,"0","RPS25"
2.44470454272399e-179,0.973508510525857,0.534,0.406,5.5047412188516e-175,"0","CD3E"
3.23207187432599e-176,0.801998815112192,0.642,0.535,7.27765623941983e-172,"0","DUSP2"
3.41981593031346e-176,0.314590315110184,0.98,0.985,7.70039953028681e-172,"0","RPL35A"
6.49718283298836e-172,1.66045562089143,0.344,0.218,1.46297065850399e-167,"0","CD3G"
1.00555468863464e-171,0.255488860259966,0.996,0.993,2.26420749239862e-167,"0","RPS12"
2.06784453191651e-165,1.00752670007921,0.568,0.477,4.6561655325164e-161,"0","TRBC2"
7.76481608705268e-164,1.68820848239207,0.254,0.128,1.74840363832165e-159,"0","CD8B"
4.90669120264303e-163,0.829175448805967,0.605,0.486,1.10483965809913e-158,"0","LTB"
5.20706650938244e-163,0.577691381178491,0.79,0.876,1.17247516591764e-158,"0","TMA7"
1.32852868417441e-148,0.256344405135477,0.991,0.99,2.99144803815551e-144,"0","RPL27A"
1.70626744356666e-148,0.30910794475601,0.965,0.983,3.84200240267904e-144,"0","RPL35"
4.72984963557276e-147,1.28109606257867,0.316,0.184,1.06502024244192e-142,"0","CD8A"
4.01400432878046e-134,0.568983239921655,0.738,0.643,9.03833354711495e-130,"0","CD69"
9.35519352068075e-122,0.530780502154236,0.715,0.608,2.10650892505168e-117,"0","CD52"
4.01791451086311e-119,1.39114006338297,0.401,0.323,9.04713810411048e-115,"0","RP11-347P5.1"
6.88500671593189e-118,0.797367571371605,0.489,0.365,1.55029696222638e-113,"0","GZMK"
4.82678090476752e-112,0.383921803335101,0.869,0.9,1.0868462563265e-107,"0","BTG1"
2.85198830462934e-110,0.301300195366196,0.931,0.955,6.42182206553389e-106,"0","RPS21"
2.89960549393959e-104,0.260941124352081,0.754,0.652,6.52904169070377e-100,"0","CXCR4"
3.7087947626346e-104,0.272974449256943,0.969,0.983,8.35109316702434e-100,"0","RPL12"
1.87376664607133e-93,0.736011724362145,0.517,0.438,4.21916035695881e-89,"0","CD2"
8.7265642818925e-91,1.27087776926594,0.333,0.247,1.96496047935373e-86,"0","C1orf56"
7.85255582167365e-85,1.34732532886152,0.341,0.272,1.76815999436625e-80,"0","CLEC2D"
2.0929341973713e-84,0.715566392680211,0.53,0.483,4.71265993222096e-80,"0","RPS4Y1"
2.61339908328679e-83,1.52472779465503,0.305,0.23,5.88459071583686e-79,"0","PRDM1"
4.68001735117583e-77,0.279560917626055,0.798,0.732,1.05379950696426e-72,"0","S100A4"
2.86873975026097e-76,0.599070965431704,0.646,0.739,6.45954129566262e-72,"0","PPDPF"
4.75778656530875e-73,0.88592622357061,0.343,0.253,1.07131080091057e-68,"0","IL7R"
2.31157618985289e-69,1.15958609743008,0.416,0.383,5.20497610669175e-65,"0","HNRNPH1"
2.16577791321137e-68,1.11279907450862,0.416,0.384,4.87668212717805e-64,"0","INTS6"
1.79776941355923e-66,0.330207030564283,0.81,0.911,4.04803738851132e-62,"0","EEF1D"
2.16794431799864e-63,0.9822123050863,0.466,0.482,4.88156022083754e-59,"0","ZNF90"
1.34242484463114e-56,0.288063723511546,0.869,0.942,3.02273802265593e-52,"0","ATP5E"
7.76906202409875e-54,0.374209518076657,0.708,0.715,1.74935969596632e-49,"0","HCST"
1.30036060853923e-53,1.20448467300576,0.348,0.318,2.92802198224779e-49,"0","CDC42SE2"
2.17218784940487e-49,0.972233886581761,0.264,0.196,4.89111538050496e-45,"0","GZMH"
1.16995675807323e-46,0.471174373336035,0.554,0.511,2.63439163215349e-42,"0","CST7"
2.36856774816393e-46,0.255646339937618,0.18,0.319,5.33330399854073e-42,"0","CSNK1A1"
2.512101258331e-44,0.71484975051699,0.586,0.569,5.65649840338392e-40,"0","KLRB1"
5.97123602180909e-43,0.314459503286156,0.169,0.298,1.34454321503075e-38,"0","LSM8"
7.30375790261806e-43,0.305827637669886,0.145,0.26,1.64458716693251e-38,"0","NOSIP"
3.8796171347059e-41,0.301796207531006,0.143,0.254,8.73573390221727e-37,"0","PCF11"
1.9636622883856e-40,0.285851712495795,0.155,0.272,4.42157837475786e-36,"0","TCEA1"
