"gene","ob_lfc","ob_padj","d1_lfc","d1_padj","d2_lfc","d2_padj","in_nafld_139","in_d1_sig","in_d2_sig","d1_direction_concordant","d2_direction_concordant"
"AZGP1",-2.42600575531087,0.000116369157722857,-0.21412061475728,0.0168939113573793,-0.207878012908083,0.171695960589784,FALSE,FALSE,FALSE,TRUE,TRUE
"CLEC4C",7.68272683517266,0.000737452990058953,0.177477825724846,0.362596646305595,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
