"","ABCA2","ACHE","ADAMTS1","ADAMTSL2","AMN","ARHGEF16","ATF3","B3GNT8","BBC3","BTBD2","C11orf96","C1QC","CAPG","CCL2","CCL24","CCN1","CCN2","CCND1","CD69","CDHR2","CDKN1A","CHI3L1","CHLSN","CHTF18","CLDN3","CLEC11A","COL16A1","COL1A1","COL6A2","CORO1B","CSNK1G2","CSRNP1","CTSD","CTSG","CXCR4","DAGLA","DCDC2","DERL3","DTNA","DUS3L","DUSP1","DUSP2","DUSP8","E2F1","E4F1","EDA2R","EGR2","ELFN2","EMILIN1","FASN","FCN1","FOS","FOSB","FSTL3","GABRB3","GADD45B","GADD45G","GLIS2","GLTPD2","GPC1","HBEGF","HGFAC","ID4","JOSD2","JUN","JUNB","KLF4","KNDC1","KRT23","KRT7","LAMA5","LAMC3","LIME1","LINC03040","LPL","LRP3","LTBP4","MAFF","MAMDC4","MEGF6","MICALL2","MIF","MMP9","MSC","MT1G","MUC6","MYC","NLRP6","NOTUM","NOXA1","NPM2","NR4A1","OPLAH","PAQR4","PCNX3","PDGFA","PDZK1IP1","PGGHG","PHLDA3","PLCH2","PPP1R3G","PRAMEF10","RAB25","RASD1","RECQL4","RGCC","RGS1","RGS16","RPUSD1","RTN4R","S1PR2","SCAND1","SERPINA12","SERPINE1","SGK1","SLC1A7","SLC49A3","SOCS3","SPINT1","SPP1","SPSB1","SRGN","ST14","STMN2","SULT1C2","SUSD2","TELO2","THBS1","THY1","TMEM125","TMEM150B","TMEM54","TNFRSF12A","TRABD","TREM2","TSSC4","TTYH3","UBTD1","ZFP36"
"DCDC2",0.185531242186648,0.304194602769624,0.562781599897427,0.531729110129285,-0.111158977852773,0.300325106191254,0.431505573558195,0.0219312033448368,0.289419796444484,0.116224664803092,0.616487517281332,0.165967031668399,0.578710248709632,0.626918295973925,0.0704828921631712,0.48468188131954,0.525048842750796,0.369246453747197,0.625823190901068,0.25722514106026,0.450487253651389,0.498810716691831,0.201583431245591,0.0959388485521548,0.13656028825939,0.378490756840735,0.575295504588605,0.497373821911423,0.2326865079031,0.2180294729065,0.204754560302158,0.33246445838238,0.332436283858408,0.264969744964818,0.644518402498459,0.434100055662288,1,0.319018509278162,0.629862562220185,0.100240156972329,0.26204000731331,0.488174885550987,0.46685568926645,0.350275435061872,0.168773357753356,0.552140480215093,0.517152975903301,0.128223847299547,0.45280940989058,0.111159784326767,0.394949964142639,0.317779958001431,0.413594033911385,0.583222683356987,0.43851875704309,0.246104787887532,0.0727777715060081,0.41778751808042,0.0739483585195192,0.204929475579544,0.487223298860093,-0.0156157789282519,0.639838553799313,0.152413762968044,0.477325703675708,0.405893645915622,0.53883749274011,0.031844654591422,0.616276292884487,0.691199192092062,0.195559331834016,0.644697240369775,-0.0101603964838326,0.351368165755405,0.387789071908323,0.0547155234746587,0.460169114909012,0.461447284822967,0.045463373150141,0.3290722069157,0.349916652357626,0.0713393251767965,0.45939997747078,0.51222074926913,-0.162392392665444,0.578037730898422,0.499596653635517,-0.13319604938796,-0.0159086425908293,0.0994420126428976,0.299958042934632,0.472396225416819,0.00944619235230683,0.486887367057287,0.0660819608492987,0.637728001100434,0.612016604642161,-0.0238462923119135,0.486889455617262,0.157077438715833,0.194041244564273,0.530353866700278,0.491785821532682,0.415114204574715,0.120707232113298,0.495740825998356,0.527328223115053,0.40869872376193,0.122366222889831,0.064201968341287,0.363911366570829,0.0884742074495355,0.317541050263548,0.252638077767885,0.378526010494433,0.441985439431547,0.270073095409007,0.410577332151756,0.661732893571277,0.578703227231424,0.471151403788091,0.433602498029602,0.507123322065754,0.632664242656401,0.446692867561776,0.598641876505357,0.12897473261097,0.600847152244515,0.638766870006139,0.18424297026898,0.27152439433879,0.3755924984797,0.535478953590764,0.141250156859873,0.459732327521535,0.179179035388241,0.258576791046669,0.201884556094803,0.43625067948251
"DERL3",0.366656133892441,0.380980952310866,0.255557359311086,0.561896632760362,0.204172515058538,0.448614604434308,0.233672614199141,0.335630726412533,0.401564425299623,0.271957171836023,0.399182902965065,0.39424303364813,0.38344811023062,0.305587462002989,0.219811563651633,0.181908022532625,0.243462183180615,0.431051305340517,0.224985569680006,0.250113621478277,0.334979853182822,0.326418575155724,0.448831975558853,0.298578232459805,0.353150741201269,0.456426800988186,0.462834429533054,0.431668190249945,0.430495308705089,0.401014294513381,0.359602594867482,0.276996327552393,0.434061629967123,0.259071626964573,0.396709080267066,0.465085747032174,0.319018509278162,1,0.329745534824741,0.440389652136179,0.15253534097961,0.372680368746011,0.369912359292594,0.430606499559257,0.373875198159233,0.247343739007314,0.236734337270486,0.0633103405487562,0.499167735081117,0.278711037780218,0.308147055447538,0.262813775363341,0.177346981958757,0.480630680282648,0.158836734036471,0.244718395531004,0.270414499953445,0.395302236565054,0.381715436706918,0.397603468973143,0.164881778565323,0.34932113181502,0.214665263695688,0.376943281274792,0.340415010250251,0.333840252649025,0.30010215922155,0.28859082687646,0.258416886390233,0.415726411124137,0.30406806627751,0.490430941581589,0.315846288708159,0.273442993122485,0.257273369916567,0.384113649330642,0.447711312678938,0.230089993312355,0.336076741283856,0.404667724322173,0.437062969800954,0.337034208384144,0.369269171089305,0.319891394098546,0.16723933034681,0.27989942512906,0.320121639991092,0.153359601255477,0.222450477018239,0.346321812570637,0.150329302713696,0.268006532629083,0.349532200848394,0.408928773703562,0.307859802779585,0.459425274282682,0.434854343706463,0.107679404539229,0.47336841069056,0.291801250663016,0.14170252293685,0.247561198908659,0.275838662012547,0.303001890043552,0.343700874543098,0.283279306825273,0.243453928847411,0.232150588255356,0.388471530388672,0.310765221564643,0.398399869628725,0.325395600481258,0.0865859283792762,0.230814587467257,0.225133183228324,0.434448507900584,0.387816261200342,0.242531749817789,0.408343214941665,0.355829118094805,0.411619404379641,0.276948357778737,0.415618349239716,0.342178518251619,0.181791375204931,0.468704862092621,0.350679365798379,0.263826055768549,0.464482743353164,0.217779789612623,0.323525006840817,0.399354079963022,0.365758389389846,0.407726162076643,0.367452569636522,0.406673450083559,0.40701790425568,0.373377629907153,0.318676866300446
"DTNA",0.07320096889657,0.310494105528655,0.498813483066695,0.374557832747219,-0.164787280032763,0.256392202484601,0.460975110291607,-0.0440170119908793,0.286251866591143,-0.0309741005983319,0.470999818210777,0.0518168324832959,0.566562481212931,0.580794749984369,0.101177503764563,0.48545198586502,0.563513326693721,0.241490622167941,0.5503331860721,0.218784549987443,0.427058799277205,0.430807432774308,0.106126645342462,-0.0905565686259483,-0.0319056569275546,0.311802675263376,0.459414439525946,0.488153743470447,0.19138862382656,0.0676623760449235,0.0709480547605613,0.236665636134414,0.206430087010682,0.202820921503352,0.545615139013464,0.350876031788655,0.629862562220185,0.329745534824741,1,0.00368783475996396,0.186637837507905,0.397861132775822,0.538521125256724,0.357261727519361,-0.0391559658193921,0.493297434252716,0.464505409579142,0.117810928756069,0.29778919702815,0.124776575993269,0.208414321952612,0.300885849959519,0.435175031316742,0.455716236551654,0.25861088451453,0.0748166407081724,-0.0712666998757729,0.326856488603203,-0.10464920123243,0.0622791753988654,0.53840596791707,-0.148943298098861,0.577018045722112,0.0555386725974266,0.48541150575472,0.290531583882418,0.500439059934985,0.086320477177325,0.529350746484698,0.519038717068221,0.168264830840061,0.536379911277772,-0.15040193381308,0.327257635467245,0.510519927898383,-0.1057634081802,0.309004753879806,0.455096594780155,0.00262790107401895,0.141934703457414,0.22183710031961,-0.104482012809819,0.369702316198617,0.466399072693679,-0.348258337131367,0.366125504439383,0.434693698694379,-0.0967273355334561,-0.0704182789470825,-0.050592768746773,0.356761644666703,0.420158715354691,-0.1180042955167,0.37732328962665,-0.0170134450697831,0.675689010848641,0.543561427999042,-0.0625690039345667,0.421116606951997,0.205567104807088,0.00716764962784725,0.553543592291848,0.46514890266253,0.403218405492909,0.0202010005448845,0.397864154509815,0.446386177118457,0.449175324816669,-0.0402694356536848,-0.0215558532391021,0.15899978463631,-0.0687879200583894,0.25573681326397,0.34249104470926,0.401226908043154,0.479932308828013,0.116653665640821,0.41682840113482,0.51157224756234,0.566560920682431,0.515620247435539,0.379891139257119,0.432110055584463,0.683880602334382,0.463677960620543,0.518157447960464,-0.0483850638755638,0.594210508548061,0.611995896172021,0.219527782696633,0.244252064256156,0.263054440840919,0.474040154953876,0.00775253422316567,0.548099494002252,0.0166572839200863,0.246561283256459,0.012224537559787,0.363212203712146
"DUS3L",0.74848361902083,0.304269233893422,0.144567919207875,0.732514419056588,0.676895790394286,0.702806071800819,0.130696727174599,0.60479200467646,0.633976705599623,0.823899885238144,0.446845621983226,0.615794121398962,0.410793138240271,0.159261330094993,0.377564185115368,0.0799864946495539,0.0584134630789732,0.635700484841087,-0.0545441826323318,0.303521127228755,0.36896365949211,0.277400686390028,0.814345524899343,0.748308871652818,0.788141175498752,0.68592988453087,0.478606561193685,0.649888357133418,0.758206094863914,0.804499305418957,0.804131092561463,0.399721190942535,0.749190347452418,0.255027926885389,0.149068357049651,0.67203117093159,0.100240156972329,0.440389652136179,0.00368783475996396,1,0.209087760914363,0.528056421409653,0.418767989939746,0.405385322117218,0.84208888817641,0.102525252678304,0.108805594227234,0.179925422078809,0.758323644244724,0.710300312905203,0.44466316559263,0.240875379551683,0.0863552229198058,0.555848083556392,0.0785707672816332,0.381178019783097,0.481772478249955,0.683073268799595,0.832863076525148,0.846056101427613,0.0277620364355757,0.839455236646211,-0.0176955998988107,0.787760807743711,0.269906215655969,0.500770027730111,0.18976132697417,0.403431533363974,0.0946323071514022,0.455248225271422,0.70320761787908,0.572879731185879,0.819025184155835,0.262233811809788,0.0814679825012525,0.812087168581738,0.678699249037057,0.174473728277397,0.778888066964877,0.736793458143084,0.757057898283639,0.71695212261115,0.456061491676822,0.208590715794529,0.595580386470032,0.340634985133632,0.304362440624766,0.625177321382801,0.609773013449714,0.841395882209888,0.0574211187425416,0.307213493123114,0.840200481344368,0.552875677161975,0.798629138417193,0.431264639305099,0.374733273929238,0.580505690203722,0.508114464663799,0.583902524310231,0.342905906793802,0.15931487231464,0.357791379300924,0.29758992651394,0.729371147415539,0.198247893369561,0.088143583523378,0.306024275783483,0.830275865500723,0.663954606033653,0.67177965788092,0.825930821165806,-0.0936697784806142,0.216903298693493,0.0555606059485572,0.422964238056831,0.735163961711878,0.254991965396514,0.314746189815312,0.12566056298473,0.440353235239319,0.1454784108937,0.476941831662131,0.0767551696834533,0.123973555717647,0.545316477738475,0.82430057947746,0.123103237845687,0.348620952107946,0.150084176644005,0.577233991720558,0.672548866414351,0.370823214356661,0.908426788716016,0.277885634657777,0.872584112853004,0.743263781961442,0.726118731505371,0.33167359959803
"DUSP1",0.195984383612395,0.216964034811665,0.511270559501686,0.306491624405375,0.0652614707539,0.249793687068508,0.659331129638548,0.227108761488108,0.335404439991877,0.25831528882688,0.535998727716891,0.298681413440256,0.311692050248602,0.478136328080789,0.144109713585577,0.645570829189961,0.580339985913826,0.460755216696156,0.471784505316181,0.192485883028202,0.614436432567063,0.548140118228158,0.220992750297023,0.154226418184016,0.22044813231929,0.189200972832609,0.213282260973865,0.211595329958118,0.136232183840258,0.265938402389131,0.254489984307528,0.70282844805017,0.415311893780448,0.214858746989235,0.633437566990756,0.340104832637276,0.26204000731331,0.15253534097961,0.186637837507905,0.209087760914363,1,0.543932229694341,0.515097206707819,0.163617182279218,0.228572681898376,0.338054617609955,0.580256203322727,-0.127838779465516,0.333413341143961,0.215107945921218,0.332196050508216,0.674667632247399,0.608798602054433,0.40070199460599,0.169093774993949,0.792069411255761,0.588575714035221,0.172777813403035,0.236246750997865,0.25822861142989,0.482557345863714,0.149813243657046,0.310224323176599,0.145449259377048,0.693627307971189,0.673100319158925,0.588091848236137,0.0380489265934624,0.465785705713008,0.321798284389965,0.137678838937481,0.3259775649148,0.189484520489057,0.173744755660149,0.161140051726601,0.238093605069287,0.141266333098476,0.644453628027509,0.203782148068023,0.165039320950047,0.133255301953838,0.273789516500198,0.253926182933265,0.0606507636961981,-0.0189863178512445,0.235909493385565,0.695100907289713,0.0891027122768629,0.258440469285735,0.191015107400823,0.0370204608942823,0.658939475286492,0.227588172224342,0.285125902708217,0.0399731847752143,0.373057083466316,0.383600684691533,0.192515828129091,0.293483109181636,0.193118174363726,0.597045712875697,0.534912337831049,0.145040470692182,0.64291589402095,0.118021632936621,0.477221174629228,0.713453503691542,0.499851537525334,0.16513380494165,0.276602969264438,0.24432804361397,0.23704379495561,0.263308580617442,0.638599891347677,0.643497318377203,0.141844213533535,0.333567354009804,0.501288190939692,0.256055628973898,0.280983397011295,0.496270236088087,0.422880338075422,0.302267147486485,0.356651884065407,0.0833408090500651,0.378150007615444,0.140921925570237,0.530793469816012,0.379501467015057,-0.0258316470567118,0.318655558343382,0.379254889700238,0.622777025072294,0.22217396291669,0.313291659345305,0.325284860459096,0.305839078340414,0.317950441218832,0.753283131910872
"DUSP2",0.478974192430449,0.366606309470964,0.647642662716895,0.65985037590966,0.263262983324956,0.495684406924267,0.574264756516681,0.293785276100058,0.527605132294716,0.485352337009959,0.799633771635953,0.572244458473458,0.678765278267975,0.719169781699114,0.389143236286016,0.609082687387873,0.550754570292891,0.646639823126376,0.590934319031985,0.324448746993907,0.717380372641927,0.577776996896958,0.549614513907098,0.324263023816124,0.500506443019981,0.54257769768747,0.569390329251735,0.569545645313512,0.449839952305653,0.536689522625086,0.541671918481606,0.709950023080643,0.714178393781678,0.336274376498346,0.711301201371532,0.649717271902507,0.488174885550987,0.372680368746011,0.397861132775822,0.528056421409653,0.543932229694341,1,0.733546800204062,0.407151563339067,0.513827650894124,0.445378314668452,0.594237242313383,0.147318391599843,0.675478436954157,0.436240460482162,0.680152983277687,0.531488582402428,0.641573874352072,0.763053177380131,0.206298477255544,0.567353468975499,0.519062167856115,0.499313680014221,0.498955137807672,0.581785597505845,0.570060997052777,0.371896253971333,0.434279801202483,0.454426341917819,0.650033298744648,0.740707442686848,0.718243354603884,0.23273948854676,0.631472134643609,0.603406657001755,0.385720066398646,0.684901739352563,0.447101557824757,0.31190304087876,0.300046425187085,0.502036607023174,0.503842514269225,0.687788100800633,0.383129413060327,0.450928639444246,0.470853218965368,0.49042967220915,0.570114381593726,0.382730021629488,0.122994961671981,0.404390473111138,0.775948399793724,0.183605165609718,0.348988335905409,0.455320442165221,0.148710176604875,0.729541131884096,0.433653820193366,0.621973707193355,0.346454786184324,0.651130506077853,0.613117191183481,0.292823437126448,0.5324589567402,0.333526010661447,0.505282327304496,0.622795968167502,0.381758262420017,0.651905265466542,0.416714127375927,0.677652626412787,0.66153866807049,0.639704078503325,0.413822978444402,0.383612818228941,0.609702539645181,0.485935969740266,0.174549923827407,0.544418964906897,0.576051706535339,0.395425050095101,0.540494153083336,0.70960974735323,0.549041838452616,0.50288434948949,0.665379795211549,0.620386010906313,0.624645005090918,0.512564806870965,0.328577398563306,0.707356487434837,0.415187936277138,0.662351214862262,0.713100724744973,0.0989284478726427,0.52917218160284,0.646616581517507,0.767558920188794,0.537631626273166,0.551585762437603,0.596485286479242,0.57823049559343,0.532746337110691,0.693399417861549
"DUSP8",0.358098678441477,0.319413511093975,0.62997857764688,0.600118350422187,0.15518797829268,0.521858489428006,0.668351648724075,0.254161602928086,0.555841825541794,0.38954358516672,0.717038984028743,0.454499580932723,0.642682244577733,0.666718092733779,0.296666889014888,0.669710382858807,0.618117360155446,0.611532489947715,0.502834844693006,0.382321359672089,0.726792554280783,0.598425224252791,0.482129444640667,0.264201896302966,0.451241521421781,0.457333351410054,0.546909742547597,0.580296067273896,0.384594529658328,0.415945371888772,0.435994024362742,0.665895214720677,0.670163853610743,0.268221425221538,0.636549131068397,0.680374641182877,0.46685568926645,0.369912359292594,0.538521125256724,0.418767989939746,0.515097206707819,0.733546800204062,1,0.410754719030719,0.416816613029007,0.406292847001877,0.594554850397606,0.0996564116740548,0.628073122388571,0.504851618522274,0.520740871023406,0.48969323112946,0.653114966515909,0.644952838640906,0.24418862206658,0.451329566208593,0.380389733736111,0.525863904728798,0.351635799134008,0.497512099734179,0.54705253796133,0.247384381913109,0.43580952560637,0.323701438399033,0.710356009316895,0.707857751444492,0.67655548186807,0.156398797602592,0.616122141385025,0.603222993365729,0.354306108675746,0.668371476382756,0.323672033057435,0.375001503313528,0.45463557704538,0.392614226856804,0.441800873601157,0.722115260637633,0.398429225746593,0.343888565181338,0.43338220154638,0.392903426403881,0.516414506538415,0.326749182062457,-0.0741373866187642,0.398940814903567,0.750350754935762,0.171332827091145,0.32073466006887,0.375962699063567,0.221160325428131,0.73999546158018,0.380079423783322,0.650962902528063,0.343214862880694,0.720080019970581,0.61951516860824,0.266028799675524,0.528595662179649,0.422729842285294,0.425681408315085,0.710364166593671,0.526575570632611,0.679389433615373,0.286501668696799,0.57544814994506,0.603436680809103,0.625001570700652,0.325815205613909,0.37146473234538,0.543260322206379,0.410793637472058,0.233994320099854,0.57687203587796,0.514225088864679,0.491411285674396,0.528013876922585,0.665411612638363,0.616547697677023,0.536059317167505,0.71116025425388,0.517801080630717,0.648985060781264,0.47988327194172,0.333021543504496,0.734630167295244,0.315859590695774,0.64602857693026,0.682631340342727,0.158722754055823,0.546186864141684,0.627400498204135,0.819462981452571,0.457124303102784,0.584625726356925,0.492418110263401,0.57318699760316,0.459781604606944,0.647617948023425
"E2F1",0.42371054128305,0.311454009265629,0.138844661455907,0.58435503336299,0.287843185501392,0.420014830000415,0.217060391988142,0.302593147742718,0.486560038532451,0.404132755698969,0.300855427096218,0.334821676008834,0.481323007115745,0.301960292387954,0.210129944583212,0.130501098212659,0.136871537865455,0.521830998494144,0.184314710826222,0.408081459334553,0.388841478529442,0.446245183228504,0.487215116119354,0.384978948070146,0.372083871753505,0.418643104061086,0.457825812516953,0.567712896118541,0.484380513299071,0.458280203169227,0.445398327123928,0.216706731228625,0.487168535098381,0.382383634866767,0.263296945345205,0.382105479082697,0.350275435061872,0.430606499559257,0.357261727519361,0.405385322117218,0.163617182279218,0.407151563339067,0.410754719030719,1,0.440289838276219,0.24837966002403,0.251706040040624,0.155456124366728,0.536151538849016,0.52830017437463,0.369640930069512,0.22434867626395,0.185756704245684,0.568084332511474,0.140590141716046,0.130199857133238,0.204342961254492,0.468501017773711,0.414934812303179,0.492621617464662,0.116779832584205,0.421370941553708,0.108938139195602,0.391474102550304,0.302763684526612,0.34478332195633,0.206252885766161,0.17579032252233,0.159751006884226,0.439535531044786,0.449270034954245,0.534591996812064,0.358213115077434,0.307876230391083,0.340917449408684,0.376985133321016,0.488343138828707,0.190250293235864,0.501740407768468,0.447219634823132,0.463146014546984,0.335246529886982,0.485853634181039,0.38720653678605,0.134481529094353,0.363248605145278,0.301939630941465,0.290960811001738,0.482835487897486,0.433268227843276,0.259036608920962,0.20948694568558,0.395715144579218,0.444331486082825,0.389948333825873,0.494975249510574,0.31938105707006,0.199941796105345,0.484617187897528,0.357566690299317,0.0985846236502154,0.343246898568984,0.336507709826309,0.203317187946446,0.474790800184958,0.24756360725237,0.155886977530186,0.339446066708041,0.467771183421065,0.268851473363105,0.459126040743787,0.363436284868856,0.116303366237575,0.267310623365519,0.222666619256774,0.540983661191716,0.45884478460806,0.171998410532231,0.342821746495737,0.260189870372934,0.380081786510663,0.256937083608338,0.448291196090886,0.358375673869324,0.197515966294929,0.479972818639273,0.403786433298417,0.210690603262704,0.473855590737786,0.244410172930204,0.430884388927097,0.470953808260003,0.39086578414019,0.4453847163464,0.469678897644563,0.46742105802519,0.509627270212635,0.32523824852727,0.259382880990238
"E4F1",0.763888360844149,0.290690737914362,0.120714369250144,0.76308240030069,0.710188978407585,0.709563328595556,0.0754960992516476,0.616173705626947,0.636635194306219,0.850924706214536,0.45009859559501,0.660972921787295,0.420443521747779,0.137955162684439,0.366280166152087,0.0392854873343093,-0.00435259207005667,0.665101598370152,-0.056460116405104,0.326966216576984,0.387694704653122,0.254146169456913,0.828158428654974,0.773341705205399,0.851979947025873,0.65268913651518,0.536416242141474,0.649843795551205,0.757836360448442,0.823975724416085,0.822036534706435,0.353215260609845,0.786451744996969,0.293470664104964,0.15346347149739,0.687364670530741,0.168773357753356,0.373875198159233,-0.0391559658193921,0.84208888817641,0.228572681898376,0.513827650894124,0.416816613029007,0.440289838276219,1,0.10983923323084,0.0583208231164809,0.1889112396009,0.799215338112772,0.716991906443997,0.48858211318514,0.242470867846035,0.0882177432126096,0.556996870246256,0.0611689866913181,0.400243412091513,0.52667170385826,0.692877558998133,0.891061244126756,0.88053191260009,-0.0125647923452502,0.874723874891342,-0.078333683055209,0.795592390343399,0.230329128043188,0.497657161115851,0.175723007761804,0.421029049896389,0.0547646259335777,0.469381086529236,0.743427280418028,0.589468444644945,0.863547566752264,0.247687482314759,0.105064265020987,0.863960308113909,0.709439074769434,0.150393804144039,0.810631888749961,0.76642217346322,0.777798901805639,0.788796434103634,0.49155211275069,0.212056821046187,0.623020898758128,0.37271767215022,0.291977867404239,0.628771835398459,0.663829640077079,0.909381082763557,0.0981153329168061,0.286196215149299,0.866034012152858,0.622209843469647,0.810638905888036,0.411128806470354,0.32869147386373,0.664033812576241,0.540958134862269,0.544390057472232,0.315370119264332,0.194357563437438,0.309335583722607,0.250539878276401,0.737003210011317,0.217302983369407,0.0970199706489925,0.266733417683846,0.838583441225724,0.681125020000313,0.715548061065123,0.880401910054989,-0.0233404050661455,0.178573207826956,0.0579977427253732,0.405589527453554,0.744200555164651,0.220453102610868,0.291393411586317,0.138589353432579,0.369948422870147,0.128228821523296,0.55018850720987,0.0710835041201968,0.10245942523971,0.536153319343185,0.819205402581164,0.101173752766324,0.385690874333866,0.161723891166635,0.589494895514467,0.698858719691698,0.373620069398918,0.89725170860726,0.303945642600328,0.850025746708823,0.776206327434187,0.796828891122816,0.313557473039336
"EDA2R",0.134678849029712,0.335539113385082,0.411604747311269,0.400757058069625,-0.121708550581595,0.216899249982449,0.370049366926371,0.0190548371614821,0.398945055900532,0.104201073809325,0.480672882822708,0.136312197454599,0.457059946016062,0.466027302824525,0.0550477272236661,0.445317300323745,0.517295271996675,0.322970727106557,0.579354960731016,0.257325668429915,0.496998553638656,0.438032692522134,0.150346190783463,0.107920590469247,0.0652382037242032,0.355408665269162,0.415463213415045,0.392812687923239,0.188685320919622,0.149033572114014,0.122575375122365,0.309244167236758,0.220990305776116,0.259245885970247,0.560233916150017,0.313161947143549,0.552140480215093,0.247343739007314,0.493297434252716,0.102525252678304,0.338054617609955,0.445378314668452,0.406292847001877,0.24837966002403,0.10983923323084,1,0.447509007713417,0.18462576322959,0.296077240648507,0.0817018871316366,0.296609500599024,0.266109413721487,0.32407907760117,0.44586312157809,0.439386713724619,0.248017025254208,0.0637931991168003,0.307553843504902,0.00415229845112173,0.104127724928628,0.383641346310111,0.00223536437740794,0.523264979727682,0.12548368880761,0.36770697933053,0.286151617437455,0.434265606080448,0.0870276095680701,0.544026140804421,0.454057861799922,0.142968090436478,0.489165140833774,0.0242718644127423,0.315657830106906,0.291146771433307,-0.0107617807480646,0.269065034417312,0.424583347218796,-0.0344830205358685,0.217011366455425,0.296112529604829,0.0382519424972085,0.332722350564976,0.36998932293154,-0.189152968304792,0.43901533926338,0.447729354869059,-0.132626158331372,-8.81591756508031e-05,0.0850494107020625,0.241362139283548,0.39598704243335,0.00552027231687652,0.323623805375777,0.049954279266219,0.474848547212572,0.521749114243508,-0.0678061966583398,0.535153122691927,0.101738352630596,0.179866641678218,0.528976238107054,0.3497439971858,0.362534368572993,0.106067619306175,0.436728858245244,0.532255566703134,0.372258857267431,-0.0127965726261718,0.0943891656817129,0.187351247210494,0.0441229066054251,0.232210497900534,0.229758412305301,0.323902394762783,0.423437663419762,0.217219433107916,0.2936138672943,0.434112435532367,0.428288028488149,0.385074394513365,0.422622925349742,0.312442245395956,0.608236367351993,0.38724497217531,0.487857505169333,0.0946999261101831,0.508874941479711,0.493531756487301,0.0681026620422994,0.312457162921509,0.281567707831285,0.39518308860769,0.0930357796839417,0.378067913649759,0.116346403576126,0.257466621993906,0.084375779928585,0.378754689100371
"EGR2",0.128806177829023,0.22790661767357,0.715634347248671,0.286401894150487,-0.122413576715091,0.215643609825381,0.815635688583728,0.0468701023480035,0.242935153432517,0.082424628754068,0.627715976487404,0.183835788468039,0.422404558411576,0.736757773123126,0.164760551974624,0.813520043913024,0.682178062505314,0.409808889462836,0.579816060937,0.12308396283831,0.622816587477434,0.620322583959688,0.116293339339221,0.00712022853344284,0.105475015961108,0.191529183668283,0.286624574416463,0.242452155035139,0.0793694936627917,0.128159606298996,0.162680562713591,0.759555976659612,0.394565396519089,0.214049158227311,0.666480410549442,0.333340577822914,0.517152975903301,0.236734337270486,0.464505409579142,0.108805594227234,0.580256203322727,0.594237242313383,0.594554850397606,0.251706040040624,0.0583208231164809,0.447509007713417,1,0.0020825860022679,0.276039255743155,0.0982495253390267,0.336058717353089,0.697273323813663,0.77149385678913,0.511306870492284,0.219026387920484,0.53327009906158,0.334898620265513,0.144127813082984,0.0556839188111766,0.197009721106952,0.706227573192938,-0.048028439325945,0.525891035911959,-0.000540873360222754,0.809251315952624,0.706766209740763,0.721903672487959,0.0229269818519035,0.675905652869913,0.466009406956242,-0.0363366884033629,0.419413747550503,-0.00371743844673931,0.214563341308072,0.274305319180844,0.101452421702761,0.14760887175085,0.798510878825501,-0.032365618650113,0.0356401094499818,0.0987777322968232,0.096184958808209,0.361542748603333,0.27074510839331,-0.265898590880583,0.333562617866842,0.749208625397215,-0.224730402715094,0.0191454392824026,0.0101757396143367,0.128299591257321,0.787980319872907,0.0301206716793444,0.333418525436393,-0.0177457901108364,0.485778724590567,0.498392414048973,-0.0665151047781828,0.317991544814962,0.0550490447493952,0.429209635044852,0.614353567425806,0.294547275039901,0.715913988416149,0.0190511246684917,0.58214640639778,0.647292421067191,0.492571539105542,0.030439679634976,0.0580258445526325,0.31946615723409,0.0495960300714153,0.341482273759739,0.698327954414667,0.637848776595255,0.214633451640616,0.142925513702534,0.693017241836226,0.456778486153084,0.41686994291728,0.613136178760606,0.487591460021829,0.385139716969907,0.508273541804385,0.284044544844616,0.498269103019319,0.0149672037475316,0.704833188265884,0.455217834268897,0.0703903706913253,0.200981466862822,0.330813649639946,0.726289082651988,0.109303985067663,0.33875583302626,0.196336834242337,0.180010379139006,0.178175601803199,0.794012879663719
