"","548nash1","548nash10","548nash100","548nash101","548nash102","548nash103","548nash104","548nash105","548nash106","548nash108","548nash109","548nash11","548nash110","548nash111","548nash1119","548nash112","548nash1120","548nash1121","548nash1122","548nash1123","548nash1124","548nash1125","548nash1126","548nash1127","548nash1128","548nash1129","548nash113","548nash1130","548nash1131","548nash1132","548nash1133","548nash1134","548nash1135","548nash1136","548nash1137","548nash1138","548nash1139","548nash114","548nash115","548nash116","548nash117","548nash12","548nash13","548nash14","548nash143","548nash144","548nash145","548nash146","548nash148","548nash149","548nash15","548nash150","548nash151","548nash153","548nash154","548nash155","548nash156","548nash157","548nash158","548nash159","548nash16","548nash160","548nash17","548nash19","548nash2","548nash21","548nash22","548nash23","548nash24","548nash25","548nash26","548nash27","548nash28","548nash29","548nash3","548nash30","548nash31","548nash32","548nash33","548nash34","548nash35","548nash36","548nash37","548nash38","548nash39","548nash40","548nash41","548nash44","548nash45","548nash46","548nash47","548nash48","548nash49","548nash5","548nash51","548nash52","548nash53","548nash54","548nash55","548nash56","548nash57","548nash58","548nash59","548nash6","548nash60","548nash61","548nash62","548nash63","548nash64","548nash65","548nash66","548nash67","548nash68","548nash69","548nash7","548nash70","548nash71","548nash72","548nash73","548nash75","548nash76","548nash77","548nash78","548nash79","548nash80","548nash81","548nash82","548nash83","548nash84","548nash85","548nash86","548nash87","548nash88","548nash89","548nash9","548nash90","548nash91","548nash92","548nash93","548nash95","548nash96","548nash98","548nash99"
"DAGLA",6.08360608220953,6.0006386234178,5.48751970742675,5.76915332477213,5.81995995026904,5.5734486278477,5.54741786162804,5.69469084300161,5.52778677300813,5.20987885164729,5.55442030597306,5.57396918849692,5.62331154650296,5.80528349948778,6.54279005527756,5.59671480484603,7.2994294088808,6.19313073565513,5.98797367517481,6.44055796313731,5.84971026010691,5.63321757886381,6.44147102673341,5.92135880059707,5.50307961346486,6.0041823158282,5.87693848742174,5.68048271292783,6.58427504851486,5.59344618404672,5.88534164181331,5.90329799234899,5.64678232956129,6.34931976745611,6.05205603860969,5.91455413570252,5.76567754405754,5.58115948372192,5.82041367705974,6.12038857954244,5.76570875788791,5.63030132397619,5.704357068262,5.39174495752004,6.45016348423855,8.12794455393627,6.60821720703782,6.68275200599648,6.34015645635186,6.36082080886276,5.40448541597249,5.98733168418523,6.48489918041444,6.69907496898158,6.50464378644618,6.21949149652516,6.56578551296179,6.48285687221791,6.42829117365715,6.45023245041,5.96201095379477,6.24988085026784,6.37828838690998,6.08888059840496,6.10757649042575,5.52834184081851,5.95961897244821,5.86850566661106,5.46803631270212,5.830807142865,5.46403663937999,5.56237293386606,5.64698684524343,6.02916294643142,6.65668224986982,6.11058741786814,6.07732629534567,5.34614207321631,5.57646615223716,6.09674648207962,5.85673401740416,5.58008819053384,5.76150868256841,5.46036928608569,5.45145557416411,5.42842305221886,5.98365982169826,5.8011993725652,5.74974933648878,5.68574485498145,5.96431764796542,5.60735824125405,5.3256830366322,5.71237132260557,5.92373987863344,5.54030447375203,5.56825520923512,5.86013440960256,5.35827411772662,5.4593210570709,5.671053756793,5.83949443646851,5.81168474664198,5.90659034460966,5.7165547036371,5.99088473706316,5.43756313574383,5.47851613573482,5.25068664882662,5.45877152552475,5.27100396998198,5.6805565251981,6.05219927335564,5.65661208730443,5.64874707359864,5.74505698199877,5.23398728531051,5.53113693356869,5.85559542943574,5.73966899707009,6.00692305025186,5.96278830403159,5.79494850128756,5.32918058656693,5.84609921649195,5.55106865647741,5.74994192957235,6.0371656732475,5.56767689604161,5.8371184854037,5.85237966629945,5.59092746898465,5.42235722501777,4.87609970881503,6.02855548165255,5.94940107544717,5.78482135879861,5.43803288402384,5.35330590250841,5.37609335543727,5.50973046377922,5.5597082990134,4.87609970881503
"DCDC2",8.12209719956977,8.75495916085109,7.43353845119302,8.30248948661648,7.6437584458798,7.55825628902532,8.66146457125611,8.47131827949636,7.96048132324309,7.93473966973424,8.09693871812703,7.67708079267203,8.15919190403204,8.64962737196643,10.2357750058708,7.35581834145769,10.0548301300787,10.5339491884917,9.17582014130907,11.0213147865261,7.80843109098198,8.20846005802833,7.91707780540632,8.86549294411595,9.57342119626046,9.28542678467075,7.7384335965674,8.78727970102877,10.9773503593067,8.65392882646515,7.89300839227198,8.51458159344298,7.36690412807101,9.17958141972031,9.90396414582182,9.95547422290092,8.79782909007468,7.2296292636234,7.78682997718393,7.13416513329368,8.49110266310984,9.14758272023628,7.51846992701611,7.29946218734479,8.97882802279054,10.9782008481465,6.37307066682222,8.22192002806212,8.67307241557659,8.55522525908252,6.9722045936642,7.32286027868184,7.98973665952616,7.81173683185033,8.74444043799184,8.51269696557899,7.5168187463332,8.78769620526885,9.1796835674652,7.78097182278226,8.23375334696619,6.933533240204,7.50790037777859,8.73222084461387,9.81806740557963,7.48080864294679,7.36855429416827,8.76224775488512,8.31161846987423,7.55945782992483,8.05338005400271,7.5517299155436,8.76967725016478,7.08381088726451,10.3195554944329,8.17820812546946,8.43784748001189,7.99767731295867,8.35678542173263,8.33396251889128,9.79697805005791,7.39770533369732,7.71842180700992,7.21065151386117,7.27997314931446,7.64665999592697,8.20211018436714,7.66553659432875,6.2844416602684,9.028736964899,7.5889874957804,6.95466084146123,7.06331672411261,6.70372521164495,8.9409802335482,8.20775189395465,6.51803200343725,7.18081391971071,7.91695774990088,8.86778124207513,8.59473427508419,8.41607701660313,7.67978931440909,8.29009212218185,8.21804526627822,9.20842034850279,7.36822917162327,7.16090187197161,7.86554621977727,7.71429395213856,7.830637642188,7.30583249789344,9.23989463526346,7.80721208355911,7.94300791009719,6.59179783366385,8.02615372589791,7.24395075822153,7.37552923025187,8.80426417274887,7.67138420639709,8.36878092955414,8.65579630168565,7.19264812728357,9.14952615279369,8.17880235913837,8.00652913235777,9.60489958615245,7.05327351385532,7.08482713182974,8.78572892987594,7.57235208582565,6.94361281191558,9.62167353138823,7.07834923063527,8.54720423452808,7.76821646112789,7.53070585624002,7.7716856599479,7.85021045919126,9.27953080019934,8.04283878540327,7.19335539671848
"DERL3",6.90592139460066,7.49476167386207,5.55843781252169,8.93204987833662,6.70149818498617,5.85314953598778,8.05117564036551,8.59496674015677,6.20704000697702,5.80609092345599,5.48390692475561,6.47719841223426,6.46050952237427,7.95315534053225,7.7830067026826,5.94376319243618,8.53585759185381,7.57319168683065,6.27950345217142,8.35109121186357,6.79250299894051,6.0160465848571,7.47336570367825,7.19634761247902,6.17255151926046,6.1684871757346,5.59074729753524,6.07690593273496,7.5602309676919,6.51847157105274,6.98600859336401,6.37463091236047,6.77763872274536,7.26818704573646,8.16532785181161,7.70134794226833,6.39082255243437,5.96014033757453,6.8871868437868,6.98497829862822,5.55994567867326,5.98569220865808,6.14738233008602,5.82853612771523,8.23054456018986,7.22730279197266,7.05849423223319,9.36974348937246,7.5064560288673,8.60020266902249,7.70007176516423,7.77817564305086,8.88599350896986,8.45070466838853,7.06037645051434,7.40294347620922,7.66576217130291,7.78869977739283,6.62826598349375,6.78070676206176,6.94903790194003,7.54584528228564,7.72347034630107,7.56894589843613,6.81150744121107,6.54034935252437,5.99141846020037,7.8021748373649,6.49653081729125,6.6457523417782,7.95485056494948,7.57441570778852,6.26913658169958,6.21280756631246,7.64471152112652,6.5387578798987,6.07732629534567,6.28708226734478,5.96812511509316,6.64439235731594,9.33116555571939,7.75564055262609,7.63630914744409,5.9140863040915,7.84007975228053,5.65257598038118,7.25199961454737,5.74989459964429,6.53673555159792,6.1563865871701,7.0595471751153,6.67712013008711,6.13852826986075,6.77773783511685,7.98258210342207,6.55298028288027,6.8217121168057,6.78221917127605,7.86241380799593,7.30255839525723,6.11095245680587,6.00804293853071,6.58474624412908,6.96305841348366,5.83047647778059,7.03775045529994,7.14808624817559,5.63487522659211,5.97617483743758,6.19311779623786,7.63154422119972,6.17122049911472,6.60153244162852,7.27080546115177,6.32819457975099,5.77944323615364,7.43226730737366,5.96669602747971,6.1018102262104,6.78857891452216,6.4856049835425,6.70790721977925,6.67549985968795,6.12364446857504,7.67201331509519,7.41524302814031,5.38570686497207,7.32990307079895,6.20038723878928,8.1147557439906,6.77049223409899,6.53379710171409,5.5431712159639,5.8390897555067,6.02855548165255,6.36259132368514,6.14161122477227,6.26371816716138,6.06441743562827,6.34675396924507,6.23010643151158,5.7533373003715,6.18737891162149
"DTNA",7.22981911575215,7.49476167386207,7.54397395011063,8.81150781978429,7.70993439890034,7.79011319055372,7.82749245106891,8.60856742298466,7.76896267487154,7.61798236888456,6.92766669650976,7.98014907467309,8.01728937850465,8.13687900479963,8.78452526782857,6.89234931548606,9.65053319539983,9.71091691862864,7.77951140181857,9.61224467335363,7.53954892617968,7.2148182600314,8.6477409776729,8.24322159639482,8.68010937543636,8.0270264536733,7.27284216511886,8.34404276380362,8.57882988238661,7.65550676497994,8.35535266992622,8.05363336892235,8.19782127251873,8.31585351513955,9.09935616020703,8.67680921767743,8.62631861088891,7.1122235378247,7.06606049005984,7.50184097032551,9.05139779577317,9.10507802390367,7.74056596916623,7.5898407550233,8.67788693611973,9.96231983362246,7.4236169204055,7.5361064513872,7.42518604298411,8.2768407793149,6.79042374597315,6.59354374898869,7.30829143290042,7.56418866683068,7.43158700577525,7.97787943832819,8.58049341891636,8.1452283198173,7.10672932742729,6.91007940045798,7.59049658701916,7.43753762272987,8.21690720201745,7.86928052335957,8.14958129214441,7.08881355858008,6.95990457701748,8.71023520085667,7.51055263376634,8.17560178607012,7.62773683732745,8.05730246808934,8.21526463797975,8.01341379448159,10.2951483871031,8.64515881091463,7.64152798193635,7.35343995271466,8.01625396622419,8.69566341371649,8.81536341057271,7.37389920107568,10.0873520268999,7.2472714185999,7.79700650830896,8.05372440702796,8.68952839194683,7.97178012210184,6.57108597346595,7.59879629606048,7.47089650830793,7.84761240364523,6.92598560891017,7.84234017882547,9.23815420566368,7.93825599893049,7.13117506532864,6.92422135360735,8.31602955437003,9.60294663399007,7.6692214784189,7.89549088258797,7.1200326683744,7.2905799978255,7.44926446187572,8.39324222609488,7.38437828241054,8.17759965616025,6.74748322222631,7.16005283318801,6.92328849495531,7.87629423196836,9.43016441350335,7.64191737709791,7.47481943026543,7.55247977017942,7.75145296296243,7.03726809638356,7.71616772902285,8.41751628172287,8.3585495282911,7.49473274256147,8.02001465022189,8.4481702221279,9.33637997785824,8.44790281743628,8.03774792370186,8.59324185068462,7.34426983397529,7.99085764175161,9.23973871136313,8.72686154370399,6.94361281191558,8.6941332097141,7.98782148057193,7.75376926684619,8.04541042405975,8.09420868716951,6.99262925277968,7.29039862351464,7.7279537601678,7.85746664546145,7.50899586274845
"DUS3L",6.52306348849238,6.78345582679472,6.47932464409182,6.29351672784084,6.27579070562883,6.6066793311869,6.32865665401478,7.10253039253871,5.87426593562781,5.80609092345599,6.47058537101549,6.64631364610416,6.3255484679527,6.29879163159332,7.26977204712153,6.07583392244043,7.32378690080465,6.6921639754729,7.07044671511812,7.2438533867134,7.32305163788946,7.15786080501853,6.8735843052015,6.40921025182867,6.0658194493755,7.29583590691866,5.71834236859167,6.76680303623596,6.86001297351476,6.12189194634687,6.70528076011492,5.63702892315287,7.13829376959753,7.96741431729466,6.59664195500406,7.41061381228074,6.58237551257842,6.70961377699049,6.73120227684024,7.63548986427721,6.29417049773943,6.0371584366695,7.09186225706584,6.30584365049681,8.37470025838854,8.9301355871679,8.49750368832431,8.64317685449141,8.23311888229277,8.03496233752813,6.9477651431193,8.12580956667109,8.61822558014896,8.53024392541606,8.73789149563878,9.09521575613287,8.78038684395717,8.79967361083881,8.98803677663872,8.31093948685705,6.2272344832642,8.02860853563367,8.33242076055976,7.03337860804303,6.72697270565345,7.17330120218441,6.77393428524414,7.10301503974213,6.2129593129561,7.15694280904864,5.70200931596583,6.70961684813867,6.51190080239027,6.78460826928861,7.03006636721988,7.22690215808637,7.60759086545214,6.00364556702536,6.4548237656406,6.98024079535291,7.17958076328717,7.84942831646646,6.45806077701104,6.02225993233646,6.38228816097152,6.05421694131967,6.58150871536361,6.60061531368324,7.484373136034,6.34631363858087,7.86969403181867,6.56881069540743,6.85140685328357,7.25281831556975,6.14615860626093,7.0425883941208,6.75253730632162,6.65944012396398,6.60479998596161,6.86016276299907,6.54521511605069,6.56905274514441,6.84789010391828,7.18716478082973,6.85641118995668,7.16933780441468,6.8237286896244,6.0281234504279,6.20843618235807,5.73355140595358,6.14831765790593,6.23660522110849,6.36928627920863,6.88730189759684,6.91398564152141,6.30220707189725,5.92899488182551,5.76244682842449,6.29865685946795,6.78857891452216,6.10895405884444,6.68273086232336,6.67549985968795,5.51427349359899,5.9169248632511,5.76312754850373,6.24969957671092,6.52991505691852,6.05257832832646,6.6025512852414,6.09361637122973,7.93476830154431,5.98172243850688,6.1050292995409,7.1797588888573,6.42897398629326,7.00306219931431,7.62659180218333,6.16713864120511,6.34675396924507,6.59749362256574,5.50110167979456,6.30354821851012
"DUSP1",9.76873420793574,10.9142141584497,8.5086523071442,9.2126334547165,9.30896050324818,9.36121767761247,9.00233948876557,7.59900951885923,8.38930462314187,9.95043845366667,10.3099826552481,9.0513433513193,10.7198393481998,9.75027923426861,13.20130278587,9.13954154445148,11.4912476140744,12.9951207294319,12.0969298801191,13.6283062693672,12.3058367363225,11.9118098094938,13.1090696776191,10.5796996209663,10.4104689032126,9.3160985760557,9.69936870004647,9.44182237041183,9.26081128652955,9.34967344231316,9.11134052028692,9.73264263150772,8.02317443937994,8.23752386251894,8.71731977496606,8.53074807275014,9.31337376478159,8.78489282543868,9.75103690516243,11.9522462113977,10.6598523112821,9.76273407067763,9.44828742086575,10.5696954461466,9.44827373890724,12.8820723796108,9.87230668896379,8.50049539783805,10.0463078461651,10.3113427589917,10.6017214539719,12.026601038107,11.1239720290816,10.9092359005611,10.4013506338563,10.3469172347904,12.0536960023897,8.87328695243758,10.6293404239675,10.8262424556464,11.8472945804346,8.49225191999545,9.19406880572765,9.03272494889124,11.0933631321952,10.8123845726399,7.80815320537323,8.13417411675915,9.10193755678429,9.79251929969851,10.8597301569025,8.36149242395768,9.13162704436699,8.95202637527907,12.7835185191162,10.7595807676503,9.02895306020947,9.89170225180261,8.7389245937199,9.77072900507811,10.931417610513,8.98149789066723,11.581524717448,9.04515437511435,9.79734169083241,9.04941385096694,9.88747093022584,11.6019765567547,7.72169871482617,11.3485134261445,12.6737308662678,8.83198106885167,8.32870846142127,10.7252432028952,8.1931839966749,8.58538151785637,9.39790972577976,8.1379774348021,10.0603714974074,10.0751554009762,9.06438283203313,9.52199897737404,8.50106173220016,9.86995631709425,8.87343623795485,9.62907833099747,8.11019284032229,8.68645813473488,9.60423186946374,7.88083295525515,12.1944862252219,9.1326134954379,10.4864206226189,11.7305162242031,8.85942976081155,10.1165735828897,8.02615372589791,8.65864341881092,9.26055994815632,9.36761571493778,8.71400375333667,8.80091099068698,8.47376826345753,9.19673361670907,8.1619218584189,8.11136069001756,8.80545501319716,7.32323782615144,9.292964937399,9.52316806133592,10.6656577593504,8.72686154370399,11.0201618715045,9.73341460723388,10.5682531434465,8.6974869130712,9.28066326549492,9.1954421536489,10.0070337727979,11.1045181616015,9.96160773422901,10.9262957760355,9.68499418589991
"DUSP2",5.4646172967043,5.77783907392033,5.55843781252169,5.59612649823253,5.20493347790078,5.19038669156225,4.87609970881503,5.45875909958347,4.87609970881503,4.87609970881503,5.30746126791249,5.25171239788733,5.72074495305243,5.27788885919313,6.99852815830888,5.32023039884371,6.27385300305616,6.97025635275279,5.85092587168393,7.18196153202596,5.84971026010691,6.62540828315916,6.0309649874212,5.80501830782112,5.50307961346486,5.53828973446129,4.87609970881503,5.88605380091057,5.84604867441403,5.26234514607895,5.40499544026447,4.87609970881503,5.38402305426244,5.85523053275342,5.76303920872576,5.59349900739684,5.65908505925662,5.47365116637268,5.72363813486076,5.787741917268,4.87609970881503,5.54289226105427,5.35863618973988,5.89178243767476,6.68272211609822,7.07403383573115,5.63618619880091,5.26424832134959,5.56277870132317,5.80608501778758,5.14139768034174,5.82669429476818,6.22837045480916,5.91653350690565,6.14367273388639,6.19906765375762,6.52022034241208,5.79157945524882,5.76510083627479,6.25489892102121,5.47471527879802,5.86514650926487,5.93017680303216,5.709893553783,5.77810271864163,5.48068085641503,5.26705135931648,5.64326525690922,5.57457011976492,5.359940587344,4.87609970881503,5.3969453364819,5.45368010176472,5.25911401764193,7.35913388853314,5.74118633075019,5.50527309763396,5.63818388899952,5.51647053176328,5.48510795098303,5.95944732649674,5.30985714613817,6.11004351088421,4.87609970881503,5.45145557416411,5.26783621216841,5.3810870772316,5.93853714061286,5.71021211185256,5.6021235912341,5.74823555908017,5.45649696558213,5.24367507988399,5.40939871127288,5.3693824333282,5.12904444909527,5.61505761173957,5.37521745529361,5.15534459259807,5.28989356448518,5.31534483557278,5.62775443032885,5.24849585773303,6.01028924940444,5.3409593988812,5.74792572171828,5.43756313574383,5.3440725673441,5.33423551239479,5.13809296014165,5.27100396998198,5.59744812646451,5.64725243394233,5.43132785619443,5.59989882360389,5.63141011521102,5.43982852759578,5.22837129616269,5.13354812645772,5.39708482699662,5.17507381643772,5.59692073617052,5.43111607722801,5.39856535478755,5.42814369096073,5.21588468687524,5.23737798630519,5.86462507668001,5.13963468468315,5.43770677808068,5.29264117364751,5.38411687045612,4.87609970881503,5.52460428037222,5.68215851539126,5.94940107544717,5.40647482628833,5.50338613665258,5.40903278012108,5.51947932052125,5.39482655845043,5.27322901921459,4.87609970881503
"DUSP8",5.24985099961834,5.74058047775786,5.7850027918948,6.76682164582494,6.05394387524572,5.5734486278477,6.08910093545161,6.11610174693358,6.28863638069069,5.61598324798927,5.77972470916712,5.52308384193367,6.11487473984786,6.47866843246825,8.56127658238287,5.59671480484603,8.72977817648606,8.48558274041207,7.57389441051074,8.41905222929731,7.09410499581732,7.14812579215671,8.98385696957009,6.28064020620464,5.94594455263271,5.85900661136039,5.82740458992281,5.91587407680787,6.92296562313167,6.4217241567916,6.25508533871843,5.63702892315287,6.09051501780367,6.29439913214384,6.16878018430784,5.91455413570252,5.99637165130742,5.89706495090022,5.78943797721943,6.17012736244004,5.69027789912278,6.3194478772337,6.22580187319283,5.68511139994906,7.6753522678158,10.2290007287565,6.32459345319797,6.40828039730431,6.35983587892399,7.38592359905665,5.85147075721227,5.95742798295015,6.64101651061471,5.79040023574658,6.8064157460707,6.75645802335624,8.89246613758635,6.60853142455887,6.11491181683661,6.25489892102121,6.02111569828625,6.64917090931178,7.0453506938533,5.98834908701086,5.77810271864163,5.61392040336248,5.99141846020037,6.06915015005498,5.46803631270212,5.9721745351934,5.29326190828534,5.96122964102632,6.34957659487801,5.68052278526277,7.75102697010774,6.77627544294621,5.75910599454261,5.76597456967327,6.00224764399735,6.5575164830907,6.66080179103732,6.28517265649509,7.1503580514905,6.02225993233646,6.15457912104193,6.05421694131967,6.0515710548133,6.09429307762058,5.89091123884019,6.03355196791112,5.90789662646087,6.14170294238516,5.45496970402753,5.62612488554697,5.76688249224065,5.95477174148513,5.77638172699965,5.51835945455204,5.60818610381025,6.04267579525223,5.7088341799291,6.7909977297358,6.15417201152771,5.78904143078257,5.79427187467239,5.63392158143144,6.43648754401781,5.72207553837682,5.94654502206771,5.77052532188698,5.65874396130786,6.57934557369657,7.95760297591814,5.91358401904466,5.81698224548787,5.96041448368099,5.90053143123183,5.53113693356869,5.44876890884431,6.01740370955642,5.97034295352413,5.8297642879657,5.65631785329185,5.80691459310403,5.84609921649195,5.92952121684805,6.29016832405497,6.18326833085748,5.65819238525932,5.95715059253252,6.42020427782473,6.16000699692324,5.84827413889868,5.88918622482816,6.56673530679071,6.01541246225552,5.87721244847172,6.46700649714726,5.50526827756408,5.73376887955827,6.31383093325005,5.70956165796586,4.87609970881503
"E2F1",5.33321628383711,5.74058047775786,4.87609970881503,7.22115817732467,5.27840478952469,5.50102031831617,5.54741786162804,5.83136462939823,5.16952119650205,4.87609970881503,5.1816842670577,5.52308384193367,5.5095895025282,5.50836713606487,5.90950677612071,4.87609970881503,5.61031000509957,6.16598326637029,5.89899626744982,6.11711041024401,5.61223170854168,5.81462791818544,5.86305119965165,6.04353157033649,5.57573797073214,6.04790850777816,5.82740458992281,6.0518941537187,6.24254882990731,5.68717563584466,5.81810500945371,5.45412477962388,6.02459766733072,6.0408084978387,5.95429451625496,6.22348973918917,6.22229622181119,5.58115948372192,5.72363813486076,5.89131273920985,5.60620889861341,5.13004481040971,5.43243221563551,5.76009118561468,6.4227728419055,5.91516746247549,5.45347848113174,5.26424832134959,5.96185410919066,6.45232434039716,6.08640635076573,5.62687020589166,5.84914152631795,5.97338540419109,6.21281050450123,6.13526877958646,6.6794370464528,6.02317299041605,5.50960929699449,5.78525289455342,5.25631786350834,5.86514650926487,5.58185918249799,5.38330701726756,5.66035077846118,5.226850059036,5.35419150652226,5.81037964361564,5.62178174283036,5.90432014573284,5.17158987093508,5.13758106588689,5.24284972289976,5.80112031838297,5.26461199820417,5.65211212185856,5.6182510402028,5.48116503059328,5.37374010490448,5.68847480319143,5.73986694626517,5.73418157477565,5.45279333783129,5.29064226859165,5.5551059534237,5.69847429711669,5.87138360074038,5.6949738374535,5.40799940374131,5.6021235912341,5.59172886376529,5.32687545638011,5.50938569467277,5.75200500778993,6.2281009226293,5.80748603360122,5.73917982381644,5.37521745529361,5.35827411772662,6.10692948941053,5.77918052215386,5.23353948525634,5.51760295191046,5.5710526476651,5.41211029910587,5.71183404398943,5.31209615805327,5.25875268088926,5.46592239707472,5.73355140595358,5.60929079928497,5.32068811836141,6.07515630741073,5.57587611926898,5.26587041808374,5.23530822838864,5.12948800881455,5.30701156361288,5.55195128074614,5.64395588519023,4.87609970881503,5.671210964698,5.30706541143364,5.56449076394054,5.71274188808687,5.90393378600007,5.44512893903194,5.67837902572123,5.51723495127279,5.523250641147,5.55246301959162,5.99005923099646,5.26350857261303,5.8390897555067,5.75688026742409,5.66814524684934,5.62205690338451,5.43803288402384,4.87609970881503,5.63490394765695,5.72849928515145,5.27322901921459,4.87609970881503
"E4F1",7.40593242004232,7.95904651493108,6.32352602899051,6.83600590850458,6.73563743222669,6.38142290553158,6.59097539808757,6.47756065231891,6.80708183863653,6.00583788044922,6.76833110162151,6.53051441219573,6.65551356348113,6.61592384463171,7.55563859628662,6.51367333208327,7.0939193437333,7.52365149485654,6.9310631218586,7.54929700943114,7.07474176330571,7.46045218601485,7.17848358576832,6.98687743379095,7.55426582732334,7.32545785659904,6.73513713787646,6.89399400482382,7.9263897331811,6.70700814430363,7.10079821464395,6.10667377856704,6.97052319178388,7.35889208750918,7.16179334618507,7.32465605151897,6.97075364642301,7.03168036037754,7.30795577740137,7.36288573761819,6.42929125897947,6.24042256611684,7.4545155683434,6.72164796034502,8.53719090088085,9.00129337112718,8.1583858139013,8.38905059901999,8.87788587006103,8.57338684460817,6.35906441167657,7.91420487561965,8.62673662154343,9.42397238649208,9.33558900601022,9.3839563220496,8.94017382076763,8.48020818800182,9.77601944262259,9.14736428730546,7.23313378610878,9.00868821685648,7.87207583016384,7.13560121663082,7.29461833475969,7.0594024882445,6.74272342105122,6.82238873719999,6.56609457469911,7.36308722054955,6.06282608649613,6.16765941812047,6.62417294510636,6.98742198836584,6.7634750301354,7.52835169323142,8.27688530898638,6.35274455922553,6.38751730223417,7.24641712927248,7.1337803156976,7.64196327398384,6.44035896618134,7.14728857942946,7.3935147824156,6.42131169538994,7.56905795997653,6.91909588189309,7.81026147403411,7.10778140907444,7.47089650830793,6.86875005415642,6.92598560891017,6.90085625617846,7.09577455578872,7.54817411574538,6.75253730632162,7.24078920738273,6.53054834990099,6.47160543698251,7.07280677157206,7.16298850730802,7.05434712491043,7.40958260390727,6.97362025602006,6.81774229809432,7.06918736258222,6.0281234504279,6.37867550766251,6.76945185083518,5.93690955142065,6.80648431639836,7.72125429627983,6.90997297826304,7.19636419878654,7.16286731267382,6.60105791623521,6.27652991907267,6.05238856371454,6.60111546590831,6.07611422412654,7.54175013164472,6.8635549486998,6.04734069905655,6.43434949572646,6.02525105738126,6.16381764617626,6.77665500372884,6.60004855072257,6.83641054454853,6.98528653861635,7.30500498625235,6.64657290033263,6.14295912712861,7.33619433935004,7.09127335935108,6.35075682047482,7.2947445836475,6.16713864120511,7.13414729397445,6.64381331102322,6.39807214351458,6.40852306820088
"EDA2R",6.00247576251571,5.94249724178373,5.96088442345364,6.37886360541548,6.22461467044755,6.75653351267383,6.15435471042472,5.78836432676281,5.58880278303086,6.00583788044922,5.67583386243835,6.34224727962909,6.50217161612462,6.5783003942096,7.75072317459791,6.19219329861736,6.90936245928056,7.41884603692931,7.65663179000428,6.99308689042404,5.6880240698635,5.63321757886381,5.88904944279177,5.94287760325657,6.76206226980931,5.4508127978648,5.43189694966854,7.00964665835914,6.80505829292491,6.2935691332192,6.39986650619686,6.48752904711754,5.79273721534769,6.36703700388103,6.49869349443583,7.25379692302967,6.55254854916658,6.29268403176765,7.02613771006528,5.75009851934665,5.72892254517453,6.39316586662067,6.03238721570868,5.55557352664836,5.68430792335299,7.0411198935517,5.28572095371014,5.73395249278856,5.83846125550258,6.15120373595189,5.57222870047386,6.75033393921922,6.02567333896177,6.17190948176707,6.45201287287479,6.50305338866846,5.76467412971176,6.46053764604843,5.83390758522845,6.45023245041,5.83076411435797,6.19522113154448,6.27189154929269,5.709893553783,6.82505797053919,5.37092907421174,5.15296584080835,6.06915015005498,4.87609970881503,5.359940587344,5.95811768113535,5.98958736966931,6.71272551553446,5.63557974660628,7.59106170098855,5.74118633075019,5.87839132585177,5.84082919291364,6.03517704765823,5.84697898825854,7.1220782206539,5.69862831426223,6.30803114835722,5.98758746380564,6.05768753939724,6.13866032871327,6.0515710548133,6.01960190737088,5.66847856440366,5.39215488468488,6.62746654211996,5.45649696558213,5.45496970402753,6.33069947854167,6.11732586442122,5.12904444909527,5.13985864487094,5.5785255392764,5.86502853451331,6.44161537890738,5.84383432496282,5.66744710986924,5.69987967193412,6.39367997278336,5.41211029910587,6.24665978583032,5.53879116164241,6.1873498045979,5.85127858441442,5.69470807721029,5.78978016244916,6.72614026630365,5.90135936420139,5.82645271847442,5.77820709822543,6.03881547729486,5.66841928568656,5.72867032800578,5.7902075258984,6.29927664099267,5.53995083482055,5.29513368758352,5.30706541143364,6.02052081113429,7.21615427016612,5.76312754850373,6.22887726019822,6.05665001543307,5.56767689604161,5.27446128707742,7.70796698319571,5.67331980269317,5.73235442093964,6.71169118546836,5.85719260509161,5.87822289379331,5.68037560144882,6.80657020788613,5.35330590250841,6.48334961067093,5.83408716337095,5.70956165796586,4.87609970881503
