"","548nash1","548nash10","548nash100","548nash101","548nash102","548nash103","548nash104","548nash105","548nash106","548nash108","548nash109","548nash11","548nash110","548nash111","548nash1119","548nash112","548nash1120","548nash1121","548nash1122","548nash1123","548nash1124","548nash1125","548nash1126","548nash1127","548nash1128","548nash1129","548nash113","548nash1130","548nash1131","548nash1132","548nash1133","548nash1134","548nash1135","548nash1136","548nash1137","548nash1138","548nash1139","548nash114","548nash115","548nash116","548nash117","548nash12","548nash13","548nash14","548nash143","548nash144","548nash145","548nash146","548nash148","548nash149","548nash15","548nash150","548nash151","548nash153","548nash154","548nash155","548nash156","548nash157","548nash158","548nash159","548nash16","548nash160","548nash17","548nash19","548nash2","548nash21","548nash22","548nash23","548nash24","548nash25","548nash26","548nash27","548nash28","548nash29","548nash3","548nash30","548nash31","548nash32","548nash33","548nash34","548nash35","548nash36","548nash37","548nash38","548nash39","548nash40","548nash41","548nash44","548nash45","548nash46","548nash47","548nash48","548nash49","548nash5","548nash51","548nash52","548nash53","548nash54","548nash55","548nash56","548nash57","548nash58","548nash59","548nash6","548nash60","548nash61","548nash62","548nash63","548nash64","548nash65","548nash66","548nash67","548nash68","548nash69","548nash7","548nash70","548nash71","548nash72","548nash73","548nash75","548nash76","548nash77","548nash78","548nash79","548nash80","548nash81","548nash82","548nash83","548nash84","548nash85","548nash86","548nash87","548nash88","548nash89","548nash9","548nash90","548nash91","548nash92","548nash93","548nash95","548nash96","548nash98","548nash99"
"MICALL2",7.06107919557814,7.16576389435312,7.27510022121358,7.64723849018789,7.3626693221522,6.71555183765739,7.29296602985081,7.07555035866595,7.71880063200995,7.07061282810309,6.82370368568972,7.10373276879058,7.25945513403596,7.10089661591961,7.12270882881554,7.09351953527696,8.19384309769692,7.5553831114534,7.39824360197599,7.75340879004863,7.14130287370649,6.93653058561756,7.11083117822242,7.32614910330287,7.59789481120789,7.27318350387748,7.12231678083379,7.91640594689669,8.87007147515877,7.27427883235912,7.1117429468155,6.60997532872395,7.79968689793358,8.63432209615391,8.12401395205358,8.39567387692761,7.31094972735084,7.46349249737642,7.82671562664833,7.99638971002103,7.149472558785,7.49044895920707,7.77805352846371,7.41159463853242,7.71158171837038,9.9003188996087,8.58119002943297,8.63149117670856,8.82936629544922,8.53064408533202,7.22462477482237,7.72265033203824,8.62248744717736,8.50046486115645,9.05719744897011,9.3915731535447,8.36752924692542,9.24099162919742,8.76674153781812,8.61327322824894,7.55062100431493,9.19734587067138,8.15541170480268,7.78029233424493,8.04970760001005,7.45891435328166,7.39758066062471,8.32774544561142,6.92888685946648,7.55071926494071,6.57649498898389,6.72400572339084,7.13296016315393,7.94710085702373,7.6181473823504,7.89407817106249,7.94183363459709,6.80508031195816,7.18728123970153,7.39515534548747,8.2016074512076,7.84942831646646,7.08839049633153,7.03913033850413,7.36814654788679,7.17244471754237,7.7786579041536,7.03666787774683,6.42719450842958,6.91777227539663,7.46316646786623,7.28822778521769,6.88924112438197,6.84761016985502,8.00248488557046,7.33998024921797,7.02071580093864,6.79880856671346,6.83391833926741,6.94343451029844,7.35864166326857,7.31573697083678,6.3900094821261,7.50490411019849,6.99827821009685,7.29782263491524,6.70782728640643,6.88163259225014,6.74748322222631,7.01990373385725,6.88065447681786,7.59913927561912,7.28837286353597,7.29617327686443,7.35262722266037,6.88547771824913,7.00340172728054,6.19719037341875,6.81997937712106,7.25717875977762,6.92162507739422,7.02555281480007,7.04763180919062,6.70012081394717,7.11735632331486,6.66977281757323,6.74343573783241,7.49260923108133,6.99591950771851,6.97116165423478,7.33109523893552,7.7715337288018,6.66323812815609,7.254085191752,7.76506946240955,7.66606774255551,6.88682251807782,7.78552073932674,6.71171738737931,7.10838988915503,7.40716812229865,6.44084848386889,6.77816724805146
"MIF",7.85425227921763,7.77962781624237,5.55843781252169,6.81336509384672,5.84634940225948,5.50102031831617,6.43110110371617,5.28949219379083,5.83329344961786,7.0161069831416,6.22896721313299,6.2347231316364,6.27666248319309,6.519539160963,8.29009030488819,5.75425324986891,7.86904230082443,6.72628864954848,6.80550924838534,7.19596574012307,7.42437928781687,8.73270603831978,7.14508958298015,6.46195203463503,7.17306279990324,6.78023131552524,5.5165825544122,7.14609740439738,6.61087446544621,5.94707157082095,6.83328765594165,6.50883978808132,6.34365450931207,6.79010405099735,6.05205603860969,5.77031830396002,6.66765266417165,6.98332291126797,7.34034256306073,6.24052002278483,5.13664151735387,5.70786056817705,7.29595268648826,7.10627800769721,8.90162421831507,8.79523093146206,9.76760514973044,7.75624938680026,9.46434596853858,9.08388573981674,6.33880978399903,8.65936253697382,9.17361149356039,10.8131964458693,8.47167127520497,9.44378984777037,10.9377084884309,8.58562281560875,10.0447379164862,8.87006903510849,6.84323165285762,8.88229635095892,7.49954023038612,7.04396700631025,6.65182924814165,6.50993327398407,6.90551963447584,5.42172404275454,5.40627707132536,6.7626311634506,5.38613847079993,6.35901379832055,6.1118567086805,6.59478623427099,7.26517198569903,5.74118633075019,7.72289667622775,5.90956259381975,5.44979101487201,6.80153571150515,6.33205751575657,7.51086395981821,5.76150868256841,7.416755784074,5.45145557416411,5.55053545026699,5.74217207588227,7.31115570818946,7.98965242915832,7.55470626525682,6.8800364565805,6.46742798831802,6.33304859862259,5.57864917838739,6.74578696453794,6.98941256125166,7.85294942082889,6.34435564072557,6.8036635248008,6.29586687933141,6.84875636394401,6.50654486724569,7.21281540189462,7.62681234065997,7.5254748142562,7.21665627067039,7.52893249350812,5.47851613573482,6.8176950937604,6.79684066184981,5.49763165031829,6.49861836084314,6.99530570084072,7.00731781860796,5.88951116820998,5.87466847710545,5.6286800408828,6.90907557419415,6.07740974757574,7.27225651461859,6.59453918818779,6.42870545592685,7.22668038687402,6.3435852653529,6.00339656045938,6.31911128179349,5.67577826371919,6.74579570715431,6.22307576976681,7.83097300796693,6.75873160452803,6.13743782609225,5.48593853671606,5.98157873151459,6.95691906729755,5.80066042763979,6.32325034520876,5.97995955036702,6.45651937732348,6.34675396924507,6.27278081185153,6.41966114342522,5.90518150448319
"MMP9",5.24985099961834,5.74058047775786,5.40658298308336,6.09924290664974,5.7048390314787,5.50102031831617,5.86156258941471,5.52644850396177,5.29035137321399,5.20987885164729,5.30746126791249,5.70684436009528,6.2513671318179,5.16066506735359,5.81870980728735,4.87609970881503,6.07227312878888,6.68348275789122,6.31081125559744,5.90652374726455,5.8785394744062,7.0778944832116,7.45334461411403,5.92135880059707,6.49183688555133,6.40534559550191,5.59074729753524,7.33193130461437,7.14799123540788,5.91447930647897,5.94775389240609,5.37751159010578,6.48476326907945,6.15416586744439,6.57768817623338,5.77031830396002,5.69632575102657,5.47365116637268,5.93409642226513,5.5771038007969,5.51004909143103,6.0371584366695,5.43243221563551,5.39174495752004,7.99699115617589,6.63218547868499,5.73520925805271,6.54431774164112,5.99022666016183,6.27838935826502,4.87609970881503,5.79062379901896,6.81156807699637,7.01084659205367,6.16723637438142,6.13526877958646,6.48883249973956,5.95243892048918,6.46408499421645,6.55723024666444,4.87609970881503,5.28644539552397,6.07586420034185,6.08888059840496,5.46379790117396,5.82200272647187,4.87609970881503,6.27308396862059,5.40627707132536,5.359940587344,5.53231965729359,5.45764518182376,6.03619911127249,5.68052278526277,6.4367996908228,5.35485802703706,6.07732629534567,5.87587832563817,5.68224897452894,6.80153571150515,5.69672740039745,5.94705509972299,5.9234150539431,4.87609970881503,5.95004115942153,5.15352335416015,5.3810870772316,5.5707720323301,5.14317683778765,4.87609970881503,5.78273984297816,5.24465259671414,4.87609970881503,4.87609970881503,5.44478328499998,5.58529008399551,5.13985864487094,5.28430006116613,5.65756817093867,5.2143450337224,5.81214196729606,5.98203814785313,5.24849585773303,6.37658050287177,5.3409593988812,5.9075342842029,4.87609970881503,5.14707156243532,5.25068664882662,5.32865142507239,4.87609970881503,5.75513822124086,6.41962322522572,5.57587611926898,5.26587041808374,5.3154757528049,4.87609970881503,4.87609970881503,5.38897504233457,5.28052389052009,4.87609970881503,5.41582093960615,5.12553325548169,5.45944921860617,6.04380371909628,5.97862020130925,5.38570686497207,6.14868069339597,5.13963468468315,5.43770677808068,5.66656453693479,5.4433580017618,5.1504493789158,5.52460428037222,5.55307491989954,6.01541246225552,5.78482135879861,5.36350887344384,4.87609970881503,5.77873962417852,5.50973046377922,5.15735436261956,5.57008123851217
"MSC",5.77933766043029,6.20351341456035,4.87609970881503,6.18135082554616,6.03304365671537,5.63856113386702,4.87609970881503,6.08485722274896,6.33980231609811,6.49548195293024,5.40343713159666,6.21186397336998,5.36835905680587,5.56763084389784,6.77688357294285,4.87609970881503,7.34771234383501,6.83113479990996,5.58955147012247,6.85600534869358,5.7567143101204,6.18187829075268,5.80854315192747,6.13465513526696,6.5413161462769,6.27639418821783,4.87609970881503,6.25740932502741,7.32521683957504,6.40135726150966,5.7823394627748,6.19442493291198,6.2105901197708,6.79010405099735,7.0354735038112,6.73847905078492,6.3004215643043,6.63066124411224,5.82041367705974,6.21757616321316,6.33447951584132,6.57432461381217,5.5554020259113,6.13204790122271,6.67154281655344,7.0411198935517,6.07435512846033,5.81317610386433,6.34015645635186,6.0707828806268,5.78148372201951,6.09832771084342,6.22837045480916,6.10206223366699,6.50464378644618,5.61816899813942,5.82835934192453,5.79157945524882,5.76510083627479,6.28129357428921,5.67476296738079,6.70430431201547,6.24930730279527,5.93375413948331,6.27069840715329,5.12442228520104,5.9266769302897,7.59121432472565,6.14116246572375,5.93888353354637,5.99432692417114,6.35901379832055,6.1358467516821,6.78460826928861,6.07371499034214,5.69798440959463,6.07732629534567,6.26428651633833,5.96812511509316,6.38288775520108,6.72654821312324,5.23070331748067,6.88260909449633,5.74529965957088,6.19976284681487,6.13866032871327,6.08381149571709,5.1891619318194,6.09409597955594,4.87609970881503,5.74823555908017,4.87609970881503,6.11449297960435,6.24337658108233,5.84894112713943,5.92722473313606,5.33168474439123,5.73229448403567,5.55489686117674,6.02027853626023,5.93243180326743,6.00804293853071,4.87609970881503,6.209420726653,5.89852900551795,6.28705164573603,5.83687839988749,6.54086734413577,5.52133615851872,5.32865142507239,5.35901042841439,5.32068811836141,6.40309206099596,5.61743890983377,6.10541640722946,4.87609970881503,5.23398728531051,5.72867032800578,5.64049748016251,6.23128204705517,4.87609970881503,5.80049115863195,6.25740350950052,5.65460774288366,6.71315035425317,6.02525105738126,5.31800095769206,6.72478866320441,5.65819238525932,5.66547281436378,6.02754774475496,6.16000699692324,5.5431712159639,5.8390897555067,4.87609970881503,6.21652065098428,5.91991660699452,5.36350887344384,4.87609970881503,6.48334961067093,7.07515790627954,5.87189872428408,5.22559040971961
"MT1G",12.3147926104719,11.5231667538103,9.66159289161699,8.40573419703284,9.93366053923005,9.55377837517084,10.4613997190478,9.20792260781969,10.1873681810901,9.45145510942988,9.33517030107167,10.3926307871738,10.0933698112421,9.95426579839894,9.04656059521466,10.3199959393447,8.89065013561464,7.20467247561647,7.93689557590957,10.1187691589959,11.3673594058353,12.1771128718095,11.8359942740429,11.294286823011,11.0220907994315,12.0653000698864,10.2049251305496,11.2436231446906,8.76599810082723,10.2694807794387,11.8858018235829,10.8670778333262,11.303426958537,12.0845295600923,11.1822736290224,10.0920116135948,11.4001510160445,9.51392954678932,9.70213898479994,11.7428319147055,9.59987110989146,9.28080874664827,11.0970427645199,11.4772276955539,12.6686312779165,8.93442061889932,13.3309973275053,13.3153179471783,13.6483420228752,12.6182298649827,8.98344455634136,13.1007000705519,14.2058651807623,12.7862599302523,12.9151637086738,13.9902994706874,10.3875214892346,14.0106520200294,13.8981048070043,14.3919771002561,10.9336698605668,14.0792930389257,10.143736421433,12.289358364431,10.3434440196336,11.4090970239924,11.7280336713897,10.2387155760551,9.62682293741574,10.4170947168603,9.58581807605298,9.54551081280813,9.54189865306102,7.88396851565893,9.56237859938403,9.05968341168728,10.1570676580616,10.3388320968035,10.4635591669851,10.0111761563269,9.02582176924355,11.5254955475101,8.9413527483114,11.2041592022223,9.54801324794528,9.06421245457825,10.7261622218876,10.2608461451604,11.8390802438428,9.01552217002687,10.9509220625257,9.86814081282078,10.839303840785,11.1428718500997,10.6591748576823,9.89070022451209,10.5452035387241,10.8513588813752,9.95514266981241,10.0333172080745,10.2733811394956,11.5813701806472,11.0345769813288,11.5638686536529,10.817847759183,10.6850754809637,9.4947783994387,9.44181783348551,10.2333475097515,9.94724132398765,9.50862822078028,10.3448633239715,8.76134937166464,10.391284338901,11.0164362921185,9.35107341700676,7.55186919841995,10.3756026773305,10.1783877223336,9.75578179312508,9.82100821133547,12.1207942400443,11.0930716040541,9.32736312623024,8.68939431506713,9.1450756984382,9.49424627789458,9.99607106630935,11.0990716343108,11.0509250349088,10.2418234098233,11.7025550114093,10.1738212605972,9.20038115497567,10.2085038326942,9.98941579079395,9.87164912560422,10.3862190532264,9.13496158581152,10.5029710029689,10.7416478971558,10.0710363804926,11.0255016478413
"MUC6",7.21987851873118,6.82454551637365,6.35103693884114,7.957675393408,6.11409158641084,7.10670141820329,6.92551681048067,6.60290282186821,8.11620202233196,8.90237578845051,7.4212430910233,7.89654317508039,7.31455173419192,7.53847359538961,9.03905760179486,8.51520512431389,7.6917511679207,9.6269696357302,7.6936098705041,9.34414780164893,7.40165897759111,6.26581704629023,8.17551582679012,7.91089447392942,8.45976362068058,8.16548682873921,7.07361055730706,9.37405752596028,10.675771720099,7.80225977337054,7.30419162587984,7.56328829782482,7.5527810006855,8.61169802565447,8.74853623169409,9.88283333999317,7.67467882932356,7.5223538442241,6.24943805865015,8.5492827724077,7.03226425701361,6.70438728162437,6.49270745905441,7.5825541113425,7.49642867955428,11.5043741733504,8.6430444125305,8.67767061117901,9.25802585161567,7.26855572142289,6.06005694851995,7.12941270504825,8.57489153799764,7.6901444108164,7.25407043649004,8.40713129671011,6.33590256848873,8.86950553921723,8.21207171267828,7.87436971201112,7.77424223866258,8.16256302326687,7.66523513757189,7.86352125582856,8.87639510350743,7.31141007056893,6.83411328532346,9.19067590282975,8.20680749615992,7.14515875963194,7.24752845047259,7.23563951683871,8.07784411549997,7.81106408554182,7.94201704133741,8.25803517422292,7.90070551927617,7.11340052228902,7.77797649171537,6.90085587563702,9.17714518554989,8.58039706229941,6.94313233235067,7.81099290841982,7.55898186599874,6.88093351113746,7.95364138069267,8.400864543444,5.6241781257976,6.70882359624437,7.55316372164317,6.51921327583011,7.67936288483856,6.88775198242965,7.7971100367449,7.24505045165765,6.13019051345772,6.41460702622412,6.19937459577165,7.3329157495443,6.93167779917279,7.04350213892879,6.12987342640616,7.27388923323188,5.93066227266236,8.11221254110779,6.10226802695337,5.93748234529675,6.61008205666504,7.16005283318801,7.11762122886442,6.94167492726349,7.75673804801962,6.42045366743339,6.01886121929188,6.74731036492951,6.29732500175656,7.35254260083118,6.98812859008453,6.5625033243123,6.4856049835425,7.22333780302264,6.40297810707796,6.90286575528753,6.63494929467551,7.16542634896622,6.43863526814677,7.19723796799088,6.32981315536392,5.78394853625613,7.69635091657367,7.6351749510781,6.09834170546536,8.05908130708187,7.42852659431597,8.29235745535392,6.6794613177915,8.19868403165708,5.69536569313137,6.73398357452109,8.84788359858747,6.98818388046527,6.47344962470277
"MYC",6.81389476599368,6.8901905481898,6.98745529607674,7.05226705747454,6.58027587149176,6.7962083916346,6.27365292951437,6.45530202264549,6.41238460429743,6.74894087596756,6.3696066288909,6.14011886085825,7.22527712003273,6.70516349808935,10.4378044429633,6.25619699031392,9.73529091148262,10.4669392834011,9.50086829374902,10.5540742301057,9.52779383207734,10.2254751758456,9.11393982783732,7.4564302076404,7.01732926067167,6.9661191194942,6.35848916425378,6.56349168379737,7.81998859316919,6.51847157105274,7.31359271846027,6.55033395318311,6.43964040592707,7.3508935936143,7.49125339082424,6.93838396823605,6.49053680279625,6.2013946783622,6.67899705654942,6.98497829862822,6.35409445526456,7.18852210238812,6.34487773878868,6.05847272566586,7.72176145715875,9.8469087312341,6.83730590516348,6.22962437813403,7.39982899711035,7.20579031836621,6.39850483407301,7.21430373116752,7.25267035519893,8.37879914650389,7.60334988305935,7.59777363192711,8.83472034025932,6.52625141668482,7.30195914851135,6.42759566619156,7.07014392112397,6.44461942918298,7.13626810053028,6.24361421334735,7.25644169873082,6.28977060667101,6.16286370000497,7.25310259346066,6.92888685946648,6.89841245137988,6.93237546354726,6.29891992218559,6.56132021464363,6.50595900919728,9.80427033045066,6.77627544294621,6.4505178541676,6.58290304336227,6.43282653173365,6.61039191870713,7.64995555397199,6.73914368504375,8.62265311257736,6.41337853712311,6.64823022325757,6.40034487374744,6.4980537069376,8.15363323000304,6.57108597346595,7.41323047761825,8.16083203448521,7.13195222675591,6.785721569505,6.33069947854167,6.48458706690411,6.92257909699477,6.69428792306558,6.1013066987969,6.9344658527524,6.47160543698251,6.70633240469272,6.38836005456843,6.10497645956639,7.06523144790192,6.69663019547789,6.84276753594142,6.63840705666361,6.75336521970257,6.65762051963618,6.32193538210463,6.34593740147368,6.86972052267602,6.87720764211364,7.2793147319694,6.76887333750998,6.52988280738998,6.61582385605313,6.43641148980693,6.6107034936701,6.31562856798668,6.14074983797767,6.88205912881872,6.60585281776583,6.32350998898334,7.6979702360011,6.33607782155119,6.61575272731142,6.59057341837009,6.46381470959896,6.98930803788245,6.94511890532594,6.39890722988989,6.36362245357564,6.64215609443316,6.87324758401589,6.51188801086289,6.98708399019815,6.28823909405181,6.87064736597111,7.3016948581108,6.62856998681126,6.7846585759728,6.50459308273554
"NLRP6",5.61750885344372,5.77783907392033,6.10823854687676,5.73761569133396,5.89679458992524,5.7532247686194,5.39795490089091,6.08485722274896,6.05492540988736,5.74784455592408,5.72954145091962,6.03577466235956,6.69098337885749,5.50836713606487,5.68890801090522,5.5017639362178,5.7461987581005,5.89896331853488,5.58955147012247,5.81597036083776,5.30415930520851,5.63321757886381,5.88904944279177,6.21824720221853,6.0658194493755,5.74654189310673,6.35848916425378,6.02622020839161,6.12735180492905,6.31598337660395,5.46660926919987,6.19442493291198,6.57009027885807,6.15416586744439,5.62158636251661,5.80877652693382,5.88865256509527,5.86375719058727,5.78943797721943,6.65353122468102,5.9283240046406,5.49420076442694,6.49270745905441,6.80318240759529,6.40882709842911,6.18847501692676,8.35138177717183,7.18830689417754,7.5064560288673,6.56402511991986,5.9161208091983,6.64273417833393,6.97579567905181,6.75443771932408,7.45631789900725,7.48569461278949,8.75983716902378,7.44997056647076,6.8130144259955,6.67407378772403,6.53124818237106,7.16608738556176,7.43954217448564,6.06471014435516,5.84784654107936,6.27088620295488,5.42732305233194,6.87919260255174,6.16565355822464,6.71389195823086,5.95811768113535,5.32777196614566,5.55771782006182,6.57754434470427,5.26461199820417,7.24851890068761,6.8117195230529,5.53796446605431,5.81697686452643,6.01074073200711,5.73986694626517,6.52623919236925,5.83005604126548,6.02225993233646,5.75949034680808,5.60349592440354,6.38454095992535,6.40324066362389,5.85778925721404,6.05937280219449,6.58237221295146,6.06762322704287,6.29277334469032,5.8935047926187,5.84894112713943,6.48965488578793,6.20144261839197,5.63359145366783,5.27040000485475,5.94970697559403,5.81214196729606,6.599114369943,5.81168474664198,6.16843672015842,5.96168706813195,5.81549032592907,6.21186779158342,5.63487522659211,6.27544391534144,5.69470807721029,5.65874396130786,5.97279163126419,6.31657788957586,6.04228397027346,5.77820709822543,6.06357800479748,5.38094812426221,5.69333336027987,5.71905086420084,5.99544527002539,5.29816319618264,6.03413691814547,6.08880193253915,5.77154715834753,5.82112566931184,5.46195206849687,6.09435729597133,5.81565826645417,5.99794135379888,6.10256783502603,5.700804490571,6.09072913974275,5.81143990437556,6.9749688456089,6.12761958365817,5.8403345575236,5.30995522982795,6.52743047392157,5.72789646092772,6.10335623528373,5.86646871648653,5.36172295976957,6.87260610862667
"NOTUM",6.52306348849238,6.29167760413157,6.03738400253975,6.718473257802,6.13335980186211,5.7532247686194,5.30296072117789,6.01921615405241,5.52778677300813,6.00583788044922,5.72954145091962,5.57396918849692,5.92163669188501,6.14132030043246,6.97386812136653,5.97170537439824,5.63962169558363,5.89896331853488,6.9310631218586,6.63931416232454,7.10368070877611,6.245447192627,6.7648444705418,6.40921025182867,5.9876236896539,6.80228469863378,6.01077954052888,6.21514214637123,6.81624237580253,6.14822236050915,6.29843515326954,6.07564109165886,6.31831330478422,5.91225738312394,6.08254410549383,6.89811906752693,6.24236829916623,6.43613578422556,6.37719905990551,6.83011893136084,6.09108824093196,6.13255646231411,7.01617232333877,6.70752255347477,7.03881489097942,6.15376627851139,6.95997324509619,6.20506657657682,6.95930365890007,7.32851534988588,6.23150285441066,6.97861200847344,6.97579567905181,7.46546670871598,8.06178803217178,7.42601504735386,9.76419457668929,7.10933269292082,7.95994741088089,7.10919802860785,6.17948704732269,6.88778899038471,6.64846253093412,6.68067600861671,5.66035077846118,6.23209219646453,5.85689063863171,5.22241106606945,5.95026504833155,7.00805627353101,5.46403663937999,5.83790244837186,6.00960948745605,5.63557974660628,5.42390395102914,7.13674803413987,6.40752143038157,5.84082919291364,6.00224764399735,6.17589031015965,6.13606917728312,6.76492324940278,6.11004351088421,6.17924179678733,6.3247723981622,6.28918293228235,6.33574951591576,6.48122306683115,6.86991824856667,6.91777227539663,6.92731047578128,6.50220566181264,6.06461431074731,6.26587681112255,6.84268140576299,7.07348391551798,6.67928479129418,6.21628648729177,6.0906828402772,6.67505619170971,6.03848409787371,6.47399627545879,6.4464471357837,6.62376386184762,5.86517708364931,6.28705164573603,6.59476669925354,5.58686801609072,6.20843618235807,5.99167050578573,6.55187454103008,6.42976457812026,6.35199343478615,5.8564896325359,6.28256572525907,6.17889058063277,5.77620868560399,5.5755247285688,5.91631625520812,6.33174040869991,5.71151892768164,6.25886996607663,6.5010025167962,6.40172786999123,6.34915577861523,6.30187865653516,6.53852754300489,5.81565826645417,5.77563907856638,6.10256783502603,5.98083237817603,6.01623460132696,6.12544773885316,6.48974636663529,6.64342007003028,5.94940107544717,5.78482135879861,6.23862473937164,6.14741381594208,6.29725754446292,6.06523687309975,5.9079887138275,6.14561622289834
"NOXA1",6.05731125610404,6.0006386234178,5.48751970742675,5.98598800960952,5.60520324069521,5.69810594162131,5.66763453145458,5.16891055948633,5.74470344099828,5.53929309219203,5.40343713159666,5.46752429561922,5.62331154650296,5.71913472125186,6.04914631122135,5.55103092266373,5.88301097091638,5.89896331853488,5.68715167981815,5.7667234679514,5.98527765267399,5.87701915211446,5.9388463789455,5.85347009536663,5.90226102598047,5.83229704330872,5.5165825544122,5.94472792770962,6.22421009389621,5.54119096449239,5.7823394627748,5.16655839690777,5.6986393976354,6.23655767655925,5.76303920872576,5.97861511297648,5.79817784834293,5.75510162889334,6.10423868838127,5.98388209382671,5.8008604275456,5.31482115845987,5.74787496352216,5.89178243767476,6.85879500723508,7.33837896549718,7.18751572958853,6.9202353400895,7.13687015413635,6.80486817720055,5.46604137044817,6.2671888143142,7.22975947230769,7.28013856297881,7.42324257793617,7.59777363192711,7.3086400488381,7.19983018238966,7.65231168234062,7.24689814285216,5.86547441496363,7.31986565168366,6.29401254418799,6.15806539996263,6.00096183986992,5.75871625361532,5.54920009490717,5.77971205954949,5.82033436777186,5.86834869421914,5.38613847079993,5.45764518182376,5.5079784987159,5.63557974660628,5.58054902484773,6.19051940054516,5.8404970806931,5.63818388899952,5.63137752306498,6.01074073200711,5.69672740039745,6.44587872923011,5.45279333783129,5.87494478710556,5.50555106964294,5.7826401201895,5.78755623815641,6.163750199411,6.19361386411723,5.76077997290401,6.09204188821039,5.83604593334668,6.03869069837326,5.75200500778993,5.84894112713943,6.1049568422883,5.70009514100224,5.77719261451655,5.35827411772662,5.72800493007818,5.77918052215386,6.12847151196935,5.73895470631683,6.1037187884209,5.99169774701247,5.81549032592907,5.62568479303237,5.41568978795646,5.46592239707472,5.69470807721029,5.49763165031829,5.64023659112832,5.78436702968044,5.79529188833943,5.77820709822543,5.54387730931912,5.23398728531051,5.65622196895495,5.44876890884431,5.60898793074632,4.87609970881503,6.03413691814547,5.88512976413062,5.73453344385726,5.51227441298627,5.55106865647741,5.5476768937881,5.42487687402305,5.51723495127279,5.86248408529295,6.02754774475496,6.24566831729436,5.59557598762991,5.438886275463,5.88812799069092,5.91452379971427,5.40647482628833,6.13179187941859,5.40903278012108,5.51947932052125,5.6058438119883,5.27322901921459,5.36916050786335
"NPM2",6.05731125610404,6.24850519658587,5.7345434483379,6.57475126273363,5.87194063486899,4.87609970881503,5.30296072117789,5.78836432676281,5.45996202016974,5.20987885164729,5.48390692475561,6.86274699302257,6.30137919816475,6.19647380089407,5.31464256857923,6.4104278858977,6.90936245928056,6.34287017922306,6.26350384077539,6.57290671913296,5.36978320782556,5.98987512575602,6.44147102673341,5.94287760325657,6.96674839039992,6.24163266893717,7.21465628667717,5.59738161362213,6.81624237580253,7.07599914531376,7.12259755630603,7.07407980545404,6.52819968220716,7.06591349421065,7.71697521830708,6.76905504875304,7.01319821478172,5.41132002565015,5.37007662260377,5.33757263430658,5.51004909143103,7.22561460886312,6.06241836165111,6.32571071542949,5.65336032577233,6.90043330465815,7.04486795400072,5.26424832134959,5.60922583802856,5.88639486584092,5.52146596064905,5.52808506205438,6.50557882325855,5.79040023574658,6.45201287287479,5.76375242599819,6.20039278160637,6.79269210672627,6.5813511538821,4.87609970881503,5.58240817177243,5.45449294198676,6.398397807084,5.38330701726756,6.43112191179198,5.12442228520104,5.15296584080835,6.30952688435544,5.40627707132536,5.359940587344,5.53231965729359,6.68032438456327,6.44258217817243,6.92332899652939,5.86291761579436,6.62901034072101,5.4397284417179,5.53796446605431,4.87609970881503,6.75645009171317,6.13606917728312,5.89145685424476,5.95246024419761,4.87609970881503,6.36344416044721,5.55053545026699,6.2033053792049,6.2598885111882,5.71021211185256,5.39215488468488,6.30718062628736,6.27552905900832,5.55923190145411,5.25426616281814,6.17419809169886,5.23336238566443,5.13985864487094,5.16522067241429,5.86502853451331,6.08597417987254,6.3399627645151,6.38836005456843,5.8784970037474,5.90659034460966,6.37895184276582,5.31695859610771,6.00500971083374,5.14707156243532,5.61913996047544,5.45877152552475,5.35901042841439,6.64020790756304,6.29843322691937,6.70290521589862,5.15212698860212,5.3154757528049,6.21696452165522,5.72867032800578,5.23970690860635,5.82479162097086,4.87609970881503,6.53406251861175,5.9925074615745,6.12364446857504,7.7234499940104,5.29177283124304,6.04520490306903,6.20013804641066,6.67792216759728,6.27936148132205,5.76493658600481,6.81642641071686,5.98172243850688,5.59966222130613,6.46765640681946,5.66814524684934,6.88682251807782,5.27469403995344,5.89931348456983,7.36755425805813,5.89767395148796,5.61335993656814,5.36916050786335
